,0
2020-08-09,65.41767241368076
2020-08-16,40.63587116742101
2020-08-23,46.345454545454544
2020-08-30,26.89090909090909
2020-09-06,33.535714285714285
2020-09-13,36.92857142857143
2020-09-20,27.053571428571427
2020-09-27,26.892857142857142
2020-10-04,24.410714285714285
2020-10-11,26.517857142857142
2020-10-18,30.053571428571427
2020-10-25,41.589285714285715
2020-11-01,43.714285714285715
2020-11-08,69.125
2020-11-15,71.33928571428571
2020-11-22,112.21428571428571
2020-11-29,93.30357142857143
2020-12-06,160.64285714285714
2020-12-13,163.10714285714286
2020-12-20,150.48214285714286
2020-12-27,106.30357142857143
2021-01-03,123.08928571428571
2021-01-10,120.44642857142857
2021-01-17,134.44642857142858
2021-01-24,105.26785714285714
2021-01-31,132.0
2021-02-07,127.89285714285714
2021-02-14,103.39285714285714
2021-02-21,187.71428571428572
2021-02-28,121.67857142857143
2021-03-07,117.875
2021-03-14,119.33928571428571
2021-03-21,90.8
2021-03-28,48.32142857142857
2021-04-04,40.80357142857143
2021-04-11,74.42857142857143
2021-04-18,39.625
2021-04-25,30.946428571428573
2021-05-02,35.017857142857146
2021-05-09,25.303571428571427
2021-05-16,27.071428571428573
2021-05-23,26.08
2021-05-30,39.38
2021-06-06,26.84313725490196
2021-06-13,18.88235294117647
2021-06-20,15.490196078431373
2021-06-27,14.431372549019608
2021-07-04,11.96078431372549
2021-07-11,11.137254901960784
2021-07-18,12.392156862745098
2021-07-25,14.568627450980392
2021-08-01,25.313725490196077
2021-08-08,45.490196078431374
2021-08-15,75.37254901960785
2021-08-22,95.74509803921569
2021-08-29,114.05882352941177
2021-09-05,132.7843137254902
2021-09-12,107.19607843137256
2021-09-19,127.66666666666667
2021-09-26,116.82352941176471
2021-10-03,72.09803921568627
2021-10-10,69.0
2021-10-17,67.11764705882354
2021-10-24,89.7843137254902
2021-10-31,62.568627450980394
2021-11-07,48.745098039215684
2021-11-14,53.254901960784316
2021-11-21,48.09803921568628
2021-11-28,50.23529411764706
2021-12-05,129.0
2021-12-12,80.05882352941177
2021-12-19,73.09803921568627
2021-12-26,100.01960784313725
2022-01-02,80.07843137254902
2022-01-09,100.07843137254902
2022-01-16,114.88235294117646
2022-01-23,127.76470588235294
2022-01-30,145.6078431372549
2022-02-06,120.90196078431373
2022-02-13,125.72549019607843
2022-02-20,153.0392156862745
2022-02-27,101.01960784313725
2022-03-06,117.01960784313725
2022-03-13,70.23529411764706
2022-03-20,82.27450980392157
2022-03-27,62.372549019607845
2022-04-03,53.339285714285715
2022-04-10,56.15686274509804
2022-04-17,42.490196078431374
2022-04-24,33.6078431372549
2022-05-01,28.764705882352942
2022-05-08,42.86274509803921
2022-05-15,27.0
2022-05-22,23.84313725490196
2022-05-29,29.137254901960784
2022-06-05,19.15686274509804
2022-06-12,30.529411764705884
2022-06-19,23.785714285714285
2022-06-26,35.745098039215684
2022-07-03,38.431372549019606
2022-07-10,28.764705882352942
2022-07-17,18.54901960784314
2022-07-24,22.80392156862745
2022-07-31,18.686274509803923
2022-08-07,19.058823529411764
2022-08-14,20.745098039215687
2022-08-21,17.84313725490196
2022-08-28,17.607843137254903
2022-09-04,24.666666666666668
2022-09-11,22.54901960784314
2022-09-18,17.529411764705884
2022-09-25,15.509803921568627
2022-10-02,30.96078431372549
2022-10-09,22.089285714285715
2022-10-16,16.274509803921568
2022-10-23,17.215686274509803
2022-10-30,30.137254901960784
2022-11-06,24.823529411764707
2022-11-13,25.725490196078432
2022-11-20,16.098039215686274
2022-11-27,20.980392156862745
2022-12-04,22.11764705882353
2022-12-11,24.392156862745097
2022-12-18,21.11764705882353
2022-12-25,27.058823529411764
2023-01-01,24.627450980392158
2023-01-08,20.017857142857142
2023-01-15,42.3921568627451
2023-01-22,25.035714285714285
2023-01-29,23.576923076923077
2023-02-05,29.125
