State,570,577,584,591
Alabama,28355.51111111111,47513.97777777778,51072.0,109609.0
Alaska,3056.84,6724.36170212766,10972.833333333334,12240.0
American Samoa,3056.84,2725.1238938053098,6433.711111111111,9911.508771929824
Arizona,22963.25396825397,27399.318518518518,41032.88118811881,87694.07407407407
Arkansas,22747.287356321838,27399.318518518518,28664.178571428572,36225.31460674157
California,102766.94736842105,134751.0,132411.75,139015.22222222222
Colorado,12859.926829268292,20182.645161290322,22541.447368421053,29670.543209876545
Connecticut,5446.877192982456,9124.234375,11993.666666666666,27474.709677419356
Delaware,3056.84,2725.1238938053098,9776.901408450703,12056.814432989691
District of Columbia,3056.84,2725.1238938053098,9776.901408450703,9911.508771929824
Florida,134751.0,143257.5,146093.0,141519.26666666666
Georgia,45215.59375,64771.818181818184,97330.83333333333,113698.93333333333
Guam,3056.84,2725.1238938053098,7032.378378378378,9911.508771929824
Hawaii,5446.877192982456,9124.234375,19473.82,17360.203703703704
Idaho,4895.890625,7761.233333333334,11659.666666666666,13608.333333333334
Illinois,23830.337837837837,27399.318518518518,39962.336956521736,36594.69633507854
Indiana,14568.229166666666,20198.153846153848,27182.17948717949,32880.57142857143
Iowa,4895.890625,7761.233333333334,10972.833333333334,14434.611111111111
Kansas,10189.894736842105,20182.645161290322,22541.447368421053,27474.709677419356
Kentucky,16042.75,22838.763157894737,27865.7,47292.8275862069
Louisiana,28644.82,40967.6875,44827.63157894737,48636.81188118812
Maine,3056.84,2725.1238938053098,9776.901408450703,9911.508771929824
Maryland,6929.0,12776.64705882353,19473.82,27301.529411764706
Massachusetts,11833.216216216217,20182.645161290322,22441.386363636364,29214.657894736843
Michigan,13959.026548672566,20198.153846153848,27865.7,32352.681614349774
Minnesota,8839.587301587302,12436.344262295082,16804.7,18756.720588235294
Mississippi,18718.916666666668,27399.318518518518,31339.470967741934,36225.31460674157
Missouri,25280.30909090909,27417.705263157895,32373.341040462426,46732.65185185185
Montana,3056.84,2725.1238938053098,9797.875,12056.814432989691
Nebraska,3056.84,4307.857142857143,10941.859375,12240.0
Nevada,12859.926829268292,20182.645161290322,22214.806896551723,32175.294392523363
New Hampshire,3056.84,2725.1238938053098,10394.931818181818,10396.454545454546
New Jersey,14323.962264150943,20198.153846153848,27296.75,32994.765957446805
New Mexico,3978.472222222222,7761.233333333334,11993.666666666666,15566.386363636364
New York,31132.457142857143,46079.74336283186,44827.63157894737,79011.44444444444
North Carolina,23830.337837837837,47513.97777777778,48686.385542168675,87394.9705882353
North Dakota,3056.84,2725.1238938053098,9776.901408450703,9911.508771929824
Northern Mariana Islands,3056.84,2725.1238938053098,6433.711111111111,9911.508771929824
Ohio,14969.354838709678,20198.153846153848,28563.987012987014,32924.85981308411
Oklahoma,14568.229166666666,22838.763157894737,25332.92105263158,32994.765957446805
Oregon,12963.595238095239,15288.877551020409,27296.75,28724.315789473683
Pennsylvania,18718.916666666668,27181.833333333332,31339.470967741934,41995.82113821138
Puerto Rico,6503.515625,11044.130434782608,19473.82,22385.97142857143
Rhode Island,3056.84,2725.1238938053098,10487.089285714286,11418.818181818182
South Carolina,26897.163265306124,31185.24,48047.94117647059,39547.31034482759
South Dakota,3056.84,2725.1238938053098,7032.378378378378,9911.508771929824
Tennessee,24832.016129032258,47513.97777777778,47757.967741935485,87694.07407407407
Texas,103852.0,134751.0,133084.4,137232.94736842104
Utah,10189.894736842105,9124.234375,12828.277777777777,18756.720588235294
Vermont,3056.84,2725.1238938053098,7032.378378378378,9911.508771929824
Virgin Islands,3056.84,2725.1238938053098,6433.711111111111,9911.508771929824
Virginia,14568.229166666666,20198.153846153848,28563.987012987014,32994.765957446805
Washington,14568.229166666666,20198.153846153848,27182.17948717949,29214.657894736843
West Virginia,3056.84,7761.233333333334,11140.40909090909,13178.75
Wisconsin,13959.026548672566,20198.153846153848,22509.48031496063,29670.543209876545
Wyoming,3056.84,2725.1238938053098,7032.378378378378,9911.508771929824
