State,479,486,493,500
Alabama,2146.15,1545.33,1474.77,1156.94
Alaska,658.75,619.36,502.75,479.91
American Samoa,0.1979505494505494,0.3503347763347762,0.2615555555555555,0.5402721722721723
Arizona,4830.13,3922.56,3333.86,2750.23
Arkansas,1190.29,1389.86,1202.02,1051.41
California,11127.58,9195.59,8011.87,5907.67
Colorado,9178.1,8588.14,4845.83,4281.92
Connecticut,2841.41,2807.69,3109.77,1541.78
Delaware,1409.63,1170.49,1098.69,1026.49
District of Columbia,395.26,417.54,290.49,251.58
Florida,22310.33,19394.25,13606.29,8753.46
Georgia,6113.78,6068.63,4554.58,2643.99
Guam,64.65,64.15,48.77,58.73
Hawaii,671.26,624.49,550.26,471.81
Idaho,1202.16,987.42,1106.52,1061.38
Illinois,11625.86,10277.86,8212.82,7646.29
Indiana,6623.64,6920.03,4633.28,4376.77
Iowa,1963.82,1439.62,1094.07,762.04
Kansas,1250.63,1396.38,1306.76,1130.12
Kentucky,3814.1,3542.59,3523.04,2815.4
Louisiana,2694.4,1864.04,2833.03,3569.79
Maine,1887.08,1429.76,931.84,815.54
Maryland,4275.52,3570.67,3335.56,1506.97
Massachusetts,5312.16,3001.32,2989.66,2519.67
Michigan,17778.52,16333.66,11080.42,9293.78
Minnesota,8185.25,6087.55,3854.52,3614.15
Mississippi,1221.99,1050.28,1293.08,1127.16
Missouri,4141.82,4631.24,3611.2,3026.92
Montana,640.7,619.79,524.96,401.76
Nebraska,1201.48,1228.22,1153.93,1178.44
Nevada,2495.51,1685.29,1734.94,1686.72
New Hampshire,1303.67,1230.13,857.12,1004.94
New Jersey,7542.79,3990.67,3276.33,1731.1
New Mexico,1216.5,1111.23,1021.89,799.23
New York,15730.13,11413.81,7527.08,6926.37
North Carolina,9571.25,9311.99,8719.79,4863.81
North Dakota,679.88,693.6,486.43,448.23
Northern Mariana Islands,3.8366025641025643,7.743714285714285,18.959444444444443,14.986171162171155
Ohio,8325.76,6814.57,4759.01,4039.17
Oklahoma,700.74,919.67,635.95,516.28
Oregon,5195.56,4461.89,3495.92,2602.17
Pennsylvania,12346.94,10526.09,7928.7,8337.96
Puerto Rico,2498.8,1971.19,1302.36,1091.63
Rhode Island,1192.57,1259.78,1378.31,1182.45
South Carolina,2313.74,3727.95,3489.63,2685.86
South Dakota,459.63,407.03,279.29,186.66
Tennessee,4465.18,3791.84,4189.54,3594.38
Texas,14822.66,10728.97,6345.31,6698.03
Utah,2259.7,1775.73,1494.26,1574.81
Vermont,416.04,414.36,295.26,260.76
Virgin Islands,57.01,55.98,48.36,61.31
Virginia,5286.3,3857.78,3143.28,2772.53
Washington,8556.9,6702.38,4581.06,3674.03
West Virginia,2647.3,2720.21,2110.95,1707.07
Wisconsin,3445.22,3766.96,3632.15,3369.43
Wyoming,386.38,429.12,368.33,297.61
