,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.40689000000000014,0.8513133333333331,1.1117640000000002,0.37075333333333355,0.0,0.30796333333333353,0.34156,0.3271800000000002,0.33080666666666647,0.34304000000000023,0.3543200000000002,0.8860933333333333,0.67463,0.2452433333333335,0.31181333333333344,0.2593700000000004,0.583596666666666,0.4174233333333334,0.3251633333333337,0.23271000000000033,0.4651566666666664,0.8834733333333332,0.62548,0.3291466666666669,0.44822666666666683,0.7315366666666663,0.9278599999999998,1.218836666666667,1.0942500000000008,0.9169466666666662,0.5700566666666664,0.2491766666666671
FH_BPagano_RtDriven,0.40689000000000014,0.0,0.886836666666667,1.1884439999999987,0.49228000000000016,0.35363200000000006,0.4607966666666663,0.5310880000000002,0.5014533333333328,0.49784666666666655,0.5174399999999992,0.4752333333333336,0.8676799999999999,0.75003,0.4352500000000005,0.5245133333333337,0.4404466666666668,0.6645700000000002,0.5495033333333337,0.46659999999999996,0.4661066666666672,0.622296666666667,0.8775066666666669,0.6754966666666669,0.45311000000000007,0.584083333333333,0.7961699999999994,0.9241633333333336,1.1389599999999993,1.1092499999999998,0.8279233333333331,0.6312200000000004,0.48460666666666713
FH_CEID_Walk,0.8513133333333331,0.886836666666667,0.0,0.647412,0.7085266666666667,0.8880640000000001,0.7674100000000004,0.7688320000000002,0.776896666666667,0.7270366666666674,0.7557300000000002,0.9155466666666668,0.763806666666667,0.9274700000000001,0.7780733333333333,0.9198466666666669,0.868313333333333,0.7539599999999999,0.7673833333333332,1.008073333333334,0.9272733333333332,0.7315933333333334,0.9065699999999999,0.6347099999999997,0.9041666666666663,0.7607399999999994,1.0559100000000003,0.7514166666666675,0.8581033333333331,0.9139949999999999,0.8426799999999992,0.9492466666666662,0.8999300000000001
FH_COVIDhub_baseline,1.1117640000000002,1.1884439999999987,0.647412,0.0,1.0242680000000004,1.20203,1.0112799999999997,0.9523600000000001,1.0199960000000003,0.9342360000000002,0.9686680000000004,1.2179933333333337,0.913124,1.2557600000000009,0.9825320000000007,1.20468,1.149548,1.0135160000000005,1.0290480000000002,1.390656000000001,1.2194720000000001,0.8616800000000001,1.2218079999999998,0.7882440000000002,1.232804,0.9981399999999999,1.5173359999999998,1.0193559999999995,1.0159719999999999,1.2824933333333328,0.99624,1.324311999999999,1.2029879999999993
FH_COVIDhub_ensemble,0.37075333333333355,0.49228000000000016,0.7085266666666667,1.0242680000000004,0.0,0.39004000000000016,0.4323733333333331,0.5364120000000003,0.38856333333333315,0.438206666666667,0.4408166666666663,0.3180933333333334,0.64067,0.8496899999999996,0.3958666666666667,0.44075333333333344,0.5201866666666671,0.5316433333333334,0.4077033333333335,0.5769166666666669,0.5533133333333333,0.5682666666666664,0.750776666666666,0.4742933333333333,0.34330000000000016,0.4581466666666668,0.8243066666666671,0.6304433333333334,0.86307,0.9748849999999996,0.8227933333333334,0.4841999999999998,0.45269333333333334
FH_COVIDhub_trained_ensemble,0.0,0.35363200000000006,0.8880640000000001,1.20203,0.39004000000000016,0.0,0.28148000000000034,0.32057,0.32129200000000013,0.3243559999999998,0.33903600000000006,0.21504000000000012,0.9538600000000002,0.67463,0.22930399999999995,0.24490800000000001,0.19437599999999977,0.5793719999999997,0.4113520000000002,0.2832240000000005,0.18514399999999984,0.46546799999999977,0.924156,0.6758720000000001,0.2810639999999999,0.44807200000000025,0.7187360000000003,0.9981999999999998,1.2948680000000008,1.1843666666666675,0.8686719999999996,0.5481600000000002,0.21619199999999986
FH_CU_nochange,0.30796333333333353,0.4607966666666663,0.7674100000000004,1.0112799999999997,0.4323733333333331,0.28148000000000034,0.0,0.10767200000000009,0.08097333333333336,0.07350999999999995,0.07386666666666666,0.546926666666667,0.8818199999999994,0.7100399999999998,0.2793466666666668,0.41457333333333357,0.33807333333333356,0.57475,0.42315666666666685,0.42004666666666696,0.33275000000000016,0.428866666666667,0.901583333333334,0.6117233333333334,0.43898666666666664,0.4499566666666663,0.7920899999999997,0.8981566666666668,1.2135466666666659,1.121265,0.8329699999999995,0.6537900000000003,0.38074666666666684
FH_CU_scenario_high,0.34156,0.5310880000000002,0.7688320000000002,0.9523600000000001,0.5364120000000003,0.32057,0.10767200000000009,0.0,0.21232000000000023,0.13562000000000002,0.16479200000000016,0.87224,0.9941840000000002,0.6791799999999999,0.3405920000000003,0.4579120000000001,0.3433000000000002,0.5493400000000003,0.5513799999999996,0.4895680000000001,0.2910479999999999,0.4167440000000004,0.8604720000000001,0.6520359999999998,0.5134880000000002,0.4928920000000001,0.7046680000000006,0.9448240000000008,1.234152,1.0213466666666666,0.8356999999999994,0.7383079999999995,0.4405280000000001
FH_CU_scenario_low,0.3271800000000002,0.5014533333333328,0.776896666666667,1.0199960000000003,0.38856333333333315,0.32129200000000013,0.08097333333333336,0.21232000000000023,0.0,0.11263333333333342,0.05378,0.4917999999999997,0.7918533333333327,0.7072249999999997,0.3001133333333334,0.42247666666666706,0.3879400000000003,0.5360566666666661,0.4160633333333335,0.43775000000000014,0.41983666666666664,0.4426533333333333,0.87544,0.5657333333333333,0.41579666666666676,0.4478066666666667,0.818706666666666,0.7872600000000001,1.1066266666666666,1.0923099999999997,0.8411900000000001,0.6252566666666668,0.4080733333333337
FH_CU_scenario_mid,0.33080666666666647,0.49784666666666655,0.7270366666666674,0.9342360000000002,0.438206666666667,0.3243559999999998,0.07350999999999995,0.13562000000000002,0.11263333333333342,0.0,0.05885333333333334,0.608433333333334,0.8850499999999998,0.6708650000000008,0.24803333333333347,0.45999000000000034,0.35786333333333364,0.5500799999999998,0.44553000000000026,0.455446666666667,0.3596766666666665,0.35050666666666674,0.9578999999999996,0.6078233333333335,0.49453333333333327,0.4517833333333334,0.8084066666666665,0.8719133333333334,1.237963333333333,1.0987799999999996,0.8048199999999995,0.7104766666666668,0.4106633333333337
