,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_Microsoft_DeepSTIA,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_SigSci_TS,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.12604000000000004,0.7817399999999999,1.40662,0.16459999999999994,0.0,0.9458399999999999,0.9743800000000005,0.94476,1.03048,1.03048,0.20011999999999996,0.10603999999999995,0.38268,0.29069999999999996,0.25472,,1.1004999999999996,0.22324000000000005,1.05408,0.36597999999999997,0.10957999999999993,0.36579999999999996,1.1085999999999998,0.13859999999999997,0.14709999999999998,0.25584,0.22196000000000005,0.59186,0.10309999999999998,1.0522399999999998,0.10635999999999997,0.8847599999999999,0.7508000000000001,0.2681800000000001,0.33080000000000004
FH_BPagano_RtDriven,0.12604000000000004,0.0,0.9085033333333337,1.5181466666666654,0.44406666666666655,0.12604000000000004,0.6024299999999992,0.6245866666666672,0.6201966666666668,0.6680066666666665,0.6511533333333334,0.4420266666666667,0.49708666666666657,0.6465359999999994,0.46178333333333316,0.50977,0.7811199999999999,1.03813,0.45946666666666686,0.9681666666666663,0.6777666666666665,0.47068400000000005,0.45443666666666666,0.8798299999999999,0.5537666666666664,0.43636000000000014,0.46262999999999993,0.4854333333333335,0.6378799999999999,0.4895166666666667,1.066643333333333,0.5118399999999997,0.7404320000000003,0.8066233333333334,0.44095000000000006,0.528876666666667
FH_CEID_Walk,0.7817399999999999,0.9085033333333337,0.0,1.1308066666666674,0.785223333333334,0.7817399999999999,0.8899233333333331,0.9013099999999995,0.8935900000000002,0.8853066666666665,0.88798,0.9278533333333339,0.884883333333333,0.8471400000000004,0.8981666666666667,0.8218866666666665,0.9606949999999997,0.8743899999999997,0.8747133333333331,0.8252566666666662,0.7758933333333335,0.8678400000000001,0.9258300000000003,0.881963333333333,0.8569233333333331,0.868966666666667,0.8462366666666661,0.9084800000000003,0.8420899999999998,0.8920433333333341,0.9844999999999997,0.8662133333333338,0.8971440000000007,0.8636100000000003,0.8922266666666668,0.8503233333333338
FH_COVIDhub_baseline,1.40662,1.5181466666666654,1.1308066666666674,0.0,1.346120000000001,1.40662,1.4678366666666658,1.4816533333333328,1.3819166666666665,1.4087366666666676,1.4223033333333333,1.4986133333333325,1.5470766666666658,1.539188000000001,1.5550333333333344,1.348816666666665,1.6022150000000002,0.668026666666667,1.4881799999999978,1.1731999999999996,1.195616666666667,1.4096559999999998,1.482753333333331,1.4153833333333328,1.2958466666666664,1.365206666666667,1.4792166666666655,1.6147166666666657,1.6072100000000002,1.5151466666666662,0.5905466666666668,1.4739099999999983,1.572832,1.3726433333333314,1.574193333333334,1.4550566666666656
FH_COVIDhub_ensemble,0.16459999999999994,0.44406666666666655,0.785223333333334,1.346120000000001,0.0,0.16459999999999994,0.5511733333333333,0.5457066666666667,0.5389833333333335,0.6741500000000001,0.5805366666666668,0.39754,0.4028933333333332,0.7280799999999997,0.5959699999999997,0.33990333333333356,0.8494799999999993,0.7705833333333336,0.37854333333333334,0.9692733333333334,0.66117,0.3641800000000001,0.641056666666666,0.920796666666666,0.5070133333333334,0.3678966666666668,0.5146600000000001,0.4963233333333333,0.6346599999999998,0.35655333333333333,0.8900466666666661,0.3771366666666669,0.8467039999999996,0.8429133333333328,0.3781066666666668,0.35636000000000045
FH_COVIDhub_trained_ensemble,0.0,0.12604000000000004,0.7817399999999999,1.40662,0.16459999999999994,0.0,0.9458399999999999,0.9743800000000005,0.94476,1.03048,1.03048,0.20011999999999996,0.10603999999999995,0.38268,0.29069999999999996,0.25472,,1.1004999999999996,0.22324000000000005,1.05408,0.36597999999999997,0.10957999999999993,0.36579999999999996,1.1085999999999998,0.13859999999999997,0.14709999999999998,0.25584,0.22196000000000005,0.59186,0.10309999999999998,1.0522399999999998,0.10635999999999997,0.8847599999999999,0.7508000000000001,0.2681800000000001,0.33080000000000004
FH_CU_nochange,0.9458399999999999,0.6024299999999992,0.8899233333333331,1.4678366666666658,0.5511733333333333,0.9458399999999999,0.0,0.059273333333333345,0.11360666666666669,0.1811766666666667,0.13195333333333334,0.6280033333333335,0.661446666666667,0.8212679999999994,0.7324166666666667,0.5995333333333336,0.800845,1.0318433333333334,0.6016266666666666,0.8315866666666664,0.7260366666666669,0.6988039999999996,0.6429233333333332,0.6633933333333328,0.6590900000000001,0.612483333333333,0.5705600000000005,0.6641799999999998,0.6747299999999998,0.6616366666666668,0.9267033333333332,0.6984766666666664,0.7888559999999999,0.7954199999999997,0.6493099999999996,0.5022299999999996
FH_CU_scenario_high,0.9743800000000005,0.6245866666666672,0.9013099999999995,1.4816533333333328,0.5457066666666667,0.9743800000000005,0.059273333333333345,0.0,0.13108999999999996,0.20470000000000008,0.11791666666666661,0.6159166666666662,0.6268233333333334,0.8270319999999999,0.7586266666666667,0.6061699999999997,0.7923100000000004,1.0137366666666665,0.5986833333333332,0.8686333333333333,0.7570066666666666,0.6941479999999993,0.684236666666666,0.6642166666666669,0.70588,0.6036266666666668,0.6076466666666664,0.6708133333333332,0.65547,0.6237266666666663,0.9441766666666668,0.6651766666666664,0.7660480000000004,0.7843999999999999,0.6494033333333337,0.48803000000000063
FH_CU_scenario_low,0.94476,0.6201966666666668,0.8935900000000002,1.3819166666666665,0.5389833333333335,0.94476,0.11360666666666669,0.13108999999999996,0.0,0.1837433333333334,0.0815266666666667,0.6305799999999997,0.683593333333333,0.8509760000000002,0.7378233333333334,0.5905966666666668,0.8836300000000007,0.9761566666666657,0.6019533333333332,0.8435200000000003,0.748843333333333,0.6908399999999997,0.6706300000000001,0.6831033333333335,0.6293399999999999,0.6382866666666667,0.6321200000000001,0.6926433333333333,0.7435400000000003,0.6608200000000002,0.8709533333333329,0.7135399999999997,0.8461080000000001,0.8167899999999998,0.6741300000000002,0.4926400000000001
FH_CU_scenario_mid,1.03048,0.6680066666666665,0.8853066666666665,1.4087366666666676,0.6741500000000001,1.03048,0.1811766666666667,0.20470000000000008,0.1837433333333334,0.0,0.10221666666666664,0.7636366666666661,0.8322133333333337,0.8535079999999996,0.800876666666667,0.6825733333333334,0.8715000000000002,1.0622100000000003,0.689486666666666,0.7577466666666663,0.7397533333333326,0.7718119999999995,0.6269599999999993,0.5685633333333336,0.6328400000000002,0.7469633333333332,0.5918499999999997,0.7224266666666663,0.6332999999999998,0.8247066666666667,0.9205100000000008,0.8598633333333335,0.8271359999999998,0.7531533333333336,0.7735666666666665,0.6263633333333334
