,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_SigSci_TS,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.20002000000000011,0.8460500000000003,1.2903999999999995,0.19682999999999992,0.0,0.30155999999999994,0.4503999999999999,0.26289000000000007,0.2787799999999999,0.2787799999999999,0.3663666666666666,0.24792999999999996,0.6460200000000004,0.7061266666666667,0.6536799999999999,,0.2622600000000001,0.15368000000000007,0.4795600000000001,0.4715200000000002,0.55535,0.1573066666666668,0.46972666666666657,0.16279000000000005,0.8760899999999999,0.3402400000000001,0.5534899999999999,0.3446,0.33106999999999975,0.1676666666666666,,0.3866333333333332,0.6268699999999998,0.8466499999999997,0.31639,0.1577066666666667
FH_BPagano_RtDriven,0.20002000000000011,0.0,0.947376,1.4821679999999988,0.4872100000000002,0.23263999999999999,0.6112280000000001,0.6036680000000001,0.5802800000000004,0.6315959999999999,0.6315959999999999,0.472466666666667,0.5828879999999999,0.6259799999999996,0.7785233333333336,0.7826666666666668,0.9398533333333335,0.39800800000000053,0.38976400000000005,0.37413000000000013,0.5681880000000002,0.5231600000000001,0.29091666666666705,0.6564333333333333,0.3583480000000002,0.8753799999999999,0.5627766666666665,0.5160719999999999,0.42582000000000003,0.4461120000000002,0.48501999999999973,1.0362999999999998,0.7153633333333325,0.52475,0.7272399999999998,0.48830000000000007,0.5126866666666667
FH_CEID_Walk,0.8460500000000003,0.947376,0.0,1.0026039999999998,0.9512900000000006,0.8460500000000003,0.967236,0.9603240000000006,1.0091719999999997,0.9453240000000002,0.9453240000000002,0.9637400000000003,1.0458279999999998,0.9837600000000005,0.8905279999999997,0.9232466666666668,0.9139000000000003,1.0294080000000003,0.8897279999999996,0.9583119999999999,0.9300640000000002,0.8828099999999998,1.0058999999999991,0.9071679999999994,0.92116,0.78803,0.8280079999999999,0.8920800000000004,1.0150599999999999,0.9358449999999998,1.0257040000000006,0.8161200000000004,0.9367320000000001,0.9600799999999998,0.8990440000000001,0.9846719999999998,1.0295279999999996
FH_COVIDhub_baseline,1.2903999999999995,1.4821679999999988,1.0026039999999998,0.0,1.35125,1.2903999999999995,1.4350799999999997,1.4679880000000003,1.4801319999999982,1.390883999999999,1.390883999999999,1.464356,1.5553240000000006,1.5333400000000004,1.1283760000000005,1.6244666666666665,1.309266666666666,1.5231320000000004,1.2298719999999994,1.5163759999999988,1.346436,1.6584600000000003,1.4738679999999993,1.2407559999999997,1.3359839999999994,1.32297,1.1484600000000003,1.470445,1.26046,1.595859999999999,1.5120519999999993,0.6446000000000001,1.1289319999999994,1.4976899999999995,1.3249799999999996,1.5951999999999995,1.5197519999999982
FH_COVIDhub_ensemble,0.19682999999999992,0.4872100000000002,0.9512900000000006,1.35125,0.0,0.19682999999999992,0.46093500000000026,0.5113650000000002,0.39366500000000043,0.4470950000000002,0.4470950000000002,0.48608500000000016,0.4014799999999999,0.7391350000000003,0.7691650000000001,0.8371133333333336,0.6916999999999999,0.35131999999999997,0.46423500000000034,0.7463699999999994,0.5539250000000004,0.45977,0.43705500000000014,0.6336800000000004,0.3818650000000002,0.8358700000000002,0.49907500000000027,0.7493800000000002,0.36744000000000016,0.6956600000000004,0.3331950000000002,0.84612,0.5326700000000002,0.52172,0.78899,0.38627500000000053,0.38815500000000036
FH_COVIDhub_trained_ensemble,0.0,0.23263999999999999,0.8460500000000003,1.2903999999999995,0.19682999999999992,0.0,0.30155999999999994,0.4503999999999999,0.26289000000000007,0.2787799999999999,0.2787799999999999,0.41375999999999974,0.24792999999999996,0.6460200000000004,0.77168,0.6536799999999999,,0.2622600000000001,0.15368000000000007,0.60718,0.4715200000000002,0.55535,0.20753,0.5392299999999998,0.16279000000000005,0.8760899999999999,0.4254100000000001,0.87204,0.3446,0.36666000000000004,0.22241,,0.35873,0.6268699999999998,0.8466499999999997,0.31639,0.19890999999999998
FH_CU_nochange,0.30155999999999994,0.6112280000000001,0.967236,1.4350799999999997,0.46093500000000026,0.30155999999999994,0.0,0.22448400000000004,0.17303199999999994,0.08315199999999998,0.08315199999999998,0.610196,0.4321520000000002,0.7122319999999998,0.8286639999999991,0.6779933333333333,0.5527800000000005,0.4781280000000002,0.554676000000001,0.6796239999999997,0.6668959999999996,0.5378999999999998,0.48599600000000065,0.6430680000000009,0.4963840000000006,0.8627500000000003,0.5545199999999999,0.8527,0.4979399999999998,0.7494099999999999,0.40745200000000037,0.9239599999999997,0.5913160000000005,0.5479,0.809104,0.47567200000000004,0.36647200000000046
FH_CU_scenario_high,0.4503999999999999,0.6036680000000001,0.9603240000000006,1.4679880000000003,0.5113650000000002,0.4503999999999999,0.22448400000000004,0.0,0.3999120000000003,0.23968400000000006,0.23968400000000006,0.6663680000000003,0.5760400000000004,0.6759920000000001,0.6967280000000006,0.6631733333333333,0.7207066666666665,0.5665160000000005,0.6123360000000002,0.5506399999999998,0.6480360000000003,0.4320299999999998,0.48890400000000017,0.5879200000000006,0.514444,0.8306100000000001,0.6604079999999997,0.75252,0.5477399999999999,0.62144,0.5687840000000004,0.9912199999999998,0.7488359999999994,0.5175900000000001,0.7040999999999996,0.5609000000000001,0.5102000000000005
FH_CU_scenario_low,0.26289000000000007,0.5802800000000004,1.0091719999999997,1.4801319999999982,0.39366500000000043,0.26289000000000007,0.17303199999999994,0.3999120000000003,0.0,0.1691400000000003,0.1691400000000003,0.5368240000000001,0.26992400000000005,0.6596960000000003,0.933056,0.6633133333333331,0.3857333333333335,0.37829200000000013,0.5482800000000005,0.742116,0.6627600000000001,0.5471299999999998,0.4652920000000003,0.7211999999999994,0.4901880000000003,0.9043200000000001,0.49068,0.8976149999999996,0.44434000000000007,0.8226499999999998,0.240632,1.07746,0.453132,0.5172800000000001,0.8519039999999998,0.40618800000000027,0.2247079999999999
FH_CU_scenario_mid,0.2787799999999999,0.6315959999999999,0.9453240000000002,1.390883999999999,0.4470950000000002,0.2787799999999999,0.08315199999999998,0.23968400000000006,0.1691400000000003,0.0,0.0,0.6245399999999997,0.43851600000000046,0.6988160000000003,0.820872,0.74622,0.5383866666666669,0.4899400000000002,0.53556,0.6903119999999999,0.6767519999999999,0.5748399999999999,0.47785200000000017,0.6152639999999999,0.49624800000000024,0.8841900000000003,0.5508959999999999,0.8960650000000001,0.4414799999999999,0.776755,0.40109599999999995,0.9532599999999999,0.5601920000000004,0.5391199999999998,0.8275999999999996,0.4938119999999999,0.34110799999999997
FH_CU_select,0.2787799999999999,0.6315959999999999,0.9453240000000002,1.390883999999999,0.4470950000000002,0.2787799999999999,0.08315199999999998,0.23968400000000006,0.1691400000000003,0.0,0.0,0.6245399999999997,0.43851600000000046,0.6988160000000003,0.820872,0.74622,0.5383866666666669,0.4899400000000002,0.53556,0.6903119999999999,0.6767519999999999,0.5748399999999999,0.47785200000000017,0.6152639999999999,0.49624800000000024,0.8841900000000003,0.5508959999999999,0.8960650000000001,0.4414799999999999,0.776755,0.40109599999999995,0.9532599999999999,0.5601920000000004,0.5391199999999998,0.8275999999999996,0.4938119999999999,0.34110799999999997
FH_Covid19Sim_Simulator,0.3663666666666666,0.472466666666667,0.9637400000000003,1.464356,0.48608500000000016,0.41375999999999974,0.610196,0.6663680000000003,0.5368240000000001,0.6245399999999997,0.6245399999999997,0.0,0.3869400000000003,0.7499639999999996,0.8708533333333333,0.7310066666666666,0.4982400000000001,0.43100800000000034,0.6921720000000001,0.7114099999999998,0.6701800000000002,0.5961500000000001,0.5316766666666671,0.7761700000000002,0.6416520000000007,0.8975800000000003,0.47436666666666666,0.6873559999999999,0.46800000000000014,0.7247759999999993,0.33332000000000017,0.9658799999999995,0.5557499999999997,0.66595,0.8147279999999998,0.49499200000000004,0.40585666666666714
FH_CovidAnalytics_DELPHI,0.24792999999999996,0.5828879999999999,1.0458279999999998,1.5553240000000006,0.4014799999999999,0.24792999999999996,0.4321520000000002,0.5760400000000004,0.26992400000000005,0.43851600000000046,0.43851600000000046,0.3869400000000003,0.0,0.7409520000000002,1.03252,0.48621333333333333,0.09731333333333334,0.2822200000000001,0.6456199999999996,0.8527519999999994,0.6541759999999999,0.44551999999999997,0.5585120000000008,0.8516320000000001,0.57156,0.8417100000000001,0.38441200000000003,0.959625,0.44917999999999997,0.9211949999999995,0.08446800000000008,1.2903600000000004,0.2920360000000001,0.5075700000000001,0.912568,0.33278400000000036,0.14792800000000006
FH_Google_Harvard_CPF,0.6460200000000004,0.6259799999999996,0.9837600000000005,1.5333400000000004,0.7391350000000003,0.6460200000000004,0.7122319999999998,0.6759920000000001,0.6596960000000003,0.6988160000000003,0.6988160000000003,0.7499639999999996,0.7409520000000002,0.0,0.8601520000000001,0.6861200000000004,0.932606666666666,0.7580119999999992,0.7635720000000001,0.5851000000000001,0.7938360000000004,0.7386000000000001,0.5258720000000003,0.7926520000000002,0.7379680000000002,0.8704900000000003,0.8516880000000009,0.7461049999999999,0.7459199999999998,0.5078699999999998,0.7299680000000005,1.2093600000000004,0.9435039999999992,0.5188299999999999,0.653248,0.6304319999999998,0.6863400000000002
FH_IEM_MED_CovidProject,0.7061266666666667,0.7785233333333336,0.8905279999999997,1.1283760000000005,0.7691650000000001,0.77168,0.8286639999999991,0.6967280000000006,0.933056,0.820872,0.820872,0.8708533333333333,1.03252,0.8601520000000001,0.0,0.9848866666666675,1.1056066666666666,0.8450560000000004,0.6917520000000001,0.6419066666666671,0.7361319999999999,0.7174299999999998,0.7735566666666672,0.608893333333333,0.7444840000000004,0.9563200000000002,0.7480033333333332,0.6636960000000002,0.5089399999999998,0.6265519999999998,0.9487633333333337,1.0169400000000002,0.9114233333333328,0.7735999999999997,0.8508600000000003,0.8163760000000009,0.9248333333333335
FH_IUPUI_HkPrMobiDyR,0.6536799999999999,0.7826666666666668,0.9232466666666668,1.6244666666666665,0.8371133333333336,0.6536799999999999,0.6779933333333333,0.6631733333333333,0.6633133333333331,0.74622,0.74622,0.7310066666666666,0.48621333333333333,0.6861200000000004,0.9848866666666675,0.0,0.5475899999999999,0.7663533333333331,0.9614199999999999,0.7907666666666667,0.6891666666666668,0.3878199999999999,0.81848,0.9130799999999998,0.8598133333333334,0.7449600000000001,0.6546199999999999,0.8383199999999998,0.8509399999999998,0.6813133333333335,0.584113333333333,1.32328,0.7365,0.6174200000000001,0.7827800000000005,0.5792999999999998,0.6471799999999998
FH_IowaStateLW_STEM,,0.9398533333333335,0.9139000000000003,1.309266666666666,0.6916999999999999,,0.5527800000000005,0.7207066666666665,0.3857333333333335,0.5383866666666669,0.5383866666666669,0.4982400000000001,0.09731333333333334,0.932606666666666,1.1056066666666666,0.5475899999999999,0.0,0.4619133333333337,0.9090199999999998,1.1303666666666663,0.8210133333333335,,0.9234399999999999,0.9673666666666666,0.8702333333333333,,0.3436666666666667,1.0922400000000005,,1.2329266666666663,0.14914000000000005,1.0725999999999998,0.15758000000000003,,1.08334,0.48894666666666686,0.2229066666666668
FH_JHUAPL_Bucky,0.2622600000000001,0.39800800000000053,1.0294080000000003,1.5231320000000004,0.35131999999999997,0.2622600000000001,0.4781280000000002,0.5665160000000005,0.37829200000000013,0.4899400000000002,0.4899400000000002,0.43100800000000034,0.2822200000000001,0.7580119999999992,0.8450560000000004,0.7663533333333331,0.4619133333333337,0.0,0.46168000000000026,0.6312080000000007,0.537896,0.4818999999999997,0.45714400000000033,0.7223439999999995,0.4015120000000002,0.8343899999999997,0.39674800000000027,0.7636399999999999,0.34468000000000004,0.74529,0.2631720000000001,1.06134,0.502916,0.48228999999999994,0.8906479999999999,0.34980000000000017,0.3251160000000002
FH_JHU_CSSE_DECOM,0.15368000000000007,0.38976400000000005,0.8897279999999996,1.2298719999999994,0.46423500000000034,0.15368000000000007,0.554676000000001,0.6123360000000002,0.5482800000000005,0.53556,0.53556,0.6921720000000001,0.6456199999999996,0.7635720000000001,0.6917520000000001,0.9614199999999999,0.9090199999999998,0.46168000000000026,0.0,0.5707919999999999,0.6072759999999998,0.59426,0.4745440000000001,0.6438320000000001,0.36825600000000047,0.9108800000000004,0.6474079999999998,0.756465,0.42944000000000004,0.7139699999999999,0.5876920000000002,0.9013599999999998,0.6704039999999999,0.5792499999999999,0.8598040000000003,0.6046559999999999,0.5991599999999996
FH_JHU_IDD_CovidSP,0.4795600000000001,0.37413000000000013,0.9583119999999999,1.5163759999999988,0.7463699999999994,0.60718,0.6796239999999997,0.5506399999999998,0.742116,0.6903119999999999,0.6903119999999999,0.7114099999999998,0.8527519999999994,0.5851000000000001,0.6419066666666671,0.7907666666666667,1.1303666666666663,0.6312080000000007,0.5707919999999999,0.0,0.6460640000000003,0.5911900000000001,0.43611,0.6155466666666667,0.500368,0.8902900000000004,0.6793333333333331,0.4841600000000002,0.4583600000000002,0.310604,0.7298466666666666,1.1345599999999998,0.9953466666666672,0.5181900000000002,0.6816039999999999,0.6249559999999996,0.690956666666667
FH_JHU_UNC_GAS_StatMechPool,0.4715200000000002,0.5681880000000002,0.9300640000000002,1.346436,0.5539250000000004,0.4715200000000002,0.6668959999999996,0.6480360000000003,0.6627600000000001,0.6767519999999999,0.6767519999999999,0.6701800000000002,0.6541759999999999,0.7938360000000004,0.7361319999999999,0.6891666666666668,0.8210133333333335,0.537896,0.6072759999999998,0.6460640000000003,0.0,0.5858699999999998,0.6662600000000003,0.7282840000000004,0.602044,0.9027900000000004,0.597012,0.7570149999999992,0.63152,0.6935849999999999,0.6493120000000006,0.9250799999999999,0.7513760000000004,0.6653300000000002,0.8117479999999998,0.5734359999999998,0.6688640000000003
FH_KITmetricslab_select_ensemble,0.55535,0.5231600000000001,0.8828099999999998,1.6584600000000003,0.45977,0.55535,0.5378999999999998,0.4320299999999998,0.5471299999999998,0.5748399999999999,0.5748399999999999,0.5961500000000001,0.44551999999999997,0.7386000000000001,0.7174299999999998,0.3878199999999999,,0.4818999999999997,0.59426,0.5911900000000001,0.5858699999999998,0.0,0.5236000000000003,0.47319999999999995,0.48020000000000024,0.6918099999999999,0.6380599999999998,0.7089399999999998,0.5590800000000001,0.52472,0.4721099999999999,,0.8257500000000002,0.6188199999999998,0.7779199999999998,0.39195,0.48571999999999965
FH_Karlen_pypm,0.1573066666666668,0.29091666666666705,1.0058999999999991,1.4738679999999993,0.43705500000000014,0.20753,0.48599600000000065,0.48890400000000017,0.4652920000000003,0.47785200000000017,0.47785200000000017,0.5316766666666671,0.5585120000000008,0.5258720000000003,0.7735566666666672,0.81848,0.9234399999999999,0.45714400000000033,0.4745440000000001,0.43611,0.6662600000000003,0.5236000000000003,0.0,0.5847366666666667,0.34791200000000017,0.8568699999999998,0.6067800000000001,0.6036360000000001,0.41798,0.452576,0.43120666666666674,1.0330200000000003,0.7031866666666663,0.49676000000000015,0.6977920000000001,0.508408,0.4070366666666673
FH_LANL_GrowthRate,0.46972666666666657,0.6564333333333333,0.9071679999999994,1.2407559999999997,0.6336800000000004,0.5392299999999998,0.6430680000000009,0.5879200000000006,0.7211999999999994,0.6152639999999999,0.6152639999999999,0.7761700000000002,0.8516320000000001,0.7926520000000002,0.608893333333333,0.9130799999999998,0.9673666666666666,0.7223439999999995,0.6438320000000001,0.6155466666666667,0.7282840000000004,0.47319999999999995,0.5847366666666667,0.0,0.5485360000000001,0.7926800000000002,0.7019799999999998,0.7326800000000003,0.61902,0.6161000000000003,0.72853,0.94452,0.8279133333333334,0.6857099999999999,0.7911360000000004,0.7543519999999992,0.7246299999999992
