,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.35661333333333356,0.72927,0.9230759999999997,0.18139199999999994,0.0,0.33468333333333333,0.40319333333333374,0.2523,0.3123533333333335,0.3123533333333335,0.3715033333333334,0.27737666666666666,0.9446080000000003,0.2666300000000001,0.2949166666666667,0.28011333333333327,0.3412300000000001,0.43041666666666684,0.3363999999999999,0.2506633333333333,0.5581300000000007,0.03543999999999997,0.6438533333333328,0.3115240000000001,0.2832466666666667,0.38941333333333367,1.0043933333333328,0.2503166666666665,0.4078266666666667,0.9238920000000003,1.0639466666666668,0.33511000000000013,0.25531000000000004
FH_BPagano_RtDriven,0.35661333333333356,0.0,0.8653533333333336,1.0807839999999995,0.37323199999999984,0.4130466666666667,0.49056000000000033,0.5613499999999999,0.4282633333333335,0.5219866666666668,0.5219866666666668,0.38618000000000025,0.34293333333333326,0.8905159999999999,0.40802,0.38141,0.3980033333333335,0.4004700000000002,0.56272,0.4529300000000001,0.37677666666666654,0.7804933333333334,0.11546000000000003,0.6631399999999995,0.43546799999999986,0.32739666666666684,0.5387566666666671,0.981283333333333,0.35899000000000014,0.44624666666666646,0.9325120000000001,1.0479333333333336,0.3986866666666665,0.41281666666666694
FH_CEID_Walk,0.72927,0.8653533333333336,0.0,0.6038200000000001,0.7224400000000004,0.6623933333333331,0.7978366666666665,0.8285400000000002,0.7853066666666663,0.734743333333334,0.734743333333334,0.8221366666666664,0.8263366666666666,0.9190680000000003,0.7336233333333333,0.8686533333333329,0.7245300000000001,0.8590333333333326,0.8902966666666663,0.808615,0.8352000000000005,0.6729533333333332,0.83013,0.8119666666666667,0.6899680000000002,0.9036266666666667,0.7471,1.0558233333333342,0.7964799999999999,0.9232166666666662,0.9090159999999998,0.9638900000000002,0.9282966666666665,0.8277866666666663
FH_COVIDhub_baseline,0.9230759999999997,1.0807839999999995,0.6038200000000001,0.0,1.003759999999999,0.89818,0.9200159999999998,0.9818720000000003,0.9241320000000005,0.7920279999999997,0.7920279999999997,1.0939799999999995,1.0781279999999998,1.1212449999999996,0.8673360000000002,1.1273519999999995,0.8876280000000005,1.1289999999999998,1.1456280000000008,1.127265,1.0235360000000002,0.7321280000000006,1.11564,1.039532,0.7179200000000003,1.193695999999999,0.8889680000000003,1.4477039999999992,1.0325839999999993,1.1656119999999999,1.2200349999999998,0.9452160000000005,1.2417760000000002,1.0741759999999991
FH_COVIDhub_ensemble,0.18139199999999994,0.37323199999999984,0.7224400000000004,1.003759999999999,0.0,0.19441999999999995,0.45698,0.5418320000000001,0.36349599999999993,0.49487200000000037,0.49487200000000037,0.248112,0.169884,0.9362350000000003,0.2770520000000001,0.20142000000000002,0.3354479999999999,0.27235599999999993,0.36428000000000016,0.341855,0.35860400000000014,0.6815279999999994,0.05311999999999999,0.516256,0.2877950000000001,0.13652800000000007,0.40614399999999984,0.9700599999999995,0.16096000000000002,0.2638999999999999,0.9730150000000006,1.1273640000000003,0.25930400000000003,0.28530800000000006
FH_COVIDhub_trained_ensemble,0.0,0.4130466666666667,0.6623933333333331,0.89818,0.19441999999999995,0.0,0.39486,0.4775133333333333,0.3051800000000002,0.3805133333333335,0.3805133333333335,0.36812666666666677,0.30560666666666664,0.9997400000000005,0.2726466666666667,0.30727999999999983,0.31451333333333326,0.3815266666666668,0.47533333333333333,0.2702466666666667,0.28951999999999994,0.544133333333333,,0.6767933333333338,0.36600999999999995,0.30551999999999996,0.42663333333333325,1.0331666666666661,0.27463999999999994,0.41331333333333364,1.0424299999999997,1.100653333333333,0.3598400000000001,0.3009266666666668
FH_CU_nochange,0.33468333333333333,0.49056000000000033,0.7978366666666665,0.9200159999999998,0.45698,0.39486,0.0,0.12748333333333334,0.10419333333333335,0.08117666666666667,0.08117666666666667,0.6019833333333334,0.4984433333333332,0.9212199999999995,0.3735700000000001,0.4769066666666666,0.3917633333333334,0.5020366666666672,0.6061600000000004,0.4706049999999999,0.31223,0.5564266666666663,0.23458000000000012,0.6595033333333331,0.4183480000000001,0.4930900000000001,0.48013666666666693,0.9964533333333336,0.47146000000000005,0.6496699999999996,0.9333520000000002,0.9763566666666672,0.49524333333333337,0.4243966666666667
FH_CU_scenario_high,0.40319333333333374,0.5613499999999999,0.8285400000000002,0.9818720000000003,0.5418320000000001,0.4775133333333333,0.12748333333333334,0.0,0.2618533333333335,0.1667966666666667,0.1667966666666667,0.6826899999999997,0.5819133333333335,0.8964320000000001,0.45255000000000023,0.5379033333333336,0.4622599999999999,0.5471900000000005,0.6385200000000002,0.5214900000000007,0.35648000000000024,0.5328666666666668,0.3183,0.6399266666666665,0.4866760000000001,0.5844333333333331,0.5333633333333334,0.8654266666666678,0.5770066666666664,0.7567866666666665,0.8872600000000006,0.9395966666666667,0.5579366666666665,0.48494000000000037
FH_CU_scenario_low,0.2523,0.4282633333333335,0.7853066666666663,0.9241320000000005,0.36349599999999993,0.3051800000000002,0.10419333333333335,0.2618533333333335,0.0,0.12149666666666664,0.12149666666666664,0.5038933333333332,0.4020533333333334,0.923064,0.3212033333333334,0.40345000000000003,0.32562000000000013,0.4168999999999998,0.5421266666666669,0.40201999999999993,0.3013766666666666,0.6050633333333335,0.15469999999999995,0.6726266666666673,0.34828400000000015,0.3904066666666668,0.42822333333333373,1.0605166666666666,0.36332666666666674,0.5263333333333334,0.9441760000000008,1.0043200000000003,0.42639666666666665,0.3574133333333333
FH_CU_scenario_mid,0.3123533333333335,0.5219866666666668,0.734743333333334,0.7920279999999997,0.49487200000000037,0.3805133333333335,0.08117666666666667,0.1667966666666667,0.12149666666666664,0.0,0.0,0.6432033333333331,0.5507600000000001,0.9063880000000003,0.3541700000000003,0.5286733333333336,0.3740233333333336,0.5391800000000003,0.6384466666666664,0.5060350000000003,0.3266499999999998,0.5001566666666666,0.21900999999999993,0.68829,0.40972000000000003,0.5708199999999997,0.4651400000000001,1.0572966666666672,0.5021933333333338,0.7056400000000002,0.9408360000000002,0.9662533333333329,0.5680266666666666,0.4471866666666669
