,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.29750666666666686,0.8717633333333333,0.3392699999999999,1.549933333333332,0.32150999999999985,0.0,0.38938000000000017,0.46228333333333305,0.38767200000000007,0.46228333333333305,0.09237000000000001,0.599206666666667,0.6803450000000002,0.3481066666666667,0.2325133333333333,0.20181666666666664,0.3279133333333333,0.4309033333333337,0.2715933333333336,0.23256333333333315,0.6049666666666665,0.7201966666666664,0.6153000000000001,0.27237333333333347,0.5401866666666665,0.5704833333333335,0.9586166666666657,1.0844600000000002,0.8212,0.6781160000000002,0.4043533333333335,0.16980333333333342
FH_BPagano_RtDriven,0.29750666666666686,0.0,0.7988233333333327,0.3917100000000002,1.4942933333333317,0.3022900000000001,0.3397000000000002,0.38748333333333346,0.4549833333333335,0.37552800000000014,0.4549833333333335,0.1726,0.57163,0.6808600000000001,0.4407066666666665,0.37293,0.31939333333333325,0.4255100000000002,0.398036666666667,0.39459999999999995,0.18076333333333341,0.5949900000000002,0.7181333333333332,0.6747733333333331,0.36644333333333345,0.5432533333333336,0.6749599999999998,0.8838833333333328,1.015693333333333,0.7961600000000001,0.6589719999999997,0.44307999999999975,0.2895433333333335
FH_CEID_Walk,0.8717633333333333,0.7988233333333327,0.0,0.6967199999999998,1.1335466666666665,0.784696666666667,0.8621920000000004,0.8691999999999992,0.8515099999999998,0.8094639999999993,0.8515099999999998,0.9049900000000001,0.843746666666667,0.9427099999999995,0.9579899999999996,0.8848399999999996,0.8748433333333329,0.9762033333333325,0.8237433333333335,0.9145733333333336,0.8717666666666668,0.761786666666667,0.8574233333333336,0.7950133333333337,0.8699233333333333,0.8565100000000009,0.8853433333333343,0.7911866666666674,0.8233966666666669,0.9306,0.8409200000000004,0.9059699999999998,0.8778933333333335
FH_COVIDhub_4_week_ensemble,0.3392699999999999,0.3917100000000002,0.6967199999999998,0.0,1.4299199999999994,0.0,0.3392699999999999,0.33253000000000016,0.35320000000000007,0.27920000000000006,0.35320000000000007,,0.3249,1.00323,1.0227899999999999,0.4328400000000001,0.38287000000000027,0.8887500000000002,0.27311000000000013,0.5468899999999998,0.2518899999999999,0.7461200000000002,0.5663400000000002,0.26342000000000004,0.43922000000000005,0.4411700000000001,0.6050399999999997,0.3208400000000001,0.70933,0.5011199999999999,0.5782200000000001,0.29175999999999996,0.5070999999999998
FH_COVIDhub_baseline,1.549933333333332,1.4942933333333317,1.1335466666666665,1.4299199999999994,0.0,1.493899999999999,1.543211999999999,1.5454666666666645,1.552536666666664,1.555295999999999,1.552536666666664,1.5536500000000004,1.5627166666666648,1.5957249999999998,1.558869999999996,1.5623566666666653,1.5338733333333319,1.5466666666666629,1.5291233333333312,1.5693833333333338,1.5441066666666647,1.3878566666666663,1.484873333333334,1.4318133333333334,1.5899099999999988,1.456939999999999,1.6572333333333336,1.5176966666666651,1.035936666666667,1.5495800000000006,1.473775999999999,1.591593333333333,1.5356066666666643
FH_COVIDhub_ensemble,0.32150999999999985,0.3022900000000001,0.784696666666667,0.0,1.493899999999999,0.0,0.35246399999999994,0.31024000000000024,0.3397933333333331,0.256412,0.3397933333333331,0.30469,0.4037766666666667,0.8650249999999998,0.6588800000000005,0.35147000000000017,0.4071300000000002,0.5878466666666666,0.2556033333333337,0.5234233333333335,0.29246333333333346,0.6178300000000001,0.7025633333333334,0.48167999999999994,0.3822933333333334,0.4690933333333332,0.5466700000000004,0.6494866666666668,0.9601833333333326,0.5011199999999999,0.5996120000000004,0.3641666666666667,0.35023333333333345
FH_COVIDhub_trained_ensemble,0.0,0.3397000000000002,0.8621920000000004,0.3392699999999999,1.543211999999999,0.35246399999999994,0.0,0.4443760000000001,0.514772,0.44455999999999996,0.514772,0.17352,0.6407120000000003,0.6803450000000002,0.41406400000000004,0.26300000000000007,0.23966399999999996,0.3633080000000001,0.4782160000000004,0.32269200000000026,0.27878399999999975,0.6446999999999997,0.6825399999999999,0.6153000000000001,0.30458799999999997,0.5686919999999998,0.5566399999999999,0.910012,0.9686840000000001,0.8212,0.6781160000000002,0.39896000000000037,0.19294400000000003
FH_CU_nochange,0.38938000000000017,0.38748333333333346,0.8691999999999992,0.33253000000000016,1.5454666666666645,0.31024000000000024,0.4443760000000001,0.0,0.05960666666666675,0.06358399999999996,0.05960666666666675,0.33061,0.38208666666666713,0.8631649999999995,0.6597833333333332,0.39808333333333323,0.4541566666666667,0.581733333333333,0.3069933333333334,0.48438333333333333,0.35269000000000017,0.6678866666666667,0.7410333333333334,0.43867999999999996,0.40210333333333353,0.4792533333333331,0.5939166666666668,0.6440400000000003,1.0054633333333327,0.23978000000000005,0.6532240000000001,0.4248166666666666,0.4491333333333333
FH_CU_scenario_low,0.46228333333333305,0.4549833333333335,0.8515099999999998,0.35320000000000007,1.552536666666664,0.3397933333333331,0.514772,0.05960666666666675,0.0,0.09019600000000011,0.0,0.4891499999999999,0.3781399999999998,0.8018850000000001,0.7320666666666666,0.448896666666667,0.5334966666666662,0.630183333333333,0.3199266666666671,0.5553566666666666,0.43545000000000034,0.6407333333333337,0.7097200000000001,0.3993333333333332,0.44821,0.5422100000000001,0.5617066666666669,0.5549733333333333,0.9725566666666658,0.27884,0.6501080000000002,0.4736433333333334,0.5014466666666667
FH_CU_scenario_mid,0.38767200000000007,0.37552800000000014,0.8094639999999993,0.27920000000000006,1.555295999999999,0.256412,0.44455999999999996,0.06358399999999996,0.09019600000000011,0.0,0.09019600000000011,0.3061200000000001,0.35245999999999983,0.82961,0.7109160000000003,0.37574800000000014,0.4632480000000002,0.6329639999999997,0.2535879999999999,0.5262680000000003,0.3340039999999999,0.625956,0.6942439999999996,0.35867999999999983,0.3899760000000004,0.5107959999999999,0.5701760000000001,0.5295600000000001,0.9160760000000001,0.32428000000000007,0.63165,0.39607200000000004,0.44759200000000005
