,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.4699133333333333,0.7347133333333331,0.9849333333333334,0.29547000000000007,0.0,0.39672000000000013,0.42445666666666687,0.35582333333333366,0.3928600000000002,0.3945633333333337,0.434315,0.600656666666667,0.8412919999999998,0.2847100000000002,0.3623733333333333,0.34639666666666674,0.4647333333333331,0.5295633333333334,0.39284,0.30527333333333356,0.5140033333333333,0.7499766666666673,0.5118239999999998,0.36834333333333347,0.4443733333333333,0.8134266666666657,0.5999500000000002,0.78584,0.9603399999999993,1.0258766666666659,0.5650799999999998,0.3110300000000005
FH_BPagano_RtDriven,0.4699133333333333,0.0,0.8436333333333336,1.093223333333333,0.45745333333333366,0.4292600000000002,0.5730233333333336,0.62512,0.5538199999999994,0.6086233333333335,0.6123466666666662,0.47075000000000017,0.6233666666666665,0.8370920000000001,0.4910100000000003,0.5269766666666669,0.5324433333333333,0.5548166666666667,0.6686166666666667,0.50129,0.5373099999999998,0.7657566666666669,0.7219966666666665,0.6060719999999997,0.4537900000000001,0.618933333333333,0.8675233333333338,0.6585900000000007,0.7481133333333332,0.9523600000000003,0.9898499999999992,0.5886366666666667,0.5671166666666669
FH_CEID_Walk,0.7347133333333331,0.8436333333333336,0.0,0.6140933333333333,0.6618633333333335,0.7481439999999998,0.7166300000000005,0.7547099999999998,0.7041233333333335,0.645733333333333,0.6780133333333336,0.8056799999999997,0.7594066666666662,0.9248399999999994,0.6728933333333333,0.8574000000000008,0.7415966666666666,0.7973399999999999,0.7544299999999989,0.9244833333333337,0.8549200000000008,0.6640333333333335,0.8589566666666665,0.6059560000000002,0.8443666666666668,0.7173133333333332,1.0307199999999994,0.7371599999999996,0.892696666666666,0.882195,0.8975366666666665,0.9004266666666666,0.8142299999999998
FH_COVIDhub_baseline,0.9849333333333334,1.093223333333333,0.6140933333333333,0.0,0.9569133333333328,1.03178,0.9081433333333333,0.97257,0.9085166666666673,0.7888733333333338,0.819076666666667,1.0657599999999996,0.9558266666666666,1.1932399999999999,0.8679833333333334,1.1409600000000002,0.9734233333333335,1.0682933333333327,1.0052066666666666,1.2830333333333332,1.104273333333334,0.7410266666666672,1.0854866666666663,0.7164160000000004,1.1805199999999993,0.9179733333333331,1.4839300000000002,0.9803933333333329,1.0991966666666662,1.191915,0.9088999999999993,1.2551266666666672,1.1184466666666661
FH_COVIDhub_ensemble,0.29547000000000007,0.45745333333333366,0.6618633333333335,0.9569133333333328,0.0,0.2997,0.48628666666666653,0.5674466666666665,0.42268999999999984,0.5216299999999999,0.5210800000000002,0.2627499999999999,0.38682666666666665,0.9136240000000002,0.3409533333333335,0.33692333333333363,0.4844133333333332,0.4235600000000001,0.4017033333333334,0.4978966666666669,0.5044766666666666,0.6885766666666671,0.6436033333333332,0.38682799999999995,0.25758666666666663,0.4327066666666665,0.9252299999999994,0.38853999999999994,0.5056733333333331,0.9425699999999996,1.0025499999999998,0.4258000000000001,0.42899
FH_COVIDhub_trained_ensemble,0.0,0.4292600000000002,0.7481439999999998,1.03178,0.2997,0.0,0.387988,0.42424399999999995,0.35566400000000037,0.3988200000000002,0.4008640000000005,0.36812666666666677,0.6113359999999999,0.8412919999999998,0.27666399999999997,0.3055799999999998,0.29880799999999996,0.436736,0.5459200000000001,0.3644360000000001,0.27222000000000013,0.5240839999999999,0.7639600000000004,0.5463999999999999,0.32809999999999995,0.44344799999999984,0.817003999999999,0.6047080000000002,0.775272,1.0058199999999993,0.9993879999999995,0.542188,0.2904160000000004
FH_CU_nochange,0.39672000000000013,0.5730233333333336,0.7166300000000005,0.9081433333333333,0.48628666666666653,0.387988,0.0,0.11481666666666673,0.09800000000000003,0.07592333333333333,0.07762000000000002,0.6968750000000001,0.7151799999999998,0.8313359999999997,0.40071000000000007,0.5344766666666667,0.4624333333333332,0.5720100000000001,0.6057933333333335,0.5392466666666669,0.39699,0.5116766666666669,0.7489300000000001,0.5323080000000001,0.5488999999999999,0.5203599999999997,0.880563333333333,0.7181366666666665,0.9246299999999998,0.9598499999999995,0.9056533333333338,0.691850000000001,0.4917366666666667
FH_CU_scenario_high,0.42445666666666687,0.62512,0.7547099999999998,0.97257,0.5674466666666665,0.42424399999999995,0.11481666666666673,0.0,0.24718666666666664,0.14853333333333316,0.16604333333333346,0.7828300000000005,0.8061966666666661,0.8124280000000003,0.47013666666666687,0.5716600000000001,0.46968333333333295,0.57427,0.6591633333333332,0.586306666666667,0.37508000000000036,0.4722066666666668,0.7459533333333328,0.595952,0.6099266666666666,0.5573799999999993,0.7597366666666671,0.8223,1.0249133333333336,0.902185,0.8713499999999995,0.7537299999999999,0.5155833333333336
FH_CU_scenario_low,0.35582333333333366,0.5538199999999994,0.7041233333333335,0.9085166666666673,0.42268999999999984,0.35566400000000037,0.09800000000000003,0.24718666666666664,0.0,0.12652999999999998,0.09531666666666663,0.589205,0.6150266666666663,0.8320160000000003,0.36582666666666697,0.495366666666667,0.44816333333333336,0.5221633333333336,0.5422366666666668,0.4893899999999997,0.44556333333333353,0.5494966666666669,0.7479533333333328,0.47016800000000025,0.4887899999999997,0.48712666666666676,0.9461933333333333,0.6033766666666669,0.810873333333333,0.9804800000000001,0.9193799999999996,0.6332766666666665,0.4727066666666662
FH_CU_scenario_mid,0.3928600000000002,0.6086233333333335,0.645733333333333,0.7888733333333338,0.5216299999999999,0.3988200000000002,0.07592333333333333,0.14853333333333316,0.12652999999999998,0.0,0.031213333333333336,0.7568900000000001,0.7551400000000003,0.8131880000000001,0.37047333333333377,0.5944199999999998,0.45735666666666686,0.5943700000000002,0.6176733333333331,0.5710433333333335,0.41767333333333356,0.4418366666666667,0.801646666666667,0.534684,0.6268333333333332,0.5174066666666665,0.9452333333333335,0.7402266666666665,0.991066666666667,0.9590350000000004,0.8761933333333334,0.7701333333333338,0.5182533333333331
FH_CU_select,0.3945633333333337,0.6123466666666662,0.6780133333333336,0.819076666666667,0.5210800000000002,0.4008640000000005,0.07762000000000002,0.16604333333333346,0.09531666666666663,0.031213333333333336,0.0,0.7568900000000001,0.730246666666666,0.8123800000000005,0.3888633333333336,0.5945033333333336,0.47873999999999994,0.6094466666666666,0.6135633333333333,0.5587333333333334,0.43513666666666684,0.4786700000000001,0.7611266666666663,0.5137560000000002,0.6258233333333326,0.5221066666666668,0.9397333333333334,0.7165233333333332,0.9553866666666658,0.9561600000000001,0.8772499999999999,0.7347166666666667,0.5255999999999997
FH_Covid19Sim_Simulator,0.434315,0.47075000000000017,0.8056799999999997,1.0657599999999996,0.2627499999999999,0.36812666666666677,0.6968750000000001,0.7828300000000005,0.589205,0.7568900000000001,0.7568900000000001,0.0,0.15812,0.9521266666666665,0.4556650000000001,0.28616500000000006,0.5840250000000002,0.38830000000000015,0.47194499999999984,0.4460350000000001,0.594285,0.9193600000000001,0.5677700000000001,0.34948666666666667,0.16121500000000005,0.5745650000000001,1.0895650000000003,0.15747000000000014,0.24592,1.0023600000000001,1.1918049999999998,0.3272050000000001,0.5028999999999997
FH_CovidAnalytics_DELPHI,0.600656666666667,0.6233666666666665,0.7594066666666662,0.9558266666666666,0.38682666666666665,0.6113359999999999,0.7151799999999998,0.8061966666666661,0.6150266666666663,0.7551400000000003,0.730246666666666,0.15812,0.0,1.006188,0.5771433333333335,0.5132966666666664,0.7858666666666665,0.5374033333333331,0.48002333333333347,0.6362266666666666,0.7902266666666671,0.9125800000000002,0.5712999999999998,0.3389600000000001,0.41934333333333346,0.6508166666666672,1.0990099999999996,0.1870266666666667,0.3322333333333336,0.9116850000000004,1.07606,0.43543333333333323,0.6835033333333329
FH_Google_Harvard_CPF,0.8412919999999998,0.8370920000000001,0.9248399999999994,1.1932399999999999,0.9136240000000002,0.8412919999999998,0.8313359999999997,0.8124280000000003,0.8320160000000003,0.8131880000000001,0.8123800000000005,0.9521266666666665,1.006188,0.0,0.7932360000000007,0.8494360000000004,0.7763920000000003,0.7983199999999991,0.9528520000000006,0.7816280000000003,0.7678919999999996,0.9110080000000005,0.8817559999999998,0.78525,0.816148,0.8761000000000001,0.5993040000000005,0.9924320000000005,1.1107680000000006,0.5262599999999997,0.7642480000000003,0.9133719999999997,0.7693239999999997
FH_IEM_MED_CovidProject,0.2847100000000002,0.4910100000000003,0.6728933333333333,0.8679833333333334,0.3409533333333335,0.27666399999999997,0.40071000000000007,0.47013666666666687,0.36582666666666697,0.37047333333333377,0.3888633333333336,0.4556650000000001,0.5771433333333335,0.7932360000000007,0.0,0.4366766666666668,0.37247666666666673,0.45849000000000006,0.4707433333333334,0.3805000000000001,0.35466333333333344,0.5252933333333335,0.746036666666667,0.4876840000000002,0.4021400000000001,0.4420899999999998,0.9663099999999993,0.5577800000000004,0.7381466666666664,1.0026699999999995,0.9884066666666667,0.6110633333333335,0.36949333333333373
FH_JHUAPL_Bucky,0.3623733333333333,0.5269766666666669,0.8574000000000008,1.1409600000000002,0.33692333333333363,0.3055799999999998,0.5344766666666667,0.5716600000000001,0.495366666666667,0.5944199999999998,0.5945033333333336,0.28616500000000006,0.5132966666666664,0.8494360000000004,0.4366766666666668,0.0,0.46034333333333327,0.46658000000000005,0.5461333333333329,0.4452266666666666,0.489686666666667,0.7530733333333328,0.7238633333333334,0.5033120000000002,0.3182133333333335,0.57933,0.8139533333333335,0.5209499999999999,0.6551633333333332,0.9432100000000001,1.0479866666666666,0.5114733333333334,0.4386333333333337
FH_JHU_CSSE_DECOM,0.34639666666666674,0.5324433333333333,0.7415966666666666,0.9734233333333335,0.4844133333333332,0.29880799999999996,0.4624333333333332,0.46968333333333295,0.44816333333333336,0.45735666666666686,0.47873999999999994,0.5840250000000002,0.7858666666666665,0.7763920000000003,0.37247666666666673,0.46034333333333327,0.0,0.49045666666666693,0.7073200000000005,0.4427566666666667,0.33167333333333376,0.5331866666666666,0.8297633333333334,0.6227400000000006,0.4857400000000002,0.560306666666667,0.8360000000000005,0.760946666666667,0.9322933333333328,0.9942549999999997,0.8877133333333338,0.7372633333333329,0.3826700000000001
FH_JHU_IDD_CovidSP,0.4647333333333331,0.5548166666666667,0.7973399999999999,1.0682933333333327,0.4235600000000001,0.436736,0.5720100000000001,0.57427,0.5221633333333336,0.5943700000000002,0.6094466666666666,0.38830000000000015,0.5374033333333331,0.7983199999999991,0.45849000000000006,0.46658000000000005,0.49045666666666693,0.0,0.6119933333333334,0.5138833333333335,0.4789033333333333,0.7249533333333334,0.7598633333333332,0.534716,0.37556999999999996,0.5655066666666665,0.87265,0.5503733333333336,0.6275433333333331,0.920825,0.9560733333333336,0.5716999999999999,0.512906666666667
FH_JHU_UNC_GAS_StatMechPool,0.5295633333333334,0.6686166666666667,0.7544299999999989,1.0052066666666666,0.4017033333333334,0.5459200000000001,0.6057933333333335,0.6591633333333332,0.5422366666666668,0.6176733333333331,0.6135633333333333,0.47194499999999984,0.48002333333333347,0.9528520000000006,0.4707433333333334,0.5461333333333329,0.7073200000000005,0.6119933333333334,0.0,0.6461900000000005,0.6776366666666662,0.7905200000000003,0.7294066666666664,0.45844800000000013,0.4907333333333334,0.5546966666666666,0.9579900000000006,0.4923900000000005,0.5914633333333327,1.0090249999999996,1.0547066666666665,0.5636966666666664,0.5617866666666664
FH_KITmetricslab_select_ensemble,0.39284,0.50129,0.9244833333333337,1.2830333333333332,0.4978966666666669,0.3644360000000001,0.5392466666666669,0.586306666666667,0.4893899999999997,0.5710433333333335,0.5587333333333334,0.4460350000000001,0.6362266666666666,0.7816280000000003,0.3805000000000001,0.4452266666666666,0.4427566666666667,0.5138833333333335,0.6461900000000005,0.0,0.30844333333333335,0.7386533333333336,0.7184,0.5681039999999999,0.38498333333333346,0.5360433333333335,0.7710333333333332,0.6210399999999999,0.7082433333333328,0.9162050000000004,1.0236199999999998,0.5347499999999996,0.40632000000000007
FH_Karlen_pypm,0.30527333333333356,0.5373099999999998,0.8549200000000008,1.104273333333334,0.5044766666666666,0.27222000000000013,0.39699,0.37508000000000036,0.44556333333333353,0.41767333333333356,0.43513666666666684,0.594285,0.7902266666666671,0.7678919999999996,0.35466333333333344,0.489686666666667,0.33167333333333376,0.4789033333333333,0.6776366666666662,0.30844333333333335,0.0,0.5772600000000004,0.7634733333333331,0.6290399999999998,0.4637999999999999,0.5084333333333332,0.7246466666666669,0.8010433333333334,0.9338633333333338,0.9604800000000001,0.9359133333333328,0.695433333333333,0.36267333333333346
FH_LANL_GrowthRate,0.5140033333333333,0.7657566666666669,0.6640333333333335,0.7410266666666672,0.6885766666666671,0.5240839999999999,0.5116766666666669,0.4722066666666668,0.5494966666666669,0.4418366666666667,0.4786700000000001,0.9193600000000001,0.9125800000000002,0.9110080000000005,0.5252933333333335,0.7530733333333328,0.5331866666666666,0.7249533333333334,0.7905200000000003,0.7386533333333336,0.5772600000000004,0.0,0.8960566666666662,0.6856040000000001,0.7654099999999998,0.6290533333333334,0.8369566666666668,0.9062533333333332,1.1227500000000001,0.933185,0.8229866666666664,0.9416399999999999,0.6503299999999999
FH_MIT_Cassandra,0.7499766666666673,0.7219966666666665,0.8589566666666665,1.0854866666666663,0.6436033333333332,0.7639600000000004,0.7489300000000001,0.7459533333333328,0.7479533333333328,0.801646666666667,0.7611266666666663,0.5677700000000001,0.5712999999999998,0.8817559999999998,0.746036666666667,0.7238633333333334,0.8297633333333334,0.7598633333333332,0.7294066666666664,0.7184,0.7634733333333331,0.8960566666666662,0.0,0.4797600000000002,0.6459133333333333,0.7763000000000003,0.8280299999999996,0.5278933333333331,0.6285866666666671,0.8830799999999998,0.97203,0.5659266666666666,0.7937966666666667
FH_MIT_ISOLAT_Mixtures,0.5118239999999998,0.6060719999999997,0.6059560000000002,0.7164160000000004,0.38682799999999995,0.5463999999999999,0.5323080000000001,0.595952,0.47016800000000025,0.534684,0.5137560000000002,0.34948666666666667,0.3389600000000001,0.78525,0.4876840000000002,0.5033120000000002,0.6227400000000006,0.534716,0.45844800000000013,0.5681039999999999,0.6290399999999998,0.6856040000000001,0.4797600000000002,0.0,0.4805920000000001,0.5698319999999996,0.8467679999999999,0.24300799999999995,0.3165080000000003,0.6484066666666667,0.7892680000000002,0.423632,0.5681680000000001
FH_MOBS_GLEAM_COVID,0.36834333333333347,0.4537900000000001,0.8443666666666668,1.1805199999999993,0.25758666666666663,0.32809999999999995,0.5488999999999999,0.6099266666666666,0.4887899999999997,0.6268333333333332,0.6258233333333326,0.16121500000000005,0.41934333333333346,0.816148,0.4021400000000001,0.3182133333333335,0.4857400000000002,0.37556999999999996,0.4907333333333334,0.38498333333333346,0.4637999999999999,0.7654099999999998,0.6459133333333333,0.4805920000000001,0.0,0.5098100000000002,0.8675299999999995,0.4290833333333333,0.5027733333333335,0.9254649999999996,1.0315466666666664,0.41406333333333334,0.3882533333333336
FH_MUNI_ARIMA,0.4443733333333333,0.618933333333333,0.7173133333333332,0.9179733333333331,0.4327066666666665,0.44344799999999984,0.5203599999999997,0.5573799999999993,0.48712666666666676,0.5174066666666665,0.5221066666666668,0.5745650000000001,0.6508166666666672,0.8761000000000001,0.4420899999999998,0.57933,0.560306666666667,0.5655066666666665,0.5546966666666666,0.5360433333333335,0.5084333333333332,0.6290533333333334,0.7763000000000003,0.5698319999999996,0.5098100000000002,0.0,0.9337833333333335,0.6553166666666665,0.7698333333333331,0.9965149999999997,1.0226866666666652,0.658246666666667,0.5134366666666665
FH_Microsoft_DeepSTIA,0.8134266666666657,0.8675233333333338,1.0307199999999994,1.4839300000000002,0.9252299999999994,0.817003999999999,0.880563333333333,0.7597366666666671,0.9461933333333333,0.9452333333333335,0.9397333333333334,1.0895650000000003,1.0990099999999996,0.5993040000000005,0.9663099999999993,0.8139533333333335,0.8360000000000005,0.87265,0.9579900000000006,0.7710333333333332,0.7246466666666669,0.8369566666666668,0.8280299999999996,0.8467679999999999,0.8675299999999995,0.9337833333333335,0.0,1.1100266666666665,1.1506466666666668,0.6707449999999996,0.816736666666667,0.8802733333333339,0.8320733333333334
