,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.17616500000000004,0.8928066666666662,1.3020066666666668,0.19682999999999992,0.0,0.30155999999999994,0.4503999999999999,0.26289000000000007,0.2787799999999999,0.2787799999999999,0.34512,0.24545333333333336,0.6460200000000004,0.6440899999999999,0.6536799999999999,,0.19991333333333347,0.12903333333333344,0.395015,0.4715200000000002,0.55535,0.1352100000000001,0.4409250000000002,0.11797333333333342,0.9189466666666666,0.3175100000000002,0.4121933333333334,0.3307699999999999,0.4503933333333333,0.13970500000000002,0.39863999999999983,0.6268699999999998,0.8823399999999995,0.23445999999999992,0.139945
FH_BPagano_RtDriven,0.17616500000000004,0.0,0.9543399999999999,1.4697239999999985,0.3848733333333334,0.23263999999999999,0.5280300000000001,0.5743950000000003,0.4606800000000002,0.5434500000000003,0.5434500000000003,0.3636866666666668,0.39943600000000046,0.5697800000000001,0.76032,0.7711999999999999,0.8030999999999999,0.30865200000000065,0.2886280000000002,0.3421433333333336,0.5611950000000001,0.5231600000000001,0.23381666666666684,0.6242266666666666,0.2956960000000005,0.9287466666666664,0.44700666666666666,0.44342800000000027,0.37717,0.5099320000000003,0.3048366666666671,0.5937833333333328,0.52475,0.7986359999999997,0.34444400000000025,0.324026666666667
FH_CEID_Walk,0.8928066666666662,0.9543399999999999,0.0,0.9734479999999999,0.9723800000000004,0.8460500000000003,0.9690700000000008,0.9728950000000006,0.9866500000000004,0.943825000000001,0.943825000000001,0.9662399999999995,1.0367640000000002,0.9868699999999996,0.8447639999999993,0.9026399999999998,0.9324099999999993,1.0467359999999997,0.9055200000000003,0.9914360000000003,0.9246900000000002,0.8828099999999998,1.02112,0.9028279999999996,0.9261399999999996,0.7669733333333332,0.8129359999999993,0.9321700000000007,0.93861,0.9636500000000003,1.0177680000000005,0.8851440000000002,0.9600799999999998,0.9067039999999997,1.0009359999999996,1.0466679999999997
FH_COVIDhub_baseline,1.3020066666666668,1.4697239999999985,0.9734479999999999,0.0,1.3991666666666673,1.2903999999999995,1.4518150000000003,1.4823000000000002,1.4753949999999991,1.3962299999999994,1.3962299999999994,1.4631920000000005,1.5312960000000002,1.5307799999999991,1.0548400000000009,1.6107199999999997,1.412629999999999,1.5272759999999999,1.2344600000000006,1.4943399999999991,1.3437800000000006,1.6584600000000003,1.4630119999999975,1.2125959999999998,1.3140359999999998,1.2178266666666668,1.1213399999999996,1.4808249999999996,1.2145200000000003,1.5499400000000003,1.4901839999999986,1.0287399999999995,1.4976899999999995,1.2874840000000005,1.583956,1.5178559999999988
FH_COVIDhub_ensemble,0.19682999999999992,0.3848733333333334,0.9723800000000004,1.3991666666666673,0.0,0.19682999999999992,0.37603333333333333,0.4490733333333334,0.2945600000000001,0.37754,0.37754,0.43526000000000004,0.27934000000000025,0.67746,0.8514666666666667,0.7510500000000002,0.6346200000000001,0.28395333333333345,0.37866,0.6823000000000006,0.5499133333333335,0.45977,0.3127333333333334,0.5897733333333335,0.2410866666666667,0.8358700000000002,0.48297333333333353,0.7770200000000003,0.36744000000000016,0.64027,0.21587333333333353,0.4610133333333336,0.52172,0.7713000000000007,0.33020666666666676,0.2626133333333334
FH_COVIDhub_trained_ensemble,0.0,0.23263999999999999,0.8460500000000003,1.2903999999999995,0.19682999999999992,0.0,0.30155999999999994,0.4503999999999999,0.26289000000000007,0.2787799999999999,0.2787799999999999,0.41375999999999974,0.24792999999999996,0.6460200000000004,0.77168,0.6536799999999999,,0.2622600000000001,0.15368000000000007,0.60718,0.4715200000000002,0.55535,0.20753,0.5392299999999998,0.16279000000000005,0.8760899999999999,0.4254100000000001,0.87204,0.3446,0.36666000000000004,0.22241,0.35873,0.6268699999999998,0.8466499999999997,0.31639,0.19890999999999998
FH_CU_nochange,0.30155999999999994,0.5280300000000001,0.9690700000000008,1.4518150000000003,0.37603333333333333,0.30155999999999994,0.0,0.18341999999999994,0.14547000000000002,0.080165,0.080165,0.5850800000000004,0.371355,0.6643900000000006,0.8413199999999996,0.6495800000000003,0.4454899999999998,0.39384000000000013,0.47264500000000054,0.6164399999999998,0.6295100000000002,0.5378999999999998,0.37254999999999994,0.5793600000000001,0.4093400000000005,0.8627500000000003,0.5328649999999999,0.8901066666666666,0.4979399999999998,0.7184333333333336,0.36646500000000026,0.5657400000000004,0.5479,0.809085,0.4321550000000002,0.31852499999999995
FH_CU_scenario_high,0.4503999999999999,0.5743950000000003,0.9728950000000006,1.4823000000000002,0.4490733333333334,0.4503999999999999,0.18341999999999994,0.0,0.34090500000000007,0.20822000000000002,0.20822000000000002,0.6604150000000003,0.49376000000000014,0.6422000000000001,0.6848850000000003,0.6379399999999997,0.5630700000000001,0.5101900000000006,0.5554550000000003,0.5373350000000002,0.6147050000000004,0.4320299999999998,0.44254,0.5605550000000002,0.4957099999999998,0.8306100000000001,0.6248750000000003,0.7805266666666668,0.5477399999999999,0.64468,0.5033350000000004,0.703425,0.5175900000000001,0.7404449999999996,0.4950700000000003,0.44508000000000025
FH_CU_scenario_low,0.26289000000000007,0.4606800000000002,0.9866500000000004,1.4753949999999991,0.2945600000000001,0.26289000000000007,0.14547000000000002,0.34090500000000007,0.0,0.149675,0.149675,0.5226150000000004,0.24857499999999988,0.6312550000000003,0.9622150000000002,0.6643999999999999,0.33253,0.2810650000000001,0.4421900000000004,0.6490950000000001,0.6361450000000004,0.5471299999999998,0.31796499999999994,0.664985,0.3522450000000001,0.9043200000000001,0.49122500000000024,0.9156066666666663,0.44434000000000007,0.78266,0.22468000000000005,0.45565499999999987,0.5172800000000001,0.8463899999999999,0.3986750000000002,0.21061999999999992
FH_CU_scenario_mid,0.2787799999999999,0.5434500000000003,0.943825000000001,1.3962299999999994,0.37754,0.2787799999999999,0.080165,0.20822000000000002,0.149675,0.0,0.0,0.6070000000000005,0.385475,0.6654150000000001,0.820625,0.7302200000000001,0.44811000000000006,0.4096750000000003,0.44469500000000006,0.6213050000000002,0.6336500000000002,0.5748399999999999,0.36497500000000016,0.56232,0.4074949999999999,0.8841900000000003,0.5353800000000002,0.9341066666666664,0.4414799999999999,0.7522866666666663,0.36872499999999997,0.5322349999999997,0.5391199999999998,0.8378349999999997,0.46387500000000004,0.30874500000000016
