,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IHME_CurveFit,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.35745333333333335,0.7608500000000004,0.28478400000000015,1.4958666666666658,0.31975333333333356,0.0,0.398846666666667,0.3887800000000004,0.36957666666666655,0.3887800000000004,0.4836100000000002,0.7348966666666665,0.5390133333333336,0.48392000000000013,0.28756666666666675,0.3152049999999999,0.5464520000000002,0.38755666666666744,0.34093333333333337,0.3476466666666669,0.638688,0.6262100000000002,0.38528500000000043,0.3350533333333334,0.5422233333333335,0.5685066666666666,0.5409466666666666,0.7080900000000001,0.6632400000000002,0.7049100000000004,0.3860033333333337,0.18035666666666672
FH_BPagano_RtDriven,0.35745333333333335,0.0,0.7057033333333335,0.33539600000000036,1.4939633333333324,0.3341000000000002,0.35745333333333335,0.45483999999999997,0.4740833333333335,0.4283300000000001,0.4740833333333335,0.4875499999999999,0.6994433333333331,0.5400333333333337,0.5546800000000001,0.41497666666666705,0.34172,0.5659039999999999,0.3651900000000002,0.4512700000000004,0.24684000000000006,0.6457199999999997,0.6002333333333332,0.3966299999999998,0.4334700000000002,0.5563266666666669,0.6548966666666661,0.5207533333333336,0.7259966666666667,0.7799199999999997,0.6456333333333331,0.36328666666666737,0.36879000000000034
FH_CEID_Walk,0.7608500000000004,0.7057033333333335,0.0,0.7018879999999996,1.2329066666666668,0.6880599999999998,0.7608500000000004,0.7825566666666668,0.7783733333333334,0.7553700000000001,0.7783733333333334,0.7916733333333335,0.8650733333333339,0.8139633333333323,0.7366000000000001,0.8208133333333334,0.7808800000000005,0.8913359999999992,0.7234666666666668,0.8266766666666665,0.7734833333333335,0.7149519999999997,0.8155199999999996,0.7177599999999997,0.8259700000000003,0.7783466666666672,0.8172800000000002,0.7550466666666671,0.8609866666666668,0.8708999999999998,0.7866533333333333,0.7994366666666671,0.7630233333333335
FH_COVIDhub_4_week_ensemble,0.28478400000000015,0.33539600000000036,0.7018879999999996,0.0,1.4537200000000001,0.0,0.28478400000000015,0.27425200000000005,0.31176800000000005,0.25033200000000005,0.31176800000000005,0.22688,0.9021919999999998,0.7890119999999998,0.5466600000000001,0.4048600000000004,0.29725999999999997,0.8067550000000001,0.23852000000000004,0.359,0.19974799999999998,0.7623099999999999,0.6060600000000003,0.22416999999999998,0.3226040000000006,0.37634400000000023,0.6579280000000002,0.24222,0.6660079999999999,0.42873000000000006,0.619168,0.32507200000000036,0.4175119999999999
FH_COVIDhub_baseline,1.4958666666666658,1.4939633333333324,1.2329066666666668,1.4537200000000001,0.0,1.458426666666666,1.4958666666666658,1.5316999999999987,1.52917,1.519526666666668,1.52917,1.5663399999999967,1.5854466666666664,1.5262466666666634,1.4271200000000004,1.5459333333333318,1.4978600000000002,1.5368839999999997,1.48347333333333,1.5568666666666675,1.537663333333331,1.3570679999999997,1.525893333333333,1.4825149999999996,1.5849399999999987,1.526349999999998,1.6713466666666672,1.5420433333333308,1.1827299999999994,1.5501800000000003,1.459023333333332,1.5748199999999988,1.4758933333333308
FH_COVIDhub_ensemble,0.31975333333333356,0.3341000000000002,0.6880599999999998,0.0,1.458426666666666,0.0,0.31975333333333356,0.29206000000000015,0.32326333333333374,0.26584333333333326,0.32326333333333374,0.24668333333333375,0.8958966666666663,0.8037000000000002,0.5466600000000001,0.42160000000000014,0.38958500000000057,0.8144640000000001,0.24058333333333332,0.4604133333333335,0.25065333333333356,0.7532359999999997,0.619346666666667,0.22416999999999998,0.35919333333333386,0.4057333333333333,0.6285333333333333,0.2742333333333333,0.6668599999999999,0.42873000000000006,0.6268099999999995,0.33799333333333353,0.4353366666666669
FH_COVIDhub_trained_ensemble,0.0,0.35745333333333335,0.7608500000000004,0.28478400000000015,1.4958666666666658,0.31975333333333356,0.0,0.398846666666667,0.3887800000000004,0.36957666666666655,0.3887800000000004,0.4836100000000002,0.7348966666666665,0.5390133333333336,0.48392000000000013,0.28756666666666675,0.3152049999999999,0.5464520000000002,0.38755666666666744,0.34093333333333337,0.3476466666666669,0.638688,0.6262100000000002,0.38528500000000043,0.3350533333333334,0.5422233333333335,0.5685066666666666,0.5409466666666666,0.7080900000000001,0.6632400000000002,0.7049100000000004,0.3860033333333337,0.18035666666666672
FH_CU_nochange,0.398846666666667,0.45483999999999997,0.7825566666666668,0.27425200000000005,1.5316999999999987,0.29206000000000015,0.398846666666667,0.0,0.02921666666666667,0.04675333333333332,0.02921666666666667,0.21935666666666667,0.8825299999999997,0.8086799999999991,0.48134,0.4175166666666668,0.5065050000000002,0.8300199999999995,0.2974433333333339,0.39753333333333335,0.35504000000000047,0.7963559999999994,0.6461199999999999,0.20565000000000005,0.3607766666666668,0.44124666666666695,0.6423766666666666,0.2602600000000003,0.7194133333333331,0.16319,0.67658,0.42111666666666725,0.5043300000000005
FH_CU_scenario_low,0.3887800000000004,0.4740833333333335,0.7783733333333334,0.31176800000000005,1.52917,0.32326333333333374,0.3887800000000004,0.02921666666666667,0.0,0.056893333333333324,0.0,0.2553499999999999,0.8794699999999993,0.7852733333333326,0.4490800000000001,0.4188100000000001,0.5123550000000006,0.8075239999999999,0.31529666666666695,0.40819666666666676,0.3884966666666669,0.7978319999999998,0.6653366666666671,0.24329499999999996,0.3867100000000001,0.4567233333333334,0.6239499999999999,0.2960733333333332,0.7223866666666664,0.19245999999999996,0.6833833333333338,0.44397333333333383,0.4994266666666671
FH_CU_scenario_mid,0.36957666666666655,0.4283300000000001,0.7553700000000001,0.25033200000000005,1.519526666666668,0.26584333333333326,0.36957666666666655,0.04675333333333332,0.056893333333333324,0.0,0.056893333333333324,0.2249333333333333,0.873876666666666,0.7966033333333326,0.44989999999999997,0.40432333333333353,0.48742000000000013,0.8221919999999997,0.26586000000000004,0.3979300000000003,0.3212433333333334,0.7769759999999996,0.63634,0.22561000000000006,0.35284666666666664,0.45054333333333335,0.6504699999999995,0.26521333333333363,0.7142066666666663,0.2084,0.6618866666666671,0.4112866666666669,0.47851999999999956
