,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_IDD_CovidSP,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_RobertWalraven_ESG,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,UMich_RidgeTfReg,USC_SI_kJalpha,ensemble_SIkJa_RF
FH_CEID_Walk,0.0,0.91798,0.712443333333333,0.9791166666666669,0.8004440000000003,0.800356666666667,0.91472,0.8214900000000005,0.7794999999999999,0.798885,0.805096666666667,0.8116899999999997,0.85981,0.7546333333333338,0.8013300000000004,0.7961599999999995,0.7823399999999999,0.8491733333333326,0.7826599999999997,0.8333433333333337,0.8249500000000002
FH_COVIDhub_baseline,0.91798,0.0,1.12778,1.396919999999998,1.1116600000000003,1.1956299999999995,1.4236133333333345,1.024,1.2512133333333337,1.259525,1.1996633333333329,1.2250200000000002,1.416566666666665,1.1272166666666656,1.3162500000000001,1.2836433333333332,1.011408,1.3328133333333327,1.1230566666666668,1.2928533333333323,1.2096300000000004
FH_COVIDhub_ensemble,0.712443333333333,1.12778,0.0,1.1210366666666667,0.5294760000000005,0.2958200000000001,0.7081866666666666,0.4903466666666667,0.5723133333333335,0.7796050000000005,0.5488266666666666,0.5185666666666674,0.31361666666666677,0.2669666666666668,0.28054666666666656,0.3821833333333333,0.8707960000000005,0.4704533333333336,0.6648333333333337,0.3140900000000003,0.6869866666666663
FH_CU_select,0.9791166666666669,1.396919999999998,1.1210366666666667,0.0,0.9893119999999999,1.2286566666666667,0.685116666666666,1.0930266666666664,0.9088599999999997,0.74173,0.9242633333333335,0.9024099999999998,1.2027633333333327,1.0452099999999993,1.1603100000000002,1.0505266666666664,0.684388,0.8054566666666666,0.7304166666666667,1.0431233333333338,0.7716899999999999
FH_Covid19Sim_Simulator,0.8004440000000003,1.1116600000000003,0.5294760000000005,0.9893119999999999,0.0,0.5882000000000001,0.77344,0.6008719999999996,0.7031666666666669,0.75807,0.7365720000000003,0.6472720000000002,0.5735080000000001,0.5536520000000001,0.5729680000000003,0.5819240000000004,0.870676,0.6020639999999996,0.7420120000000003,0.5648999999999997,0.6873679999999996
FH_CovidAnalytics_DELPHI,0.800356666666667,1.1956299999999995,0.2958200000000001,1.2286566666666667,0.5882000000000001,0.0,0.8126066666666661,0.5164066666666668,0.58458,0.9072149999999998,0.5763000000000005,0.5776133333333331,0.1564999999999999,0.3380766666666668,0.19880000000000006,0.3751733333333335,0.9478880000000004,0.5437766666666669,0.7325933333333335,0.3244233333333332,0.7401633333333336
FH_DDS_NBDS,0.91472,1.4236133333333345,0.7081866666666666,0.685116666666666,0.77344,0.8126066666666661,0.0,0.8200233333333333,0.723146666666667,0.6694000000000004,0.6517266666666667,0.5751966666666667,0.7926833333333335,0.7067566666666668,0.7595866666666672,0.6852500000000005,0.848,0.6402433333333335,0.7681066666666663,0.713026666666667,0.6742066666666663
FH_IowaStateLW_STEM,0.8214900000000005,1.024,0.4903466666666667,1.0930266666666664,0.6008719999999996,0.5164066666666668,0.8200233333333333,0.0,0.732853333333333,0.7025199999999997,0.820793333333333,0.6979800000000003,0.5104800000000002,0.5707533333333334,0.5002733333333333,0.6291633333333333,0.8646159999999995,0.6530866666666668,0.7374899999999994,0.5485066666666667,0.8158166666666666
FH_JCB_PRM,0.7794999999999999,1.2512133333333337,0.5723133333333335,0.9088599999999997,0.7031666666666669,0.58458,0.723146666666667,0.732853333333333,0.0,0.6925733333333332,0.6119599999999998,0.5781533333333333,0.60138,0.6093133333333333,0.5767400000000003,0.5990800000000003,0.9284466666666664,0.5737466666666666,0.7990666666666666,0.5117599999999999,0.6123733333333333
FH_JHUAPL_Bucky,0.798885,1.259525,0.7796050000000005,0.74173,0.75807,0.9072149999999998,0.6694000000000004,0.7025199999999997,0.6925733333333332,0.0,0.8567949999999999,0.7346249999999999,0.8618550000000001,0.8445649999999993,0.8605149999999999,0.8983349999999998,0.9307300000000001,0.6293999999999997,0.7932799999999999,0.8484999999999999,0.8423649999999996
FH_JHU_IDD_CovidSP,0.805096666666667,1.1996633333333329,0.5488266666666666,0.9242633333333335,0.7365720000000003,0.5763000000000005,0.6517266666666667,0.820793333333333,0.6119599999999998,0.8567949999999999,0.0,0.5660833333333336,0.6171633333333341,0.5858200000000002,0.6206366666666671,0.5488666666666666,0.787872,0.6810533333333334,0.7425933333333334,0.5597833333333335,0.6109033333333332
FH_Karlen_pypm,0.8116899999999997,1.2250200000000002,0.5185666666666674,0.9024099999999998,0.6472720000000002,0.5776133333333331,0.5751966666666667,0.6979800000000003,0.5781533333333333,0.7346249999999999,0.5660833333333336,0.0,0.6012533333333333,0.5683066666666672,0.5715566666666669,0.5449533333333337,0.9065880000000005,0.5789766666666665,0.7176700000000005,0.5661233333333332,0.6653533333333337
FH_LANL_GrowthRate,0.85981,1.416566666666665,0.31361666666666677,1.2027633333333327,0.5735080000000001,0.1564999999999999,0.7926833333333335,0.5104800000000002,0.60138,0.8618550000000001,0.6171633333333341,0.6012533333333333,0.0,0.38302666666666657,0.12312000000000005,0.33325333333333396,0.9849839999999997,0.4871933333333332,0.7877099999999997,0.2633699999999999,0.7461299999999998
FH_LNQ_ens1,0.7546333333333338,1.1272166666666656,0.2669666666666668,1.0452099999999993,0.5536520000000001,0.3380766666666668,0.7067566666666668,0.5707533333333334,0.6093133333333333,0.8445649999999993,0.5858200000000002,0.5683066666666672,0.38302666666666657,0.0,0.34345000000000026,0.4837166666666669,0.7966520000000004,0.4551966666666669,0.5751966666666664,0.31626999999999994,0.6498900000000002
FH_RobertWalraven_ESG,0.8013300000000004,1.3162500000000001,0.28054666666666656,1.1603100000000002,0.5729680000000003,0.19880000000000006,0.7595866666666672,0.5002733333333333,0.5767400000000003,0.8605149999999999,0.6206366666666671,0.5715566666666669,0.12312000000000005,0.34345000000000026,0.0,0.3228900000000001,0.9350320000000002,0.45286999999999994,0.729466666666667,0.2680233333333333,0.6952533333333333
