,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_Microsoft_DeepSTIA,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_SigSci_TS,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.4672400000000004,0.7867599999999998,1.4987333333333333,0.47663999999999995,0.14088000000000006,0.7348666666666671,0.7557266666666667,0.7527733333333335,0.7709133333333333,0.7709133333333333,0.49267333333333313,0.4326200000000003,0.57013,0.43509333333333333,0.5149333333333332,0.9144600000000002,0.9600066666666669,0.46788000000000013,0.7546000000000002,0.4631866666666665,0.4479599999999999,0.5480199999999996,0.71666,0.4747866666666666,0.4652800000000004,0.46378666666666646,0.42034,0.36472666666666664,0.46105999999999997,0.9530666666666667,0.4706200000000001,0.7931600000000002,0.6276599999999999,0.523206666666667,0.5212066666666667
FH_BPagano_RtDriven,0.4672400000000004,0.0,0.8510866666666664,1.5328433333333331,0.23654333333333316,0.6422133333333336,0.48558666666666644,0.5046400000000003,0.5170466666666668,0.5891966666666668,0.5603200000000002,0.23960333333333325,0.20487000000000008,0.6932119999999992,0.38707333333333344,0.32438666666666677,0.9620266666666669,0.8357633333333331,0.28183333333333344,1.0529966666666664,0.6570399999999998,0.19993599999999997,0.3141,0.8524033333333335,0.3826366666666665,0.21323000000000003,0.3516733333333333,0.3335299999999998,0.7617600000000004,0.17816666666666672,0.9204400000000003,0.18511999999999995,0.6976880000000002,0.8081133333333335,0.2733000000000001,0.31934333333333353
FH_CEID_Walk,0.7867599999999998,0.8510866666666664,0.0,1.2285300000000006,0.7869466666666672,0.8176133333333331,0.8367633333333334,0.8503166666666664,0.847006666666667,0.8328299999999996,0.8268466666666664,0.8436766666666662,0.8489466666666665,0.840076,0.8288266666666667,0.7805833333333334,0.89318,0.9240866666666661,0.8228800000000002,0.7810966666666659,0.7831466666666668,0.8048519999999999,0.8526266666666666,0.81466,0.8002599999999999,0.8508600000000005,0.7810399999999997,0.8567666666666668,0.8284150000000003,0.8513400000000001,0.9718100000000001,0.8387100000000002,0.8633720000000005,0.7557200000000003,0.8347699999999999,0.7860299999999999
FH_COVIDhub_baseline,1.4987333333333333,1.5328433333333331,1.2285300000000006,0.0,1.4413566666666666,1.4893600000000002,1.4999333333333331,1.5084099999999998,1.4132799999999994,1.4501133333333338,1.4634100000000008,1.52507,1.551999999999999,1.5367919999999995,1.5639966666666667,1.4078399999999986,1.5676399999999995,0.684853333333333,1.5462133333333328,1.2393199999999995,1.3511066666666662,1.4930479999999993,1.4966433333333327,1.466753333333334,1.3721299999999994,1.476473333333333,1.502896666666666,1.618859999999999,1.6065000000000003,1.533406666666665,0.6814299999999999,1.510716666666665,1.567363999999999,1.3739099999999982,1.570239999999999,1.4419899999999997
FH_COVIDhub_ensemble,0.47663999999999995,0.23654333333333316,0.7869466666666672,1.4413566666666666,0.0,0.65268,0.4129100000000003,0.43685999999999986,0.4336700000000004,0.5277433333333337,0.48751000000000017,0.19652333333333336,0.20659000000000002,0.70626,0.4208366666666667,0.19609000000000001,1.04674,0.7409933333333335,0.24696000000000007,1.0248700000000006,0.6200499999999995,0.168828,0.33373333333333305,0.8130666666666664,0.28822666666666674,0.18605333333333338,0.3209233333333333,0.3335466666666667,0.7599500000000003,0.16489666666666672,0.8166799999999993,0.16908666666666664,0.7677039999999996,0.8197999999999999,0.24374333333333348,0.23059000000000002
FH_COVIDhub_trained_ensemble,0.14088000000000006,0.6422133333333336,0.8176133333333331,1.4893600000000002,0.65268,0.0,0.8661733333333335,0.8784266666666671,0.8783533333333337,0.8873733333333333,0.8873733333333333,0.6662066666666665,0.6079,0.57013,0.5219466666666664,0.6911666666666669,0.9144600000000002,1.1136600000000003,0.6073733333333338,0.7770933333333335,0.5044466666666664,0.6255333333333336,0.7236933333333333,0.8124666666666667,0.6545200000000002,0.6408400000000002,0.6396800000000001,0.5945799999999999,0.4443933333333332,0.6373066666666669,1.0635266666666665,0.6462600000000002,0.7931600000000002,0.72682,0.6384933333333336,0.6990066666666668
FH_CU_nochange,0.7348666666666671,0.48558666666666644,0.8367633333333334,1.4999333333333331,0.4129100000000003,0.8661733333333335,0.0,0.027169999999999993,0.08400333333333336,0.14160666666666671,0.11851333333333336,0.47389999999999993,0.46569000000000027,0.8527800000000003,0.5686599999999996,0.4640400000000002,0.9372800000000002,0.9406800000000006,0.46229666666666674,0.8700900000000001,0.6984333333333331,0.4968920000000001,0.467926666666667,0.6167466666666668,0.5138600000000005,0.46386000000000016,0.44235000000000013,0.5383466666666668,0.7556850000000008,0.46919333333333346,0.8161300000000001,0.48265000000000036,0.7379199999999999,0.7505300000000003,0.5016133333333336,0.41223666666666686
FH_CU_scenario_high,0.7557266666666667,0.5046400000000003,0.8503166666666664,1.5084099999999998,0.43685999999999986,0.8784266666666671,0.027169999999999993,0.0,0.09095333333333334,0.10083333333333336,0.07522999999999999,0.5002900000000005,0.49079666666666666,0.843584,0.5853433333333331,0.4918633333333332,0.9275066666666665,0.955736666666667,0.48744999999999994,0.8623300000000006,0.7172033333333337,0.5304719999999998,0.4858633333333336,0.5877866666666663,0.5341900000000002,0.4894566666666667,0.46905,0.5560233333333334,0.7421150000000002,0.4944033333333336,0.8300600000000005,0.5081033333333332,0.7108840000000005,0.7293633333333333,0.5252500000000003,0.44222000000000006
FH_CU_scenario_low,0.7527733333333335,0.5170466666666668,0.847006666666667,1.4132799999999994,0.4336700000000004,0.8783533333333337,0.08400333333333336,0.09095333333333334,0.0,0.13938000000000006,0.10329333333333338,0.5036899999999996,0.5091166666666672,0.8615120000000002,0.6024866666666664,0.4684433333333332,0.9962933333333329,0.8942733333333327,0.49549333333333306,0.8813466666666665,0.7084399999999997,0.5243680000000001,0.4997633333333337,0.6307433333333334,0.4967533333333334,0.5065466666666667,0.49904000000000015,0.5835766666666672,0.8058099999999997,0.5015533333333334,0.7664799999999992,0.5156633333333337,0.79418,0.7791566666666664,0.53774,0.420716666666667
FH_CU_scenario_mid,0.7709133333333333,0.5891966666666668,0.8328299999999996,1.4501133333333338,0.5277433333333337,0.8873733333333333,0.14160666666666671,0.10083333333333336,0.13938000000000006,0.0,0.03608666666666666,0.603486666666667,0.6001600000000005,0.8920319999999999,0.6750100000000004,0.5439933333333331,0.9808733333333332,0.9401299999999998,0.5737133333333333,0.8174333333333335,0.7205466666666663,0.593604,0.5240533333333333,0.5365766666666666,0.5410933333333333,0.5899033333333334,0.49939999999999996,0.6076933333333333,0.7228800000000004,0.5992499999999998,0.81943,0.6125533333333334,0.7594759999999999,0.7187499999999998,0.6181766666666664,0.5032999999999995
