,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IHME_CurveFit,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.34171000000000024,0.7133300000000002,0.27376000000000017,1.467369999999998,0.27376000000000017,0.0,0.3747640000000001,0.36396400000000023,0.34605199999999986,0.36396400000000023,0.40811333333333355,0.8128533333333329,0.5566566666666669,0.48392000000000013,0.3273033333333334,0.30797499999999983,0.605255,0.3349600000000006,0.3099933333333335,0.3289933333333335,0.6305499999999997,0.63389,0.3705480000000004,0.31838666666666704,0.45815666666666705,0.5401699999999998,0.4340100000000003,0.6547866666666673,0.6632400000000002,0.7075159999999999,0.3394333333333336,0.19167999999999993
FH_BPagano_RtDriven,0.34171000000000024,0.0,0.7044899999999996,0.2912633333333337,1.499199999999998,0.2912633333333337,0.34171000000000024,0.470904,0.49472000000000055,0.4544999999999999,0.49472000000000055,0.40011333333333354,0.7391533333333339,0.53863,0.5546800000000001,0.4437800000000005,0.247775,0.57044,0.3137033333333338,0.34703333333333347,0.2077199999999998,0.6424100000000003,0.5875800000000001,0.3376280000000001,0.3788266666666669,0.48603333333333343,0.6005766666666663,0.4112233333333337,0.6781666666666663,0.7799199999999997,0.630316,0.3212966666666671,0.38248666666666703
FH_CEID_Walk,0.7133300000000002,0.7044899999999996,0.0,0.7030399999999997,1.2648333333333337,0.7030399999999997,0.7133300000000002,0.779244,0.7732399999999999,0.753572,0.7732399999999999,0.78903,0.8125733333333335,0.735546666666666,0.7366000000000001,0.780253333333334,0.7077900000000006,0.8341099999999995,0.7355133333333338,0.7662799999999994,0.7521666666666668,0.7043100000000002,0.809133333333333,0.7211079999999996,0.8003266666666669,0.7571899999999999,0.8078333333333333,0.7717133333333336,0.8518433333333332,0.8708999999999998,0.7616840000000004,0.7574733333333331,0.7055333333333329
FH_COVIDhub_4_week_ensemble,0.27376000000000017,0.2912633333333337,0.7030399999999997,0.0,1.4619833333333327,0.0,0.27376000000000017,0.27425200000000005,0.31176800000000005,0.25033200000000005,0.31176800000000005,0.1943933333333333,0.8857799999999999,0.7549566666666666,0.5466600000000001,0.4388533333333337,0.24567499999999995,0.8067550000000001,0.21454999999999994,0.3075366666666668,0.18150999999999995,0.7623099999999999,0.5818866666666668,0.19897599999999996,0.2744000000000006,0.369606666666667,0.5913366666666668,0.20671999999999996,0.6261633333333333,0.42873000000000006,0.619168,0.3223633333333337,0.41942333333333326
FH_COVIDhub_baseline,1.467369999999998,1.499199999999998,1.2648333333333337,1.4619833333333327,0.0,1.4619833333333327,1.467369999999998,1.52608,1.522776,1.508876000000001,1.522776,1.5630599999999966,1.5793100000000009,1.5006633333333306,1.4271200000000004,1.544616666666665,1.4871200000000004,1.5239000000000007,1.4906699999999973,1.55153,1.5481633333333313,1.3513,1.5214866666666667,1.4891639999999986,1.5800933333333316,1.4840433333333316,1.6763133333333338,1.5440299999999976,1.2121266666666646,1.5501800000000003,1.457011999999999,1.5608133333333318,1.4589399999999981
FH_COVIDhub_ensemble,0.27376000000000017,0.2912633333333337,0.7030399999999997,0.0,1.4619833333333327,0.0,0.27376000000000017,0.27425200000000005,0.31176800000000005,0.25033200000000005,0.31176800000000005,0.1943933333333333,0.8857799999999999,0.7549566666666666,0.5466600000000001,0.4388533333333337,0.24567499999999995,0.8067550000000001,0.21454999999999994,0.3075366666666668,0.18150999999999995,0.7623099999999999,0.5818866666666668,0.19897599999999996,0.2744000000000006,0.369606666666667,0.5913366666666668,0.20671999999999996,0.6261633333333333,0.42873000000000006,0.619168,0.3223633333333337,0.41942333333333326
FH_COVIDhub_trained_ensemble,0.0,0.34171000000000024,0.7133300000000002,0.27376000000000017,1.467369999999998,0.27376000000000017,0.0,0.3747640000000001,0.36396400000000023,0.34605199999999986,0.36396400000000023,0.40811333333333355,0.8128533333333329,0.5566566666666669,0.48392000000000013,0.3273033333333334,0.30797499999999983,0.605255,0.3349600000000006,0.3099933333333335,0.3289933333333335,0.6305499999999997,0.63389,0.3705480000000004,0.31838666666666704,0.45815666666666705,0.5401699999999998,0.4340100000000003,0.6547866666666673,0.6632400000000002,0.7075159999999999,0.3394333333333336,0.19167999999999993
FH_CU_nochange,0.3747640000000001,0.470904,0.779244,0.27425200000000005,1.52608,0.27425200000000005,0.3747640000000001,0.0,0.03466000000000001,0.04052799999999995,0.03466000000000001,0.17190400000000003,0.91532,0.8214519999999991,0.48134,0.41141600000000034,0.47546666666666654,0.8654249999999994,0.2689639999999999,0.3121280000000004,0.3157680000000002,0.8318549999999996,0.6406280000000005,0.20565000000000005,0.33408800000000005,0.4057080000000002,0.6749159999999996,0.20821199999999987,0.7062999999999995,0.16319,0.6783239999999997,0.3963240000000002,0.48438400000000065
FH_CU_scenario_low,0.36396400000000023,0.49472000000000055,0.7732399999999999,0.31176800000000005,1.522776,0.31176800000000005,0.36396400000000023,0.03466000000000001,0.0,0.052856000000000014,0.0,0.21627600000000016,0.9127559999999998,0.794331999999999,0.4490800000000001,0.4137960000000001,0.48382666666666724,0.8386549999999998,0.2903040000000003,0.32593600000000017,0.3568720000000001,0.8346600000000004,0.6625720000000006,0.24329499999999996,0.3652359999999999,0.4241120000000003,0.6517959999999998,0.2502040000000001,0.7105239999999999,0.19245999999999996,0.6871560000000004,0.4242680000000001,0.4796760000000004
FH_CU_scenario_mid,0.34605199999999986,0.4544999999999999,0.753572,0.25033200000000005,1.508876000000001,0.25033200000000005,0.34605199999999986,0.04052799999999995,0.052856000000000014,0.0,0.052856000000000014,0.18664000000000014,0.9084159999999992,0.810251999999999,0.44989999999999997,0.39989200000000014,0.4476266666666669,0.8574449999999996,0.2481960000000001,0.30946400000000035,0.2954360000000001,0.8169699999999993,0.633308,0.22561000000000006,0.330636,0.40805600000000003,0.679624,0.218768,0.706568,0.2084,0.6710799999999999,0.39298400000000006,0.4737119999999999
