,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IHME_CurveFit,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.3300666666666671,0.694228,0.22440999999999997,1.461936666666664,0.22440999999999997,0.0,0.27150399999999997,0.27290800000000026,0.2610480000000004,0.27290800000000026,0.31220666666666685,0.9037699999999999,0.5231833333333337,0.48392000000000013,0.3176833333333334,0.2526700000000001,0.6236666666666665,0.28649599999999986,0.2599300000000002,0.3037333333333335,0.6012799999999999,0.6218866666666669,0.3473200000000005,0.2972366666666668,0.36302999999999996,0.5380199999999996,0.3284133333333335,0.5689333333333341,0.50528,0.7059500000000004,0.3231200000000001,0.18748666666666666
FH_BPagano_RtDriven,0.3300666666666671,0.0,0.6873480000000001,0.2731666666666668,1.4939299999999995,0.2731666666666668,0.3300666666666671,0.4089320000000001,0.43476800000000054,0.4170200000000001,0.43476800000000054,0.32571333333333335,0.825796666666667,0.5141999999999999,0.5546800000000001,0.4466333333333338,0.22536999999999993,0.5852733333333334,0.28729600000000005,0.3345700000000003,0.22794666666666663,0.6340800000000002,0.5899799999999995,0.32568666666666685,0.3642733333333336,0.43004333333333317,0.6029639999999994,0.3354466666666669,0.6332233333333331,0.7636799999999999,0.6232749999999997,0.32770666666666676,0.3940433333333337
FH_CEID_Walk,0.694228,0.6873480000000001,0.0,0.6981600000000001,1.2972479999999997,0.6981600000000001,0.694228,0.7563399999999993,0.754535,0.7288700000000001,0.754535,0.7609919999999998,0.7919199999999994,0.6991560000000001,0.7366000000000001,0.7558400000000004,0.67444,0.7953466666666666,0.7081440000000003,0.7502040000000002,0.7441200000000003,0.6985533333333334,0.7970280000000001,0.7211079999999996,0.7867120000000001,0.7168960000000001,0.8105119999999996,0.7513480000000002,0.8304719999999999,0.8112000000000001,0.7386250000000003,0.7375159999999994,0.6938799999999992
FH_COVIDhub_4_week_ensemble,0.22440999999999997,0.2731666666666668,0.6981600000000001,0.0,1.4736433333333328,0.0,0.22440999999999997,0.23924400000000007,0.28684400000000004,0.23424000000000011,0.28684400000000004,0.13149333333333332,0.9230999999999997,0.6657633333333332,0.5466600000000001,0.4295733333333333,0.10753000000000011,0.7753533333333334,0.19210400000000002,0.21518333333333345,0.15346666666666664,0.7431733333333338,0.554133333333333,0.18264999999999995,0.21067333333333307,0.31163000000000035,0.6103080000000004,0.14149333333333333,0.5704766666666664,0.35633999999999993,0.60007,0.28857333333333346,0.37686000000000003
FH_COVIDhub_baseline,1.461936666666664,1.4939299999999995,1.2972479999999997,1.4736433333333328,0.0,1.4736433333333328,1.461936666666664,1.5236639999999995,1.5256759999999991,1.4864119999999998,1.5256759999999991,1.559346666666664,1.5796166666666671,1.4725766666666642,1.4271200000000004,1.5394866666666651,1.4838850000000001,1.5107333333333344,1.487427999999999,1.53767,1.556826666666664,1.361066666666667,1.5136566666666673,1.4713433333333312,1.5751333333333326,1.4521399999999995,1.6799440000000003,1.542783333333331,1.2519133333333314,1.5507799999999998,1.4673799999999986,1.5460033333333325,1.4583033333333313
FH_COVIDhub_ensemble,0.22440999999999997,0.2731666666666668,0.6981600000000001,0.0,1.4736433333333328,0.0,0.22440999999999997,0.23924400000000007,0.28684400000000004,0.23424000000000011,0.28684400000000004,0.13149333333333332,0.9230999999999997,0.6657633333333332,0.5466600000000001,0.4295733333333333,0.10753000000000011,0.7753533333333334,0.19210400000000002,0.21518333333333345,0.15346666666666664,0.7431733333333338,0.554133333333333,0.18264999999999995,0.21067333333333307,0.31163000000000035,0.6103080000000004,0.14149333333333333,0.5704766666666664,0.35633999999999993,0.60007,0.28857333333333346,0.37686000000000003
FH_COVIDhub_trained_ensemble,0.0,0.3300666666666671,0.694228,0.22440999999999997,1.461936666666664,0.22440999999999997,0.0,0.27150399999999997,0.27290800000000026,0.2610480000000004,0.27290800000000026,0.31220666666666685,0.9037699999999999,0.5231833333333337,0.48392000000000013,0.3176833333333334,0.2526700000000001,0.6236666666666665,0.28649599999999986,0.2599300000000002,0.3037333333333335,0.6012799999999999,0.6218866666666669,0.3473200000000005,0.2972366666666668,0.36302999999999996,0.5380199999999996,0.3284133333333335,0.5689333333333341,0.50528,0.7059500000000004,0.3231200000000001,0.18748666666666666
FH_CU_nochange,0.27150399999999997,0.4089320000000001,0.7563399999999993,0.23924400000000007,1.5236639999999995,0.23924400000000007,0.27150399999999997,0.0,0.04136399999999998,0.04114399999999996,0.04136399999999998,0.1835,0.8970199999999999,0.6960679999999997,0.48134,0.33325600000000005,0.30215333333333333,0.8084933333333333,0.24468499999999982,0.19790000000000016,0.26252800000000004,0.7807399999999999,0.6189520000000007,0.21297600000000005,0.2856560000000001,0.41142400000000034,0.7007099999999997,0.22575999999999982,0.6186039999999996,0.08659999999999997,0.6331200000000001,0.3416359999999999,0.37062000000000006
FH_CU_scenario_low,0.27290800000000026,0.43476800000000054,0.754535,0.28684400000000004,1.5256759999999991,0.28684400000000004,0.27290800000000026,0.04136399999999998,0.0,0.05950399999999998,0.0,0.235168,0.885552,0.6791520000000002,0.4490800000000001,0.3335200000000004,0.3365466666666666,0.7806933333333332,0.2643799999999999,0.233512,0.3140359999999999,0.79246,0.6483119999999999,0.2593240000000001,0.32857200000000036,0.4352280000000003,0.6689649999999999,0.27504799999999996,0.6313120000000001,0.10608000000000001,0.644905,0.36778000000000033,0.3747960000000002
FH_CU_scenario_mid,0.2610480000000004,0.4170200000000001,0.7288700000000001,0.23424000000000011,1.4864119999999998,0.23424000000000011,0.2610480000000004,0.04114399999999996,0.05950399999999998,0.0,0.05950399999999998,0.2030280000000002,0.9155319999999995,0.7025479999999993,0.44989999999999997,0.3387640000000002,0.31584666666666683,0.8194199999999999,0.23300000000000015,0.218028,0.27909200000000023,0.7783466666666667,0.6252599999999998,0.2436920000000001,0.308012,0.39991200000000027,0.7132500000000003,0.23910000000000012,0.621428,0.09251999999999998,0.6346999999999999,0.35294000000000036,0.38283600000000034
