,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IQVIA_ACOE_STAN,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MSRA_DeepST,FH_Microsoft_DeepSTIA,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UCSB_ACTS,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,FH_UVA_Ensemble,USC_SI_kJalpha,ensemble_SIkJa_RF
FH_BPagano_RtDriven,0.0,0.6644750000000004,1.5782299999999991,0.4217300000000001,0.5340633333333336,0.5340233333333331,0.49619,0.5306933333333332,0.5132433333333333,0.5033566666666665,0.4989133333333338,0.5740999999999999,0.6555866666666667,0.4823440000000001,0.7160599999999999,0.668963333333333,0.586004,0.5207633333333338,0.6772200000000002,0.6078033333333328,0.47663200000000033,0.47970000000000046,0.5843960000000004,0.4955600000000002,0.6926500000000001,0.49758000000000013,0.7071500000000003,0.4870733333333333,0.5133166666666672,0.6168866666666665,0.6067320000000005,0.6282933333333339,0.5003800000000002,0.51026,0.45297666666666686,0.5294966666666671
FH_CEID_Walk,0.6644750000000004,0.0,1.513745,0.6525150000000001,0.6689750000000005,0.66179,0.6676349999999996,0.679475,0.67767,0.6471499999999998,0.7223249999999998,0.6894999999999996,0.6982599999999998,0.7602000000000001,,0.7620699999999999,0.7221000000000004,0.6893350000000004,0.7213399999999998,0.6817300000000001,0.68362,0.7204450000000001,0.6333000000000001,0.6875400000000004,0.6660000000000004,0.677986666666667,0.6917200000000002,0.6445350000000003,0.7277949999999997,0.6793150000000001,0.7304999999999999,0.6040700000000001,0.6294400000000002,0.6059900000000003,0.6951000000000002,0.6981949999999998
FH_COVIDhub_baseline,1.5782299999999991,1.513745,0.0,1.5389533333333334,1.5715566666666634,1.5673733333333315,1.5835599999999999,1.56406,1.5817700000000003,1.52606,1.5894233333333307,1.618326666666668,1.5912133333333323,1.543387999999997,1.5471999999999997,1.3719166666666667,1.565967999999999,1.5616366666666652,1.5420566666666677,1.5604433333333332,1.5432599999999987,1.5481366666666636,1.5617,1.5780166666666673,1.699040000000001,1.6929279999999998,1.6075533333333325,1.567343333333331,1.5493699999999966,1.5685533333333317,1.567059999999998,1.5657600000000007,1.5772200000000003,1.7098066666666656,1.5305966666666642,1.5967933333333346
FH_COVIDhub_ensemble,0.4217300000000001,0.6525150000000001,1.5389533333333334,0.0,0.4509366666666664,0.44872666666666655,0.4270200000000003,0.46465,0.44986333333333334,0.3842033333333333,0.3028400000000002,0.6155366666666667,0.5848133333333331,0.28210399999999985,0.78664,0.5768300000000002,0.6230800000000001,0.3361599999999999,0.67395,0.5863033333333337,0.33180800000000016,0.2735833333333334,0.4916400000000002,0.25642000000000004,0.6028900000000001,0.4362120000000003,0.6619200000000004,0.34285000000000027,0.3699699999999999,0.5018466666666669,0.6595359999999998,0.5332533333333337,0.67122,0.4308000000000001,0.2976633333333336,0.4228500000000002
FH_CU_nochange,0.5340633333333336,0.6689750000000005,1.5715566666666634,0.4509366666666664,0.0,0.0466833333333333,0.05137333333333329,0.14275,0.05542333333333335,0.4263033333333334,0.5211666666666669,0.6074666666666665,0.8495200000000002,0.49622000000000027,0.8992200000000001,0.6584700000000009,0.7966759999999995,0.49928666666666677,0.736803333333333,0.6826466666666663,0.6415479999999999,0.5112033333333333,0.5203960000000001,0.4147600000000001,0.6463899999999998,0.6005520000000001,0.7005399999999997,0.4965533333333333,0.5718333333333332,0.6368833333333331,0.7911759999999997,0.7338666666666667,0.29186,0.49697333333333327,0.4561099999999999,0.5750866666666673
FH_CU_scenario_high,0.5340233333333331,0.66179,1.5673733333333315,0.44872666666666655,0.0466833333333333,0.0,0.07565999999999998,0.08337333333333344,0.06583000000000014,0.4435833333333334,0.5294833333333331,0.6233033333333334,0.8350066666666668,0.4824800000000002,0.87338,0.6859933333333336,0.7472040000000001,0.5045000000000004,0.7208633333333334,0.6530866666666669,0.6161480000000003,0.49015000000000003,0.5140199999999999,0.42716999999999994,0.6168100000000001,0.6106200000000004,0.6810366666666667,0.5312400000000004,0.5964700000000003,0.6428733333333331,0.7500719999999998,0.73262,0.3472,0.5129966666666664,0.4666966666666663,0.5434266666666666
FH_CU_scenario_low,0.49619,0.6676349999999996,1.5835599999999999,0.4270200000000003,0.05137333333333329,0.07565999999999998,0.0,0.13168666666666665,0.028166666666666652,0.4207233333333332,0.4879466666666668,0.5987099999999999,0.8369366666666668,0.4883160000000005,0.8877999999999997,0.6527233333333333,0.7852599999999993,0.48290666666666654,0.7275766666666668,0.6743166666666665,0.6303960000000002,0.49197333333333293,0.48930400000000024,0.4006799999999999,0.6690100000000001,0.6098000000000005,0.7225033333333335,0.4474233333333336,0.5524533333333339,0.6185666666666663,0.7947439999999996,0.7329466666666669,0.27263999999999994,0.5010366666666669,0.4204800000000002,0.5538566666666662
FH_CU_scenario_mid,0.5306933333333332,0.679475,1.56406,0.46465,0.14275,0.08337333333333344,0.13168666666666665,0.0,0.10352000000000001,0.44547333333333333,0.5711366666666667,0.6637800000000001,0.7891966666666665,0.46397600000000017,0.7523599999999998,0.749423333333334,0.6617239999999999,0.5231333333333339,0.6890833333333329,0.5967366666666666,0.599088,0.4807066666666669,0.49591199999999996,0.44801666666666684,0.6141500000000001,0.6402679999999996,0.6944999999999995,0.5751733333333338,0.6451533333333334,0.6477733333333335,0.6981279999999999,0.7312199999999999,0.39174,0.5428866666666669,0.48446333333333325,0.49313333333333353
FH_CU_select,0.5132433333333333,0.67767,1.5817700000000003,0.44986333333333334,0.05542333333333335,0.06583000000000014,0.028166666666666652,0.10352000000000001,0.0,0.44094666666666643,0.5151033333333332,0.5907933333333334,0.8485033333333333,0.4965680000000003,0.8877999999999997,0.668783333333334,0.7663559999999997,0.5111266666666671,0.7225233333333332,0.66754,0.6498440000000001,0.510686666666667,0.4741440000000002,0.4213733333333337,0.6690100000000001,0.6173599999999997,0.6996133333333328,0.4785099999999998,0.5783200000000002,0.6379233333333334,0.7822559999999996,0.755593333333333,0.27263999999999994,0.5069766666666666,0.45165666666666654,0.5620666666666668
FH_Covid19Sim_Simulator,0.5033566666666665,0.6471499999999998,1.52606,0.3842033333333333,0.4263033333333334,0.4435833333333334,0.4207233333333332,0.44547333333333333,0.44094666666666643,0.0,0.5168833333333334,0.7622300000000002,0.6686966666666665,0.3682320000000001,0.6618,0.68466,0.6879799999999999,0.4373033333333333,0.7477966666666671,0.6003866666666664,0.42596799999999996,0.41150333333333344,0.5771080000000001,0.4004733333333337,0.8083700000000004,0.510856,0.8108966666666659,0.4728933333333337,0.48544000000000004,0.6382000000000001,0.7570079999999995,0.6089600000000001,0.38671999999999995,0.5442733333333334,0.43448999999999993,0.5538666666666672
