,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MSRA_DeepST,FH_Microsoft_DeepSTIA,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UCSB_ACTS,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,FH_UVA_Ensemble,USC_SI_kJalpha,USC_SI_kJalpha_RF,ensemble_SIkJa_RF
FH_CovidAnalytics_DELPHI,0.6453033333333328,0.7183766666666668,1.4942766666666651,0.6395099999999997,0.756666666666666,0.7674299999999997,0.6911600000000002,0.7510533333333324,0.7560233333333333,0.7547999999999999,0.0,0.7201699999999993,0.6044333333333333,0.46326,0.7432199999999998,0.6534966666666666,0.6563933333333338,0.774103333333333,0.5893119999999993,0.8804849999999996,0.7156533333333331,0.7294666666666668,0.6855666666666663,0.5887700000000001,0.5789399999999999,0.5117466666666669,0.6201099999999999,0.46475666666666704,0.5085233333333334,0.7906366666666668,0.6537400000000001,0.7666066666666665,0.469025,0.579136666666666,0.9661300000000003,0.6838799999999999
FH_DDS_NBDS,0.4503733333333333,0.7893666666666668,1.6040066666666657,0.3020433333333335,0.418776666666667,0.36660333333333345,0.47023666666666686,0.32350333333333364,0.36976333333333344,0.5990320000000003,0.7201699999999993,0.0,0.46042333333333363,0.4999199999999999,0.9318933333333335,0.45452333333333317,0.46143333333333325,0.2401633333333335,0.36470000000000025,0.14905000000000007,0.2352266666666666,0.28008000000000005,0.2583966666666666,0.42925999999999986,0.45084,0.22666666666666666,0.6679933333333339,0.631933333333333,0.8503099999999997,0.17891666666666659,0.5040250000000001,0.9073466666666667,0.4763149999999999,0.6999299999999997,0.20754999999999993,0.23017
FH_Google_Harvard_CPF,0.5334399999999997,0.7953466666666668,1.5623033333333314,0.5090033333333331,0.6303999999999998,0.627843333333333,0.6374133333333332,0.6096166666666666,0.6460999999999999,0.6900400000000002,0.6044333333333333,0.46042333333333363,0.0,0.6131000000000002,0.8946400000000002,0.47697333333333364,0.5135766666666666,0.3389366666666668,0.43652000000000013,0.5316399999999999,0.4614633333333332,0.5208766666666667,0.47684666666666675,0.4345033333333334,0.54728,0.2824666666666666,0.7326399999999993,0.5369800000000001,0.7443533333333323,0.3797000000000003,0.5745100000000002,0.9931799999999993,0.50178,0.7023599999999997,0.48963000000000007,0.41925999999999986
FH_IEM_MED_CovidProject,0.5480400000000001,0.8309799999999998,1.527340000000001,0.29188,0.31867999999999996,0.31606,0.34124000000000004,0.3067,0.34124000000000004,0.50348,0.46326,0.4999199999999999,0.6131000000000002,0.0,0.90636,0.21416000000000002,0.6286399999999999,0.7077799999999997,0.37453999999999993,0.28079999999999994,0.16218,0.62396,0.30304,0.49692000000000003,0.34006000000000003,0.39654000000000006,0.7817800000000001,0.547,0.5696200000000001,0.42787999999999987,,,0.552,0.28687999999999997,,0.3636600000000001
FH_IowaStateLW_STEM,0.8022733333333326,0.6918433333333329,1.3391099999999998,0.8576000000000003,0.8385066666666668,0.8434933333333334,0.7847133333333332,0.8567299999999997,0.8165466666666664,0.8086200000000002,0.7432199999999998,0.9318933333333335,0.8946400000000002,0.90636,0.0,0.9079466666666658,0.8150566666666672,0.9357133333333333,0.9108240000000002,0.9627499999999998,0.9092633333333331,0.8630500000000001,0.903466666666667,0.7689566666666664,0.8430999999999998,0.9971733333333339,0.6281400000000006,0.8175333333333324,0.6298766666666664,0.9888666666666668,0.7929800000000001,0.5019000000000001,0.6829499999999997,0.7552233333333334,0.9373299999999999,0.9368400000000001
FH_JCB_PRM,0.5941199999999999,0.7452466666666667,1.510959999999993,0.51235,0.7106899999999999,0.6612966666666668,0.7351133333333343,0.6116499999999996,0.6970900000000007,0.8252359999999999,0.6534966666666666,0.45452333333333317,0.47697333333333364,0.21416000000000002,0.9079466666666658,0.0,0.4979000000000005,0.3861866666666673,0.3932480000000003,0.4785700000000002,0.4640366666666669,0.5472466666666664,0.4391333333333334,0.32275666666666686,0.25183999999999995,0.09527999999999993,0.81354,0.7226333333333337,0.7077266666666661,0.3410366666666667,0.6032799999999999,1.1472066666666654,0.549085,0.7304733333333331,0.7523900000000004,0.41304666666666706
FH_JHUAPL_Bucky,0.47160000000000024,0.7450000000000002,1.4914299999999974,0.34499,0.5666899999999998,0.5371299999999999,0.5780266666666666,0.48854666666666674,0.5422799999999999,0.6292760000000002,0.6563933333333338,0.46143333333333325,0.5135766666666666,0.6286399999999999,0.8150566666666672,0.4979000000000005,0.0,0.3665766666666666,0.44834000000000035,0.39033999999999996,0.35207,0.47790333333333374,0.3639466666666668,0.49383666666666726,0.6475,0.5313,0.6673966666666657,0.6044200000000006,0.7962933333333329,0.4277199999999997,0.520615,0.9572399999999998,0.40042999999999984,0.7097199999999995,0.5290699999999997,0.4454199999999998
FH_JHU_CSSE_DECOM,0.4911466666666666,0.8017333333333335,1.5418366666666645,0.3494233333333333,0.5453466666666669,0.4928333333333336,0.5818633333333333,0.43510333333333356,0.5034933333333333,0.6642879999999999,0.774103333333333,0.2401633333333335,0.3389366666666668,0.7077799999999997,0.9357133333333333,0.3861866666666673,0.3665766666666666,0.0,0.39074000000000003,0.18934499999999996,0.26479666666666685,0.32012333333333337,0.25464000000000003,0.4142466666666666,0.5004800000000001,0.1902133333333333,0.7498033333333332,0.6370900000000002,0.9044333333333333,0.14042666666666662,0.47270499999999993,1.1318066666666662,0.49981500000000006,0.7750733333333335,0.21323999999999996,0.26957666666666685
FH_JHU_IDD_CovidSP,0.5016600000000003,0.7903879999999995,1.5352839999999974,0.39592800000000034,0.4796679999999998,0.4577279999999999,0.48795599999999995,0.447072,0.481108,0.6522000000000004,0.5893119999999993,0.36470000000000025,0.43652000000000013,0.37453999999999993,0.9108240000000002,0.3932480000000003,0.44834000000000035,0.39074000000000003,0.0,0.36407333333333347,0.37747600000000014,0.44775999999999994,0.3997879999999999,0.3998879999999999,0.32648000000000005,0.3247133333333334,0.6759799999999999,0.5611640000000001,0.7230319999999997,0.3780080000000001,0.6516133333333332,0.8762066666666669,0.5054850000000001,0.6330560000000001,0.6124599999999999,0.2883240000000001
FH_JHU_UNC_GAS_StatMechPool,0.44915999999999995,0.8309550000000004,1.5250249999999994,0.20195500000000005,0.31750000000000006,0.2648149999999999,0.4180599999999996,0.2059650000000001,0.26145500000000016,0.4448533333333333,0.8804849999999996,0.14905000000000007,0.5316399999999999,0.28079999999999994,0.9627499999999998,0.4785700000000002,0.39033999999999996,0.18934499999999996,0.36407333333333347,0.0,0.10895000000000003,0.241025,0.15818500000000005,0.5812550000000002,0.35496,0.30924,0.7270749999999997,0.6281899999999999,1.0136199999999997,0.12185500000000005,0.5267999999999998,0.96934,0.5972499999999998,0.7744949999999996,0.2508600000000001,0.18952000000000005
FH_Karlen_pypm,0.39079666666666696,0.8251499999999998,1.5426666666666617,0.21922000000000005,0.3838333333333333,0.33366,0.4446866666666668,0.2762833333333333,0.3429799999999999,0.4669920000000004,0.7156533333333331,0.2352266666666666,0.4614633333333332,0.16218,0.9092633333333331,0.4640366666666669,0.35207,0.26479666666666685,0.37747600000000014,0.10895000000000003,0.0,0.35751000000000016,0.15083666666666667,0.49974666666666695,0.30834,0.3614999999999998,0.6833133333333333,0.5817533333333336,0.8928799999999998,0.21416666666666667,0.5201250000000003,0.9057733333333331,0.4612000000000003,0.6304000000000004,0.26901000000000014,0.21585
FH_LANL_GrowthRate,0.4361300000000003,0.7809600000000001,1.5672899999999998,0.3047733333333335,0.4106333333333334,0.389316666666667,0.4140800000000002,0.3543533333333333,0.3370533333333333,0.6163680000000001,0.7294666666666668,0.28008000000000005,0.5208766666666667,0.62396,0.8630500000000001,0.5472466666666664,0.47790333333333374,0.32012333333333337,0.44775999999999994,0.241025,0.35751000000000016,0.0,0.2939333333333334,0.515286666666667,0.5695000000000001,0.4822333333333332,0.5729399999999998,0.6371466666666666,0.8874633333333328,0.3293666666666667,0.54415,0.8162133333333336,0.4745350000000003,0.6322566666666671,0.2958200000000002,0.35077
