,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MSRA_DeepST,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UCSB_ACTS,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,FH_UVA_Ensemble,USC_SI_kJalpha,USC_SI_kJalpha_RF,ensemble_SIkJa_RF
FH_BPagano_RtDriven,0.0,0.8054966666666665,1.5117199999999984,0.39254000000000017,0.47858666666666694,0.4476666666666668,0.5644833333333334,0.4216566666666669,0.4531933333333332,0.5298080000000003,0.7307399999999993,0.4257566666666667,0.57005,0.8545999999999988,0.5687933333333335,0.4716066666666668,0.43697999999999987,0.5332880000000001,0.4281950000000001,0.39343666666666655,0.5327933333333341,0.39301000000000047,0.5838399999999996,0.5369500000000003,0.7165066666666662,0.7164199999999992,0.8626599999999994,0.4650933333333334,0.5782839999999998,0.7588949999999997,0.42887333333333355,0.6261433333333335,0.5556100000000002,0.3918333333333336
FH_CEID_Walk,0.8054966666666665,0.0,1.2694766666666673,0.7202499999999998,0.8758699999999999,0.8702066666666659,0.8241300000000001,0.8560266666666665,0.8626499999999999,0.8219120000000003,0.7520833333333333,0.8770099999999996,0.8019566666666664,0.7089433333333333,0.7857333333333332,0.7912800000000001,0.8626333333333338,0.8322280000000003,0.9159350000000002,0.8874166666666664,0.8176933333333335,0.8519766666666665,0.7557600000000001,0.7143799999999998,0.7500533333333328,0.8276966666666667,0.757273333333334,0.8382466666666663,0.7859319999999996,0.78532,0.6805066666666666,0.7715233333333334,0.9115599999999998,0.8561833333333332
FH_COVIDhub_baseline,1.5117199999999984,1.2694766666666673,0.0,1.414126666666666,1.5445099999999974,1.5593199999999978,1.5501766666666659,1.5402700000000005,1.5450899999999999,1.4131879999999999,1.4464766666666653,1.5994366666666648,1.5343266666666642,1.304523333333333,1.4892466666666595,1.4526566666666627,1.5249466666666616,1.5079959999999992,1.4676100000000003,1.529229999999995,1.5593966666666677,1.5486299999999993,1.5906760000000006,1.5818800000000004,1.5252866666666665,1.419269999999999,1.5490433333333313,1.4959499999999941,1.4745039999999987,1.5644849999999997,1.6717133333333323,1.5000333333333304,1.5908599999999995,1.5715166666666665
FH_COVIDhub_ensemble,0.39254000000000017,0.7202499999999998,1.414126666666666,0.0,0.42099666666666713,0.3827166666666667,0.48187333333333376,0.3313733333333335,0.37492,0.47096799999999994,0.7343999999999996,0.3414999999999999,0.5277433333333331,0.8788299999999998,0.5509433333333337,0.35744000000000004,0.3378166666666666,0.4511080000000002,0.2757900000000001,0.2850566666666667,0.4323933333333338,0.27502333333333334,0.5625680000000001,0.4598199999999998,0.67048,0.6600500000000001,0.9702533333333326,0.3264833333333333,0.5542160000000002,0.8356149999999993,0.37805999999999984,0.692436666666667,0.37533999999999973,0.3072166666666669
FH_CU_nochange,0.47858666666666694,0.8758699999999999,1.5445099999999974,0.42099666666666713,0.0,0.05601666666666662,0.27550000000000047,0.12578333333333339,0.09329333333333345,0.45372000000000035,0.8472833333333325,0.381716666666667,0.6562000000000001,0.8839999999999988,0.7045333333333336,0.5520700000000007,0.468663333333333,0.5207840000000006,0.3011349999999998,0.38083666666666666,0.5512433333333336,0.3425466666666667,0.6875560000000004,0.8714000000000003,0.6933433333333329,0.7248433333333332,0.9954899999999989,0.5298700000000003,0.6866000000000002,0.52123,0.5286200000000001,0.6635599999999997,0.30095999999999984,0.3303200000000001
FH_CU_scenario_high,0.4476666666666668,0.8702066666666659,1.5593199999999978,0.3827166666666667,0.05601666666666662,0.0,0.30175666666666706,0.06387666666666666,0.05847333333333335,0.41647600000000007,0.8536499999999996,0.3226633333333333,0.6343166666666664,0.885993333333333,0.6479600000000001,0.49724333333333365,0.39224333333333333,0.5107320000000004,0.233145,0.31154666666666664,0.5313933333333332,0.2812833333333333,0.6685039999999998,0.8062599999999999,0.7025766666666665,0.7403366666666668,1.0102099999999998,0.46073333333333344,0.63466,0.5734150000000003,0.5189533333333333,0.6740766666666664,0.26253,0.2786766666666667
FH_CU_scenario_low,0.5644833333333334,0.8241300000000001,1.5501766666666659,0.48187333333333376,0.27550000000000047,0.30175666666666706,0.0,0.301276666666667,0.2534066666666668,0.6405559999999997,0.7336066666666667,0.5607366666666667,0.6494066666666669,0.7656866666666663,0.8229166666666676,0.6376199999999997,0.6233666666666671,0.5497400000000002,0.5710950000000002,0.54892,0.42366666666666675,0.47032,0.6460359999999996,0.8581600000000001,0.4544733333333337,0.6483699999999997,0.8193833333333334,0.6543399999999996,0.6536440000000004,0.4001450000000002,0.5253600000000002,0.5236533333333337,0.4025599999999999,0.5093933333333335
FH_CU_scenario_mid,0.4216566666666669,0.8560266666666665,1.5402700000000005,0.3313733333333335,0.12578333333333339,0.06387666666666666,0.301276666666667,0.0,0.047869999999999996,0.4211480000000001,0.8457099999999993,0.2836733333333334,0.6197400000000003,0.8905500000000001,0.598113333333333,0.4388533333333334,0.33472000000000013,0.4948120000000006,0.174375,0.2571766666666669,0.5069266666666671,0.21444333333333337,0.6338239999999998,0.7324600000000001,0.6891966666666671,0.7264299999999996,1.0526799999999996,0.3932833333333333,0.5794320000000002,0.641955,0.4927333333333336,0.6703399999999993,0.27141000000000026,0.2661466666666668
FH_CU_select,0.4531933333333332,0.8626499999999999,1.5450899999999999,0.37492,0.09329333333333345,0.05847333333333335,0.2534066666666668,0.047869999999999996,0.0,0.4483720000000001,0.8601533333333333,0.3169566666666669,0.6682900000000004,0.8640733333333329,0.6684300000000006,0.5083666666666665,0.4037666666666666,0.5283680000000002,0.21072500000000005,0.3190866666666667,0.5018633333333337,0.27273000000000014,0.6887959999999995,0.8581600000000001,0.6547633333333336,0.7389699999999997,1.0402533333333326,0.4596066666666665,0.6212040000000009,0.5183200000000001,0.5253600000000002,0.6509133333333336,0.27141000000000026,0.31304000000000004
FH_Covid19Sim_Simulator,0.5298080000000003,0.8219120000000003,1.4131879999999999,0.47096799999999994,0.45372000000000035,0.41647600000000007,0.6405559999999997,0.4211480000000001,0.4483720000000001,0.0,0.8369800000000004,0.5487480000000002,0.7007839999999995,0.8414039999999996,0.7918680000000002,0.6273239999999999,0.5678200000000001,0.6931550000000003,0.36830666666666656,0.44689200000000007,0.74166,0.45747999999999994,0.8521300000000003,0.8835199999999994,0.8461079999999995,0.7298920000000003,0.9822479999999991,0.591448,0.6332899999999999,0.6421466666666664,0.62504,0.7276479999999992,0.48019000000000006,0.4632920000000002
