,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.1553366666666667,0.87986,1.2690400000000002,0.14767999999999992,0.0,0.2465649999999999,0.365475,0.1918550000000001,0.23177,0.23177,0.31204000000000015,0.18730800000000009,0.7539650000000003,0.5055433333333331,0.6536799999999999,0.160212,0.10798000000000017,0.31302333333333354,0.41294000000000025,0.55535,0.1176200000000001,0.5027466666666668,0.08496000000000013,0.7819039999999995,0.2870200000000002,0.2899880000000003,0.31727999999999984,0.6965,0.11010666666666666,0.3271499999999999,0.7411100000000004,0.9140839999999997,0.190996,0.12912666666666672
FH_BPagano_RtDriven,0.1553366666666667,0.0,0.9936559999999999,1.4097700000000004,0.07476000000000001,0.23263999999999999,0.28298000000000006,0.3949050000000003,0.16858499999999998,0.29826,0.29826,0.23298666666666681,0.12628000000000003,0.7125150000000007,0.5797900000000004,0.69688,0.09604000000000004,0.14033200000000012,0.28367000000000053,0.3921350000000001,0.5231600000000001,0.08260666666666672,0.6111666666666664,0.10679999999999996,0.8069239999999999,0.28309666666666705,0.25353200000000004,0.376015,0.7246760000000002,0.07005666666666673,0.34092999999999973,0.7079250000000004,0.9147560000000001,0.1284120000000001,0.10107000000000009
FH_CEID_Walk,0.87986,0.9936559999999999,0.0,0.8469149999999998,0.9624599999999998,0.8460500000000003,0.9118749999999998,0.909905,0.943994999999999,0.8565000000000002,0.8565000000000002,0.941508,1.013384,0.9246450000000002,0.8725279999999999,0.83636,1.0370359999999996,0.8942999999999998,1.0047240000000002,0.9763549999999998,0.8828099999999998,0.9951560000000002,0.8104800000000001,0.9113440000000002,0.7881560000000002,0.8097479999999999,1.0345949999999997,0.8713699999999995,1.0555950000000005,0.9791559999999996,0.8998159999999998,0.9484199999999998,0.959728,1.0429159999999997,1.0241600000000002
FH_COVIDhub_baseline,1.2690400000000002,1.4097700000000004,0.8469149999999998,0.0,1.4039599999999999,1.2903999999999995,1.333206666666667,1.3678199999999996,1.3610733333333338,1.23672,1.23672,1.3836150000000007,1.4483849999999996,1.3887799999999997,1.0652850000000011,1.5726599999999997,1.4463000000000001,1.26624,1.4329499999999995,1.3798866666666674,1.6584600000000003,1.4014500000000008,1.1552900000000006,1.289315,1.2154200000000002,1.0258850000000002,1.4390600000000004,1.1466999999999996,1.4830800000000002,1.4138900000000003,1.0110650000000003,1.4296999999999997,1.2189100000000008,1.517855,1.4552049999999994
FH_COVIDhub_ensemble,0.14767999999999992,0.07476000000000001,0.9624599999999998,1.4039599999999999,0.0,0.19682999999999992,0.25568666666666656,0.3595999999999998,0.15348666666666672,0.2758399999999999,0.2758399999999999,0.25508000000000014,0.08155333333333332,0.6633600000000002,0.6747266666666669,0.6653200000000001,0.09446666666666667,0.1195533333333333,0.3805733333333335,0.3918533333333333,0.45977,0.07530666666666663,0.5600333333333332,0.07444666666666665,0.6168066666666667,0.3391533333333332,0.34919999999999995,0.3581700000000001,0.55877,0.03304666666666665,0.26343333333333335,0.674613333333333,0.9067533333333337,0.10251333333333332,0.08105999999999994
FH_COVIDhub_trained_ensemble,0.0,0.23263999999999999,0.8460500000000003,1.2903999999999995,0.19682999999999992,0.0,0.30155999999999994,0.4503999999999999,0.26289000000000007,0.2787799999999999,0.2787799999999999,0.41375999999999974,0.24792999999999996,0.6460200000000004,0.77168,0.6536799999999999,0.2622600000000001,0.15368000000000007,0.60718,0.4715200000000002,0.55535,0.20753,0.5392299999999998,0.16279000000000005,0.8760899999999999,0.4254100000000001,0.87204,0.3446,0.36666000000000004,0.22241,0.35873,0.6268699999999998,0.8466499999999997,0.31639,0.19890999999999998
FH_CU_nochange,0.2465649999999999,0.28298000000000006,0.9118749999999998,1.333206666666667,0.25568666666666656,0.30155999999999994,0.0,0.1538100000000001,0.11799000000000005,0.08181499999999996,0.08181499999999996,0.44711999999999996,0.2835999999999998,0.7618499999999997,0.480195,0.6544600000000002,0.2909849999999998,0.2558649999999999,0.4002900000000002,0.47212499999999985,0.5378999999999998,0.25919999999999993,0.5832850000000004,0.25879500000000005,0.73321,0.3937050000000001,0.44966666666666666,0.39690666666666685,0.8481066666666666,0.247735,0.4243300000000001,0.7159350000000002,0.9077299999999997,0.30421500000000007,0.26482499999999987
FH_CU_scenario_high,0.365475,0.3949050000000003,0.909905,1.3678199999999996,0.3595999999999998,0.4503999999999999,0.1538100000000001,0.0,0.2853700000000001,0.19884000000000002,0.19884000000000002,0.5420200000000003,0.3774,0.7411350000000003,0.43005500000000046,0.5860800000000002,0.38833999999999996,0.37585500000000016,0.4133200000000001,0.5089850000000005,0.4320299999999998,0.3765700000000001,0.5734199999999999,0.37469500000000006,0.7064150000000007,0.4677800000000001,0.4648733333333334,0.44939999999999997,0.7899266666666666,0.3636349999999999,0.54457,0.7055399999999998,0.891025,0.37393500000000024,0.373465
FH_CU_scenario_low,0.1918550000000001,0.16858499999999998,0.943994999999999,1.3610733333333338,0.15348666666666672,0.26289000000000007,0.11799000000000005,0.2853700000000001,0.0,0.12968500000000008,0.12968500000000008,0.3620150000000002,0.18344500000000014,0.7220600000000001,0.5138350000000004,0.7053200000000001,0.18932499999999983,0.1829900000000001,0.3714200000000001,0.4580449999999998,0.5471299999999998,0.15002499999999996,0.6562700000000004,0.1692100000000001,0.7593650000000003,0.3529150000000001,0.3592,0.3601133333333334,0.8831866666666669,0.13175499999999998,0.3237400000000001,0.6907500000000002,0.8975950000000001,0.21118000000000003,0.18014500000000017
FH_CU_scenario_mid,0.23177,0.29826,0.8565000000000002,1.23672,0.2758399999999999,0.2787799999999999,0.08181499999999996,0.19884000000000002,0.12968500000000008,0.0,0.0,0.4579849999999998,0.31029,0.7684700000000001,0.46413,0.73992,0.31385500000000016,0.23098500000000002,0.4288600000000001,0.5119299999999999,0.5748399999999999,0.26857500000000006,0.5492750000000001,0.25317500000000026,0.7530349999999997,0.3775500000000001,0.5021799999999998,0.3630333333333335,0.9030933333333325,0.2587750000000001,0.4066550000000002,0.721815,0.9399949999999996,0.3494850000000001,0.29300000000000004
