,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.23406333333333326,0.9380633333333329,0.4177199999999999,1.567166666666666,0.32701333333333343,0.0,0.33858333333333324,0.4281233333333332,0.351384,0.4281233333333332,0.06621999999999996,0.6745566666666669,0.5603666666666668,0.20979333333333333,0.20962666666666677,0.14699666666666666,0.3084300000000001,0.3756233333333336,0.19794000000000012,0.16505333333333333,0.5816166666666667,0.8018499999999997,0.7114266666666668,0.24683666666666676,0.5308200000000005,0.5846766666666665,1.1029899999999988,1.2431533333333333,1.0629499999999998,0.7055320000000005,0.41727666666666685,0.13522000000000003
FH_BPagano_RtDriven,0.23406333333333326,0.0,0.8439933333333329,0.3885800000000002,1.495989999999999,0.27801666666666647,0.263568,0.3289466666666667,0.41026666666666683,0.3180280000000001,0.41026666666666683,0.14580666666666667,0.6202899999999995,0.5954666666666669,0.3349633333333335,0.33430000000000004,0.28772666666666663,0.40341999999999995,0.3282833333333336,0.34200333333333316,0.1601733333333334,0.5505266666666667,0.8134166666666669,0.7220533333333334,0.3100333333333333,0.5266933333333335,0.66225,0.9915033333333328,1.1585400000000008,1.0572199999999996,0.6769279999999996,0.4460266666666666,0.25532666666666687
FH_CEID_Walk,0.9380633333333329,0.8439933333333329,0.0,0.7274399999999999,1.095829999999999,0.8262299999999999,0.9417519999999996,0.9172666666666675,0.8929900000000004,0.8626719999999994,0.8929900000000004,0.94532,0.856783333333333,0.9380399999999993,0.9690100000000001,0.9206100000000002,0.9406933333333333,0.934056666666667,0.8749966666666668,0.9781866666666665,0.9229400000000002,0.8056233333333332,0.8667100000000003,0.7828133333333332,0.9060433333333336,0.8716966666666672,0.9080433333333335,0.7966500000000004,0.8136533333333333,0.91702,0.857156,0.9380966666666671,0.9423700000000003
FH_COVIDhub_4_week_ensemble,0.4177199999999999,0.3885800000000002,0.7274399999999999,0.0,1.4121400000000006,0.0,0.4177199999999999,0.4236600000000001,0.45705999999999997,0.36273999999999995,0.45705999999999997,,0.45489999999999986,0.85798,0.9249600000000001,0.43675999999999965,0.5887000000000002,0.90096,0.32678000000000007,0.63662,0.24683999999999995,0.8197200000000002,0.5621600000000001,,0.4680599999999998,0.5668800000000003,0.49647999999999987,0.4527800000000001,0.7093200000000002,0.5011199999999999,0.6955600000000003,0.39454000000000006,0.5711400000000001
FH_COVIDhub_baseline,1.567166666666666,1.495989999999999,1.095829999999999,1.4121400000000006,0.0,1.4983133333333327,1.5638919999999996,1.5423866666666661,1.545446666666665,1.5509439999999997,1.545446666666665,1.5523000000000005,1.4917499999999988,1.6013466666666676,1.5433633333333288,1.5586233333333308,1.5556266666666654,1.4845099999999962,1.5326233333333312,1.5935300000000001,1.5515599999999974,1.3894100000000003,1.4741566666666672,1.3199466666666666,1.579663333333333,1.4275433333333327,1.6619533333333352,1.4873866666666662,0.985653333333333,1.5197600000000002,1.439375999999999,1.5973366666666664,1.5538099999999981
FH_COVIDhub_ensemble,0.32701333333333343,0.27801666666666647,0.8262299999999999,0.0,1.4983133333333327,0.0,0.35906800000000005,0.31070000000000014,0.3315699999999999,0.25054800000000005,0.3315699999999999,0.2872733333333334,0.4982600000000004,0.7705399999999997,0.5100633333333332,0.33301333333333366,0.4268800000000001,0.5145833333333333,0.2694666666666668,0.49672,0.2987800000000001,0.55118,0.7807500000000004,0.5763600000000001,0.35097000000000006,0.4914933333333329,0.5171233333333334,0.7625800000000008,1.0650200000000005,0.8387300000000001,0.6337880000000002,0.3905533333333336,0.31713999999999987
FH_COVIDhub_trained_ensemble,0.0,0.263568,0.9417519999999996,0.4177199999999999,1.5638919999999996,0.35906800000000005,0.0,0.3834199999999999,0.4737799999999999,0.39919999999999994,0.4737799999999999,0.09372,0.7311320000000001,0.5603666666666668,0.24808800000000003,0.23553600000000008,0.17387999999999998,0.339928,0.4118800000000003,0.23430800000000013,0.19777199999999998,0.6166800000000001,0.7805239999999998,0.7114266666666668,0.2739440000000002,0.557452,0.5736720000000002,1.083259999999999,1.159116000000001,1.0629499999999998,0.7055320000000005,0.41446800000000006,0.15144400000000008
FH_CU_nochange,0.33858333333333324,0.3289466666666667,0.9172666666666675,0.4236600000000001,1.5423866666666661,0.31070000000000014,0.3834199999999999,0.0,0.06776666666666674,0.06447999999999997,0.06776666666666674,0.23961999999999994,0.4956833333333335,0.7629666666666666,0.48589666666666675,0.35018,0.3989766666666667,0.533033333333333,0.2974133333333334,0.4391033333333334,0.30618333333333336,0.5964999999999999,0.8139766666666666,0.6445533333333334,0.36556000000000005,0.4557633333333329,0.5730633333333337,0.8091566666666663,1.1518366666666662,0.7862500000000001,0.7080520000000003,0.4751033333333334,0.37615666666666664
FH_CU_scenario_low,0.4281233333333332,0.41026666666666683,0.8929900000000004,0.45705999999999997,1.545446666666665,0.3315699999999999,0.4737799999999999,0.06776666666666674,0.0,0.08783200000000006,0.0,0.3746399999999999,0.4848800000000002,0.6826,0.5670966666666666,0.4092400000000003,0.4950166666666664,0.5701166666666668,0.3247600000000002,0.5297533333333334,0.40529000000000026,0.5620400000000003,0.7755700000000001,0.6002133333333335,0.41551666666666665,0.52207,0.5352300000000002,0.6965433333333331,1.099626666666666,0.7764500000000002,0.7060040000000004,0.5253866666666663,0.43323666666666677
FH_CU_scenario_mid,0.351384,0.3180280000000001,0.8626719999999994,0.36273999999999995,1.5509439999999997,0.25054800000000005,0.39919999999999994,0.06447999999999997,0.08783200000000006,0.0,0.08783200000000006,0.24455333333333343,0.48751599999999984,0.7106933333333335,0.5041,0.33093199999999995,0.42448000000000025,0.5593799999999995,0.2652719999999999,0.4903120000000002,0.305032,0.5209119999999999,0.7893279999999998,0.6477300000000001,0.3560680000000002,0.49154399999999965,0.535948,0.7043680000000002,1.0754080000000008,0.8152699999999996,0.6859599999999998,0.45259599999999983,0.3688559999999999
