,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_IowaStateLW_STEM,FH_JHU_IDD_CovidSP,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_RobertWalraven_ESG,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,UMich_RidgeTfReg,USC_SI_kJalpha,ensemble_SIkJa_RF
FH_CEID_Walk,0.0,1.00252,0.52478,0.8821799999999999,,0.6453200000000001,0.7163200000000002,,0.9943400000000001,0.9373800000000003,0.7808999999999999,0.6674000000000002,0.7717999999999998,0.85216,0.7134000000000001,0.7616400000000003,0.63236,0.7694199999999999,0.7599399999999998
FH_COVIDhub_baseline,1.00252,0.0,1.081425,1.1958600000000001,1.1440399999999997,1.2253533333333329,1.3155199999999996,1.0549519999999992,1.4163233333333316,1.3137150000000006,1.433379999999998,1.2662680000000008,0.9424466666666664,1.359040000000001,1.0134599999999996,1.2581133333333325,1.144626666666667,1.3442599999999993,1.3540120000000007
FH_COVIDhub_ensemble,0.52478,1.081425,0.0,0.7763199999999999,0.4920666666666665,0.7163000000000003,0.4409866666666668,0.7019333333333335,0.8119200000000001,0.8047849999999999,0.629765,0.48884500000000003,0.5739950000000004,0.4767400000000003,0.7008000000000001,0.4881850000000003,0.6490950000000005,0.46981,0.8731250000000002
FH_CU_select,0.8821799999999999,1.1958600000000001,0.7763199999999999,0.0,,1.02594,0.7915800000000004,,0.6205400000000001,0.8393600000000001,1.0589199999999999,0.8503800000000001,0.5321800000000002,1.00462,0.41031999999999996,0.8995600000000001,0.7881,1.01062,0.44278
FH_Covid19Sim_Simulator,,1.1440399999999997,0.4920666666666665,,0.0,0.9178919999999996,0.6145400000000001,0.7957559999999998,0.6627960000000002,0.7194800000000001,0.7875120000000002,0.5122150000000003,0.8447239999999999,0.574632,0.46836000000000005,0.7277239999999997,0.700532,0.5555440000000001,0.7797800000000009
FH_CovidAnalytics_DELPHI,0.6453200000000001,1.2253533333333329,0.7163000000000003,1.02594,0.9178919999999996,0.0,0.5492400000000004,0.6525360000000002,1.090013333333334,0.9012149999999997,0.4032133333333334,0.8759159999999994,0.7960033333333331,0.7719633333333332,0.69028,0.6404933333333329,0.6242433333333335,0.8194733333333334,1.0637400000000006
FH_DDS_NBDS,0.7163200000000002,1.3155199999999996,0.4409866666666668,0.7915800000000004,0.6145400000000001,0.5492400000000004,0.0,0.5378200000000001,0.8604000000000004,0.9388200000000002,0.32095333333333337,0.5887000000000004,0.6652800000000001,0.5614133333333332,0.823,0.4876666666666668,0.6447733333333335,0.4143133333333332,1.0144666666666666
FH_IowaStateLW_STEM,,1.0549519999999992,0.7019333333333335,,0.7957559999999998,0.6525360000000002,0.5378200000000001,0.0,1.0002080000000002,1.0112333333333337,0.5959560000000002,0.8806599999999994,0.7929,0.788676,0.5131200000000001,0.743716,0.7162,0.8133680000000002,1.07708
FH_JHU_IDD_CovidSP,0.9943400000000001,1.4163233333333316,0.8119200000000001,0.6205400000000001,0.6627960000000002,1.090013333333334,0.8604000000000004,1.0002080000000002,0.0,0.48524000000000017,1.0425333333333342,0.4964199999999998,0.9703933333333331,0.7220766666666664,0.42611,0.8431099999999997,0.767773333333333,0.6507366666666666,0.413204
FH_Karlen_pypm,0.9373800000000003,1.3137150000000006,0.8047849999999999,0.8393600000000001,0.7194800000000001,0.9012149999999997,0.9388200000000002,1.0112333333333337,0.48524000000000017,0.0,1.0437000000000003,0.677705,0.6430799999999998,0.6179400000000002,0.4592999999999999,0.8037899999999999,0.7517650000000003,0.8220800000000003,0.4637449999999999
