,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_CDC_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IHME_CurveFit,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_MUNI_VAR,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
FH_CU_select,0.3606233333333334,0.4922966666666664,0.5822933333333332,0.67366,1.4709366666666666,0.5822933333333332,0.3606233333333334,0.18421666666666653,0.18829,0.09454333333333335,0.0,0.7930766666666671,0.6882333333333335,0.5879800000000001,0.32202000000000003,0.4631766666666668,0.5025600000000001,0.6588666666666666,0.51185,0.6283966666666663,0.6921550000000001,0.51949,0.5271733333333333,0.46103999999999984,0.5149000000000001,0.5517266666666668,0.8012433333333329,0.8347766666666665,0.6418066666666667,0.6865000000000001,0.45086000000000004
FH_CovidAnalytics_DELPHI,0.51777,0.4857566666666665,0.2989699999999999,0.50444,1.5424266666666664,0.2989699999999999,0.51777,0.6429233333333334,0.698783333333333,0.7355733333333333,0.7930766666666671,0.0,0.9904200000000005,0.5485033333333331,0.8681,0.49064666666666673,0.4556099999999999,0.34140666666666664,0.3249466666666667,0.21513999999999991,0.4640900000000005,0.08282499999999997,0.0204933333333333,0.6104333333333334,0.7917466666666667,0.44850666666666655,0.07230000000000003,0.25305333333333346,0.9245533333333333,0.3570233333333337,0.6664499999999998
FH_Google_Harvard_CPF,0.8543933333333337,0.8636899999999997,0.9611033333333335,0.95202,1.5510233333333336,0.9611033333333335,0.8543933333333337,0.718693333333333,0.6860266666666665,0.72819,0.6882333333333335,0.9904200000000005,0.0,0.8050566666666668,0.7134800000000002,0.8377833333333324,0.9255766666666665,1.0026666666666666,0.8659433333333332,0.9451699999999994,0.9129199999999998,0.8257450000000003,0.9580733333333329,0.7695200000000004,0.7386266666666668,0.722206666666667,1.0058266666666673,0.9984033333333332,0.4007200000000001,0.8674766666666662,0.7844666666666662
FH_IEM_MED_CovidProject,0.45033333333333353,0.36058666666666683,0.41140333333333334,0.54928,1.442373333333331,0.41140333333333334,0.45033333333333353,0.6124466666666667,0.6268833333333338,0.5969133333333332,0.5879800000000001,0.5485033333333331,0.8050566666666668,0.0,0.5042,0.5846833333333338,0.4767500000000003,0.3514866666666668,0.41918333333333313,0.4722433333333331,0.5728450000000003,0.4132500000000002,0.44004666666666653,0.5941199999999999,0.5508133333333334,0.6654333333333337,0.5309366666666668,0.5692166666666669,0.8410199999999999,0.55756,0.4881300000000002
FH_IHME_CurveFit,0.34931999999999985,0.41065999999999997,0.44912000000000013,,1.4616200000000004,0.44912000000000013,0.34931999999999985,0.6717400000000001,0.6999200000000001,0.5577199999999999,0.32202000000000003,0.8681,0.7134800000000002,0.5042,0.0,0.5023399999999999,0.42661999999999994,0.6653600000000001,0.40820000000000006,0.6173200000000001,,,,0.5124999999999998,0.5101599999999998,0.5762999999999999,0.9991400000000003,1.0596999999999996,,0.8877799999999999,0.48336000000000007
FH_JHUAPL_Bucky,0.4029299999999999,0.5154566666666665,0.38585333333333327,0.5936399999999998,1.4970399999999981,0.38585333333333327,0.4029299999999999,0.43159333333333355,0.5002,0.44426,0.4631766666666668,0.49064666666666673,0.8377833333333324,0.5846833333333338,0.5023399999999999,0.0,0.48079999999999956,0.5267133333333336,0.4006000000000002,0.4167866666666665,0.5578250000000002,0.2706549999999998,0.34436000000000005,0.5472799999999999,0.6732533333333336,0.44208,0.4907566666666668,0.5152266666666666,0.8668666666666667,0.5477766666666669,0.5241199999999999
FH_JHU_CSSE_DECOM,0.32503666666666686,0.3046500000000002,0.28287333333333325,0.4504200000000001,1.4312533333333342,0.28287333333333325,0.32503666666666686,0.5240266666666664,0.6006033333333337,0.5396266666666667,0.5025600000000001,0.4556099999999999,0.9255766666666665,0.4767500000000003,0.42661999999999994,0.48079999999999956,0.0,0.42660666666666675,0.28565000000000024,0.4168766666666669,0.49740000000000006,0.17236000000000004,0.11890666666666663,0.40581999999999996,0.5589600000000005,0.4520866666666668,0.4563633333333334,0.5937966666666668,0.8633133333333334,0.48039000000000004,0.5633799999999998
FH_JHU_UNC_GAS_StatMechPool,0.41843333333333327,0.36334,0.32706666666666667,,1.398360000000001,0.32706666666666667,0.41843333333333327,0.6264799999999998,0.6716266666666669,0.6749400000000002,0.6588666666666666,0.34140666666666664,1.0026666666666666,0.3514866666666668,0.6653600000000001,0.5267133333333336,0.42660666666666675,0.0,0.34974000000000005,0.41103333333333336,0.52095,0.25902000000000003,0.14751999999999998,0.6468266666666668,0.5841799999999999,0.5066499999999999,0.3709600000000001,0.4465999999999999,0.8978899999999997,0.41465333333333343,0.49335333333333314
FH_KITmetricslab_select_ensemble,0.32217666666666683,0.27668000000000004,0.25675000000000003,0.36188,1.5755666666666657,0.25675000000000003,0.32217666666666683,0.4954133333333334,0.5980466666666666,0.5497133333333338,0.51185,0.3249466666666667,0.8659433333333332,0.41918333333333313,0.40820000000000006,0.4006000000000002,0.28565000000000024,0.34974000000000005,0.0,0.24488999999999994,0.4739050000000004,0.12234499999999998,0.11725333333333336,0.41629333333333346,0.46121333333333314,0.34658666666666654,0.34335333333333345,0.49271666666666697,0.8818933333333333,0.44371999999999995,0.49715666666666647
FH_Karlen_pypm,0.4218166666666668,0.41174000000000005,0.26482000000000006,0.4319000000000002,1.5400299999999976,0.26482000000000006,0.4218166666666668,0.5105766666666669,0.5855700000000005,0.5792733333333332,0.6283966666666663,0.21513999999999991,0.9451699999999994,0.4722433333333331,0.6173200000000001,0.4167866666666665,0.4168766666666669,0.41103333333333336,0.24488999999999994,0.0,0.4641700000000003,0.10567499999999998,0.06319333333333334,0.52119,0.6779333333333333,0.4638733333333335,0.22697666666666663,0.41593000000000013,0.9186066666666665,0.3792,0.5965666666666664
FH_MIT_Cassandra,0.6162799999999999,0.5300700000000002,0.45540500000000045,,1.456245,0.45540500000000045,0.6162799999999999,0.6364049999999999,0.6647550000000002,0.70079,0.6921550000000001,0.4640900000000005,0.9129199999999998,0.5728450000000003,,0.5578250000000002,0.49740000000000006,0.52095,0.4739050000000004,0.4641700000000003,0.0,0.4099800000000001,0.4475066666666666,0.6215249999999999,0.6814999999999998,0.5386000000000001,0.4516650000000004,0.47411000000000003,0.8988000000000002,0.5645900000000003,0.6627349999999997
FH_MIT_ISOLAT_Mixtures,0.3327799999999999,0.24192,0.11878999999999999,,1.2984850000000003,0.11878999999999999,0.3327799999999999,0.44299,0.5338700000000001,0.515715,0.51949,0.08282499999999997,0.8257450000000003,0.4132500000000002,,0.2706549999999998,0.17236000000000004,0.25902000000000003,0.12234499999999998,0.10567499999999998,0.4099800000000001,0.0,0.06886666666666665,0.40013000000000004,0.5845399999999998,0.26552000000000003,0.092645,0.27061500000000005,0.7582466666666665,0.22910999999999995,0.5382500000000001
FH_MOBS_GLEAM_COVID,0.3285533333333335,0.20446000000000003,0.11761999999999996,,1.5635799999999995,0.11761999999999996,0.3285533333333335,0.40457999999999994,0.5294599999999999,0.5356933333333334,0.5271733333333333,0.0204933333333333,0.9580733333333329,0.44004666666666653,,0.34436000000000005,0.11890666666666663,0.14751999999999998,0.11725333333333336,0.06319333333333334,0.4475066666666666,0.06886666666666665,0.0,0.41418000000000005,,0.21700000000000003,0.01889999999999997,0.32300666666666683,0.9260500000000002,0.30024000000000006,0.5992666666666668
FH_MUNI_ARIMA,0.38731000000000015,0.4949600000000002,0.4357233333333333,0.58264,1.4056766666666665,0.4357233333333333,0.38731000000000015,0.4605700000000001,0.5262499999999997,0.45209333333333357,0.46103999999999984,0.6104333333333334,0.7695200000000004,0.5941199999999999,0.5124999999999998,0.5472799999999999,0.40581999999999996,0.6468266666666668,0.41629333333333346,0.52119,0.6215249999999999,0.40013000000000004,0.41418000000000005,0.0,0.4894,0.48044000000000003,0.6194733333333337,0.6577033333333334,0.6779333333333338,0.5838566666666665,0.5517066666666666
FH_MUNI_VAR,0.530706666666667,0.4948933333333334,0.6224,0.6196200000000001,1.4653800000000008,0.6224,0.530706666666667,0.6105133333333335,0.6544733333333332,0.5968733333333331,0.5149000000000001,0.7917466666666667,0.7386266666666668,0.5508133333333334,0.5101599999999998,0.6732533333333336,0.5589600000000005,0.5841799999999999,0.46121333333333314,0.6779333333333333,0.6814999999999998,0.5845399999999998,,0.4894,0.0,0.58161,0.7920333333333333,0.863013333333333,0.6242200000000001,0.7167999999999999,0.5661866666666668
FH_Microsoft_DeepSTIA,0.4258866666666667,0.45918000000000014,0.4259266666666667,0.48459999999999986,1.6813066666666667,0.4259266666666667,0.4258866666666667,0.5261666666666666,0.6266600000000001,0.5808800000000005,0.5517266666666668,0.44850666666666655,0.722206666666667,0.6654333333333337,0.5762999999999999,0.44208,0.4520866666666668,0.5066499999999999,0.34658666666666654,0.4638733333333335,0.5386000000000001,0.26552000000000003,0.21700000000000003,0.48044000000000003,0.58161,0.0,0.4779800000000001,0.5928333333333333,0.7028399999999999,0.5865000000000001,0.5259000000000004
FH_RobertWalraven_ESG,0.5204633333333336,0.4885499999999998,0.28951333333333346,0.48707999999999985,1.5197033333333316,0.28951333333333346,0.5204633333333336,0.6629633333333338,0.7292600000000004,0.7442733333333326,0.8012433333333329,0.07230000000000003,1.0058266666666673,0.5309366666666668,0.9991400000000003,0.4907566666666668,0.4563633333333334,0.3709600000000001,0.34335333333333345,0.22697666666666663,0.4516650000000004,0.092645,0.01889999999999997,0.6194733333333337,0.7920333333333333,0.4779800000000001,0.0,0.23747666666666695,0.9308999999999992,0.3508366666666668,0.6836366666666667
FH_TTU_squider,0.5719999999999998,0.6226133333333334,0.4111433333333332,0.5277000000000001,1.3968399999999974,0.4111433333333332,0.5719999999999998,0.7077600000000002,0.7498466666666666,0.7569166666666667,0.8347766666666665,0.25305333333333346,0.9984033333333332,0.5692166666666669,1.0596999999999996,0.5152266666666666,0.5937966666666668,0.4465999999999999,0.49271666666666697,0.41593000000000013,0.47411000000000003,0.27061500000000005,0.32300666666666683,0.6577033333333334,0.863013333333333,0.5928333333333333,0.23747666666666695,0.0,0.9707533333333329,0.4234466666666671,0.6993266666666667
FH_UMich_RidgeTfReg,0.7815466666666668,0.8621133333333332,0.8683266666666666,,1.4019800000000013,0.8683266666666666,0.7815466666666668,0.6303400000000002,0.5682933333333335,0.6600466666666669,0.6418066666666667,0.9245533333333333,0.4007200000000001,0.8410199999999999,,0.8668666666666667,0.8633133333333334,0.8978899999999997,0.8818933333333333,0.9186066666666665,0.8988000000000002,0.7582466666666665,0.9260500000000002,0.6779333333333338,0.6242200000000001,0.7028399999999999,0.9308999999999992,0.9707533333333329,0.0,0.7848866666666666,0.6924466666666669
FH_UVA_Ensemble,0.44108666666666646,0.515346666666667,0.3462666666666668,0.44815999999999995,1.4252900000000013,0.3462666666666668,0.44108666666666646,0.6092366666666661,0.6423466666666664,0.6321000000000001,0.6865000000000001,0.3570233333333337,0.8674766666666662,0.55756,0.8877799999999999,0.5477766666666669,0.48039000000000004,0.41465333333333343,0.44371999999999995,0.3792,0.5645900000000003,0.22910999999999995,0.30024000000000006,0.5838566666666665,0.7167999999999999,0.5865000000000001,0.3508366666666668,0.4234466666666671,0.7848866666666666,0.0,0.6364966666666665
USC_SI_kJalpha,0.4031466666666669,0.5383866666666666,0.5477133333333334,0.5316200000000001,1.4887166666666645,0.5477133333333334,0.4031466666666669,0.45046666666666674,0.4359533333333335,0.4704199999999999,0.45086000000000004,0.6664499999999998,0.7844666666666662,0.4881300000000002,0.48336000000000007,0.5241199999999999,0.5633799999999998,0.49335333333333314,0.49715666666666647,0.5965666666666664,0.6627349999999997,0.5382500000000001,0.5992666666666668,0.5517066666666666,0.5661866666666668,0.5259000000000004,0.6836366666666667,0.6993266666666667,0.6924466666666669,0.6364966666666665,0.0
