,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_IDD_CovidSP,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_RobertWalraven_ESG,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,UMich_RidgeTfReg,USC_SI_kJalpha,ensemble_SIkJa_RF
FH_CEID_Walk,0.0,0.9126866666666668,0.6953566666666665,0.9760033333333334,0.7828833333333342,0.7941400000000003,0.9204500000000002,0.8262566666666669,0.7754050000000002,0.8018119999999997,0.8172133333333335,0.7949566666666671,0.8763366666666667,0.7774433333333336,0.8267766666666666,0.8085999999999998,0.7634033333333331,0.8841333333333332,0.7811833333333331,0.8484933333333337,0.8369833333333337
FH_COVIDhub_baseline,0.9126866666666668,0.0,1.1227133333333332,1.4132333333333313,1.11888,1.181686666666666,1.424123333333334,1.03322,1.2842000000000005,1.2442679999999984,1.192856666666666,1.196486666666666,1.4221399999999984,1.1207833333333332,1.3280100000000004,1.287559999999999,1.0193066666666661,1.3369533333333328,1.1228799999999992,1.3174499999999982,1.2362999999999997
FH_COVIDhub_ensemble,0.6953566666666665,1.1227133333333332,0.0,1.1501833333333331,0.4917233333333335,0.29599666666666685,0.7825266666666668,0.4727533333333335,0.6370899999999998,0.7439280000000003,0.5217999999999999,0.5411933333333335,0.3140966666666668,0.32006000000000023,0.2865766666666667,0.3565333333333334,0.8571233333333336,0.4965199999999998,0.7216899999999998,0.33863666666666703,0.6658333333333336
FH_CU_select,0.9760033333333334,1.4132333333333313,1.1501833333333331,0.0,0.9941233333333336,1.2372233333333331,0.6488999999999998,1.1121766666666664,0.8549549999999995,0.78654,0.9915899999999992,0.9229033333333325,1.2125099999999993,1.0076999999999992,1.1627566666666673,1.100403333333334,0.7103200000000001,0.8048900000000001,0.7204266666666664,1.0292033333333337,0.7607633333333329
FH_Covid19Sim_Simulator,0.7828833333333342,1.11888,0.4917233333333335,0.9941233333333336,0.0,0.5727000000000001,0.8438566666666667,0.5777066666666663,0.74115,0.7221599999999998,0.7293933333333336,0.6883466666666668,0.5546466666666665,0.5638366666666665,0.5478533333333335,0.5608933333333338,0.8654233333333332,0.5845066666666661,0.7593500000000006,0.5658399999999998,0.7111733333333329
FH_CovidAnalytics_DELPHI,0.7941400000000003,1.181686666666666,0.29599666666666685,1.2372233333333331,0.5727000000000001,0.0,0.8669233333333334,0.504086666666667,0.6546799999999999,0.8685319999999996,0.5166666666666665,0.5767900000000001,0.17047999999999988,0.3772866666666667,0.20478000000000002,0.3136999999999999,0.9299600000000003,0.5729900000000001,0.8143000000000005,0.3583266666666665,0.7147700000000005
FH_DDS_NBDS,0.9204500000000002,1.424123333333334,0.7825266666666668,0.6488999999999998,0.8438566666666667,0.8669233333333334,0.0,0.8643666666666665,0.6983550000000003,0.7315679999999998,0.7380733333333337,0.5971566666666668,0.8433700000000004,0.7104566666666668,0.8078233333333336,0.7819099999999999,0.8355533333333334,0.6467066666666668,0.7154466666666666,0.7428466666666669,0.6555500000000003
FH_IowaStateLW_STEM,0.8262566666666669,1.03322,0.4727533333333335,1.1121766666666664,0.5777066666666663,0.504086666666667,0.8643666666666665,0.0,0.7787699999999999,0.6820519999999995,0.7748099999999996,0.7201866666666669,0.49536333333333354,0.6082799999999999,0.48728999999999995,0.5720266666666667,0.8686733333333326,0.6375033333333329,0.77997,0.5506566666666664,0.8171866666666663
FH_JCB_PRM,0.7754050000000002,1.2842000000000005,0.6370899999999998,0.8549549999999995,0.74115,0.6546799999999999,0.6983550000000003,0.7787699999999999,0.0,0.7133849999999997,0.6798649999999995,0.5987150000000001,0.6771550000000004,0.6524250000000003,0.6438500000000001,0.6665400000000004,0.894945,0.5885199999999999,0.7897700000000004,0.5534649999999998,0.6165850000000003
FH_JHUAPL_Bucky,0.8018119999999997,1.2442679999999984,0.7439280000000003,0.78654,0.7221599999999998,0.8685319999999996,0.7315679999999998,0.6820519999999995,0.7133849999999997,0.0,0.8704919999999999,0.7237600000000003,0.827128,0.8451399999999996,0.8224079999999999,0.8525559999999998,0.8978319999999997,0.6505959999999998,0.7789839999999995,0.8250519999999998,0.8535399999999995
FH_JHU_IDD_CovidSP,0.8172133333333335,1.192856666666666,0.5217999999999999,0.9915899999999992,0.7293933333333336,0.5166666666666665,0.7380733333333337,0.7748099999999996,0.6798649999999995,0.8704919999999999,0.0,0.6000333333333336,0.5599666666666668,0.5658000000000004,0.5655266666666666,0.5158033333333337,0.8042433333333333,0.6708666666666668,0.7766533333333335,0.5235333333333332,0.6313299999999997
FH_Karlen_pypm,0.7949566666666671,1.196486666666666,0.5411933333333335,0.9229033333333325,0.6883466666666668,0.5767900000000001,0.5971566666666668,0.7201866666666669,0.5987150000000001,0.7237600000000003,0.6000333333333336,0.0,0.6303533333333332,0.6373600000000006,0.5922433333333335,0.5584633333333334,0.8952700000000007,0.632473333333333,0.7294733333333332,0.62901,0.6736600000000008
FH_LANL_GrowthRate,0.8763366666666667,1.4221399999999984,0.3140966666666668,1.2125099999999993,0.5546466666666665,0.17047999999999988,0.8433700000000004,0.49536333333333354,0.6771550000000004,0.827128,0.5599666666666668,0.6303533333333332,0.0,0.44359999999999994,0.09818666666666677,0.2632400000000002,0.9819666666666668,0.5157566666666664,0.870483333333333,0.2842533333333333,0.7157133333333338
FH_LNQ_ens1,0.7774433333333336,1.1207833333333332,0.32006000000000023,1.0076999999999992,0.5638366666666665,0.3772866666666667,0.7104566666666668,0.6082799999999999,0.6524250000000003,0.8451399999999996,0.5658000000000004,0.6373600000000006,0.44359999999999994,0.0,0.40819000000000016,0.4900266666666667,0.7657566666666669,0.4884133333333333,0.6254733333333333,0.3744700000000001,0.6302966666666668
FH_RobertWalraven_ESG,0.8267766666666666,1.3280100000000004,0.2865766666666667,1.1627566666666673,0.5478533333333335,0.20478000000000002,0.8078233333333336,0.48728999999999995,0.6438500000000001,0.8224079999999999,0.5655266666666666,0.5922433333333335,0.09818666666666677,0.40819000000000016,0.0,0.2568466666666667,0.9225366666666669,0.4751966666666668,0.8086266666666667,0.2752633333333333,0.670093333333333
FH_UCLA_SuEIR,0.8085999999999998,1.287559999999999,0.3565333333333334,1.100403333333334,0.5608933333333338,0.3136999999999999,0.7819099999999999,0.5720266666666667,0.6665400000000004,0.8525559999999998,0.5158033333333337,0.5584633333333334,0.2632400000000002,0.4900266666666667,0.2568466666666667,0.0,0.8641266666666665,0.589623333333333,0.8347666666666672,0.40325333333333363,0.6808366666666666
FH_UMich_RidgeTfReg,0.7634033333333331,1.0193066666666661,0.8571233333333336,0.7103200000000001,0.8654233333333332,0.9299600000000003,0.8355533333333334,0.8686733333333326,0.894945,0.8978319999999997,0.8042433333333333,0.8952700000000007,0.9819666666666668,0.7657566666666669,0.9225366666666669,0.8641266666666665,0.0,0.8306799999999994,0.49964333333333316,0.8729133333333338,0.8077099999999999
