,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_CDC_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IHME_CurveFit,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_MUNI_VAR,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.46527666666666667,0.3407466666666666,0.24445999999999996,1.4494266666666655,0.3407466666666666,0.0,0.4101700000000002,0.5398066666666672,0.3733600000000002,0.35244999999999993,0.66075,0.7704700000000007,0.5128000000000001,0.34931999999999985,0.4688999999999999,0.4170933333333336,0.5639800000000001,0.4680300000000003,0.4837566666666664,0.6892099999999999,0.40146666666666686,0.5654399999999999,0.37956,0.47761600000000043,0.4828050000000003,0.6684066666666668,0.7018566666666667,0.6977450000000002,0.5965166666666668,0.4937233333333333
FH_BPagano_RtDriven,0.46527666666666667,0.0,0.4996600000000001,0.40156000000000014,1.4597933333333313,0.4996600000000001,0.46527666666666667,0.6196600000000004,0.7328233333333332,0.6079366666666662,0.5452733333333333,0.7147366666666667,0.7614799999999988,0.3272533333333333,0.41065999999999997,0.5853933333333333,0.40435333333333384,0.5423249999999998,0.35116000000000025,0.5625433333333328,0.6751849999999999,0.2999266666666666,0.27224000000000004,0.5768033333333333,0.566636,0.5007800000000001,0.7347333333333332,0.8125733333333331,0.7639300000000001,0.730846666666667,0.6482500000000002
FH_COVIDhub_4_week_ensemble,0.3407466666666666,0.4996600000000001,0.0,0.0,1.4184200000000002,0.0,0.3407466666666666,0.5726299999999999,0.6163333333333332,0.5750599999999999,0.6423433333333335,0.38505666666666666,0.9234199999999997,0.5103966666666667,0.44912000000000013,0.5354133333333331,0.4377166666666669,0.4513150000000003,0.5121833333333334,0.3772233333333335,0.5102600000000002,0.15031333333333324,0.16545999999999997,0.5072199999999999,0.61134,0.5710149999999995,0.39852000000000026,0.45998000000000017,0.8630600000000002,0.4589966666666666,0.5621033333333333
FH_COVIDhub_CDC_ensemble,0.24445999999999996,0.40156000000000014,0.0,0.0,1.41382,0.0,0.24445999999999996,0.7221799999999999,0.7647799999999999,0.67366,0.67366,0.50444,0.95202,0.54928,,0.5936399999999998,0.4504200000000001,,0.36188,0.4319000000000002,,,,0.58264,0.6196200000000001,0.48459999999999986,0.48707999999999985,0.5277000000000001,,0.44815999999999995,0.5316200000000001
FH_COVIDhub_baseline,1.4494266666666655,1.4597933333333313,1.4184200000000002,1.41382,0.0,1.4184200000000002,1.4494266666666655,1.5172766666666666,1.4806466666666673,1.4481799999999985,1.4750766666666655,1.5278599999999996,1.5550300000000015,1.4939766666666652,1.4616200000000004,1.5039999999999991,1.4435266666666673,1.4010049999999996,1.5984433333333334,1.5401833333333308,1.4468199999999996,1.0910733333333336,1.5578400000000006,1.422646666666666,1.4999000000000005,1.6985649999999994,1.5253266666666647,1.417296666666664,1.4406049999999992,1.4543933333333328,1.476269999999998
FH_COVIDhub_ensemble,0.3407466666666666,0.4996600000000001,0.0,0.0,1.4184200000000002,0.0,0.3407466666666666,0.5726299999999999,0.6163333333333332,0.5750599999999999,0.6423433333333335,0.38505666666666666,0.9234199999999997,0.5103966666666667,0.44912000000000013,0.5354133333333331,0.4377166666666669,0.4513150000000003,0.5121833333333334,0.3772233333333335,0.5102600000000002,0.15031333333333324,0.16545999999999997,0.5072199999999999,0.61134,0.5710149999999995,0.39852000000000026,0.45998000000000017,0.8630600000000002,0.4589966666666666,0.5621033333333333
FH_COVIDhub_trained_ensemble,0.0,0.46527666666666667,0.3407466666666666,0.24445999999999996,1.4494266666666655,0.3407466666666666,0.0,0.4101700000000002,0.5398066666666672,0.3733600000000002,0.35244999999999993,0.66075,0.7704700000000007,0.5128000000000001,0.34931999999999985,0.4688999999999999,0.4170933333333336,0.5639800000000001,0.4680300000000003,0.4837566666666664,0.6892099999999999,0.40146666666666686,0.5654399999999999,0.37956,0.47761600000000043,0.4828050000000003,0.6684066666666668,0.7018566666666667,0.6977450000000002,0.5965166666666668,0.4937233333333333
FH_CU_nochange,0.4101700000000002,0.6196600000000004,0.5726299999999999,0.7221799999999999,1.5172766666666666,0.5726299999999999,0.4101700000000002,0.0,0.14635,0.1150800000000001,0.25005999999999984,0.7294566666666662,0.64074,0.6435166666666665,0.6717400000000001,0.5527133333333338,0.6300966666666671,0.74834,0.6825433333333335,0.5086866666666672,0.6736250000000001,0.48809333333333343,0.6805800000000001,0.4893833333333337,0.5892519999999998,0.53861,0.7409966666666671,0.7841033333333335,0.5923000000000002,0.7001733333333329,0.5097000000000003
FH_CU_scenario_low,0.5398066666666672,0.7328233333333332,0.6163333333333332,0.7647799999999999,1.4806466666666673,0.6163333333333332,0.5398066666666672,0.14635,0.0,0.2003466666666667,0.3630433333333334,0.7014266666666669,0.6827833333333334,0.7012066666666675,0.6999200000000001,0.6623433333333336,0.7199033333333335,0.7229549999999996,0.8230666666666661,0.5660599999999997,0.6826149999999999,0.5287533333333336,0.8474199999999997,0.5826366666666668,0.668876,0.6896649999999996,0.7210333333333339,0.7631233333333326,0.6421850000000003,0.6940499999999997,0.4813099999999996
FH_CU_scenario_mid,0.3733600000000002,0.6079366666666662,0.5750599999999999,0.67366,1.4481799999999985,0.5750599999999999,0.3733600000000002,0.1150800000000001,0.2003466666666667,0.0,0.1287666666666667,0.8094500000000001,0.6440666666666669,0.6136433333333329,0.5577199999999999,0.5333900000000003,0.6125133333333336,0.7240650000000002,0.6820333333333335,0.5469233333333333,0.7729950000000007,0.5390133333333331,0.8405599999999999,0.4682433333333334,0.5852639999999999,0.5451299999999997,0.8101099999999992,0.8587499999999998,0.6175549999999997,0.7466466666666666,0.5312233333333333
