,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_Microsoft_DeepSTIA,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_SigSci_TS,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.6467649999999998,0.8208350000000005,1.52015,0.64798,0.10566000000000005,0.7396700000000003,0.7456650000000002,0.7834849999999999,0.75379,0.75379,0.6337099999999997,0.6077199999999999,0.57428,0.5771400000000004,0.6853149999999999,0.9144600000000002,1.0001550000000006,0.6279800000000006,0.7271200000000002,0.6179099999999995,0.6273400000000002,0.7074899999999998,0.7219249999999998,0.6521950000000003,0.63993,0.6405400000000003,0.6054950000000001,0.291125,0.6420949999999999,0.80459,0.6373700000000001,0.8445866666666668,0.69592,0.523206666666667,0.681835
FH_BPagano_RtDriven,0.6467649999999998,0.0,0.8042333333333329,1.5382100000000003,0.1481933333333333,0.7779949999999995,0.4925033333333335,0.5233500000000003,0.5077100000000004,0.58645,0.58645,0.16333666666666657,0.14094666666666675,0.7088040000000003,0.36499333333333356,0.21673333333333336,1.1594700000000002,0.7078399999999997,0.18870666666666666,1.0543366666666665,0.5315833333333332,0.08866399999999998,0.16211000000000003,0.7601100000000001,0.25275000000000003,0.13670333333333332,0.22820999999999989,0.23514999999999991,0.8642119999999994,0.10493333333333334,0.8542166666666668,0.11857999999999999,0.645288,0.7019033333333333,0.2358960000000001,0.22702666666666677
FH_CEID_Walk,0.8208350000000005,0.8042333333333329,0.0,1.2991033333333328,0.7548133333333329,0.8439750000000007,0.8128200000000001,0.8250666666666668,0.8129066666666673,0.8005033333333332,0.8005033333333332,0.7915066666666665,0.7815333333333327,0.801504,0.7764333333333332,0.7502599999999998,0.8290200000000003,0.8926833333333329,0.7758766666666668,0.7604933333333325,0.76174,0.7475080000000001,0.7855899999999997,0.7676333333333331,0.756823333333333,0.7868066666666672,0.7270233333333335,0.78306,0.8451120000000003,0.7763133333333333,0.9199033333333335,0.7704466666666663,0.7878920000000001,0.7134766666666666,0.8061159999999998,0.7456133333333329
FH_COVIDhub_baseline,1.52015,1.5382100000000003,1.2991033333333328,0.0,1.4982799999999996,1.5131199999999998,1.5176300000000003,1.5256899999999995,1.4345766666666662,1.4952900000000005,1.4952900000000005,1.5538299999999978,1.557319999999999,1.5693640000000004,1.5721900000000006,1.4435166666666646,1.5495599999999998,0.8147100000000003,1.5687399999999987,1.2560033333333323,1.4048166666666648,1.5372959999999989,1.501473333333333,1.5055233333333338,1.4198966666666664,1.5045766666666658,1.5169599999999994,1.6140766666666666,1.6030480000000007,1.541983333333331,0.7677700000000001,1.522066666666666,1.5632999999999997,1.3816533333333325,1.577927999999999,1.4635600000000004
FH_COVIDhub_ensemble,0.64798,0.1481933333333333,0.7548133333333329,1.4982799999999996,0.0,0.7800099999999992,0.44501000000000024,0.478483333333333,0.4451533333333334,0.5341699999999999,0.5341699999999999,0.13393333333333343,0.13367666666666667,0.7466600000000004,0.37280666666666673,0.15362333333333333,1.19759,0.6742166666666666,0.17189000000000004,1.0207866666666663,0.5125399999999998,0.07420000000000003,0.1406733333333333,0.7252166666666665,0.20133333333333328,0.12778666666666663,0.20989333333333332,0.2162766666666667,0.8580840000000002,0.09307666666666665,0.7877766666666668,0.09923666666666664,0.6796200000000001,0.6956333333333332,0.21138000000000015,0.1651166666666667
FH_COVIDhub_trained_ensemble,0.10566000000000005,0.7779949999999995,0.8439750000000007,1.5131199999999998,0.7800099999999992,0.0,0.8381500000000003,0.8376900000000004,0.8776700000000001,0.8411349999999997,0.8411349999999997,0.7638600000000001,0.7391800000000001,0.57428,0.6422800000000004,0.817489999999999,0.9144600000000002,1.1153950000000004,0.7325999999999998,0.7439900000000002,0.6488549999999996,0.7605200000000001,0.8392449999999996,0.7937799999999997,0.7869950000000004,0.7715999999999997,0.7724599999999999,0.7361750000000002,0.3508749999999998,0.7742800000000001,0.8874350000000001,0.7691,0.8445866666666668,0.7702899999999999,0.6384933333333336,0.8151849999999995
FH_CU_nochange,0.7396700000000003,0.4925033333333335,0.8128200000000001,1.5176300000000003,0.44501000000000024,0.8381500000000003,0.0,0.031459999999999995,0.09529333333333338,0.11161000000000006,0.11161000000000006,0.453446666666667,0.46797333333333363,0.8722720000000002,0.5655633333333329,0.4984033333333333,1.0668999999999997,0.8861433333333334,0.4627200000000001,0.8503066666666669,0.6702000000000005,0.5066479999999997,0.44400666666666666,0.5705866666666672,0.5021833333333335,0.4728100000000002,0.4734899999999999,0.5066966666666666,0.7507120000000003,0.4716633333333337,0.7220266666666669,0.4839233333333336,0.7256840000000003,0.7488599999999999,0.4888480000000002,0.46170666666666665
FH_CU_scenario_high,0.7456650000000002,0.5233500000000003,0.8250666666666668,1.5256899999999995,0.478483333333333,0.8376900000000004,0.031459999999999995,0.0,0.11194000000000003,0.0602933333333333,0.0602933333333333,0.4912066666666666,0.5037933333333335,0.8730600000000001,0.5867433333333331,0.5349866666666663,1.0523799999999999,0.9080666666666667,0.4993533333333335,0.8359000000000001,0.6930666666666665,0.5496479999999998,0.4698533333333334,0.5394433333333333,0.5311366666666666,0.5083933333333329,0.5068366666666668,0.5345066666666666,0.7281719999999997,0.5077000000000003,0.7258800000000004,0.5202233333333338,0.7101999999999998,0.7249699999999994,0.5202520000000003,0.5012166666666665
FH_CU_scenario_low,0.7834849999999999,0.5077100000000004,0.8129066666666673,1.4345766666666662,0.4451533333333334,0.8776700000000001,0.09529333333333338,0.11194000000000003,0.0,0.14729666666666663,0.14729666666666663,0.47190666666666686,0.4874266666666668,0.8721439999999996,0.5951733333333331,0.4905966666666667,1.1100099999999995,0.8203599999999996,0.4791233333333333,0.8590799999999997,0.66297,0.512816,0.45050666666666717,0.5975333333333332,0.48163333333333347,0.49129333333333297,0.5023766666666667,0.5303299999999999,0.8190319999999995,0.4836299999999997,0.6975033333333329,0.49313000000000046,0.7589239999999998,0.7568599999999996,0.5265400000000001,0.45317000000000035
FH_CU_scenario_mid,0.75379,0.58645,0.8005033333333332,1.4952900000000005,0.5341699999999999,0.8411349999999997,0.11161000000000006,0.0602933333333333,0.14729666666666663,0.0,0.0,0.5651900000000003,0.575426666666667,0.8711080000000002,0.6431866666666672,0.5667666666666664,1.0567299999999993,0.9123533333333322,0.57145,0.8032299999999998,0.707816666666667,0.5965560000000005,0.5350133333333335,0.5082333333333333,0.5511233333333335,0.5772133333333327,0.5469199999999995,0.5849733333333333,0.7049440000000002,0.5762166666666669,0.7212999999999997,0.5875833333333337,0.7345759999999999,0.7318966666666663,0.5767320000000002,0.5427033333333333
