,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_4_week_ensemble,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.34767666666666663,0.7870266666666672,0.3027100000000001,1.5228733333333322,0.3332466666666666,0.0,0.4294266666666667,0.4642300000000007,0.38810333333333297,0.4642300000000007,0.17352,0.5719400000000001,0.7039333333333337,0.4861500000000003,0.25492,0.28386500000000003,0.4744100000000001,0.43325000000000075,0.33600000000000013,0.33426000000000006,0.6376299999999998,0.63006,0.4992050000000002,0.3311266666666668,0.5400333333333333,0.5932400000000001,0.6810766666666667,0.7637666666666668,0.6632400000000002,0.7034900000000002,0.39764666666666687,0.18619333333333332
FH_BPagano_RtDriven,0.34767666666666663,0.0,0.7261400000000005,0.3681300000000003,1.4910766666666646,0.3374100000000001,0.34767666666666663,0.46730666666666715,0.5236066666666664,0.4262100000000002,0.5236066666666664,0.267,0.568996666666667,0.6838366666666661,0.5140333333333333,0.4013100000000001,0.365085,0.51467,0.4060100000000005,0.4720699999999998,0.22633666666666666,0.6360266666666662,0.6229166666666663,0.5351000000000005,0.4392266666666665,0.5559500000000005,0.7016233333333328,0.6553233333333334,0.7786033333333339,0.7799199999999997,0.6509499999999997,0.38154000000000055,0.34213000000000027
FH_CEID_Walk,0.7870266666666672,0.7261400000000005,0.0,0.6916999999999999,1.2114966666666673,0.6950233333333338,0.7870266666666672,0.8001866666666665,0.7939799999999996,0.7759233333333332,0.7939799999999996,0.8998399999999998,0.7973533333333334,0.8775299999999998,0.8670133333333333,0.8380800000000002,0.8305750000000001,0.8837133333333325,0.7221500000000001,0.8553633333333333,0.7890266666666669,0.7079633333333331,0.8406866666666662,0.7545600000000001,0.8255233333333333,0.8030166666666672,0.8276533333333335,0.7555100000000002,0.8761700000000003,0.8708999999999998,0.7960200000000003,0.8500600000000008,0.8010466666666667
FH_COVIDhub_4_week_ensemble,0.3027100000000001,0.3681300000000003,0.6916999999999999,0.0,1.4429500000000002,0.0,0.3027100000000001,0.29612000000000016,0.33979499999999996,0.26401499999999994,0.33979499999999996,,0.26469000000000004,0.868325,0.8477999999999998,0.4210650000000003,0.38287000000000027,0.8067550000000001,0.260125,0.418465,0.22883499999999998,0.7623099999999999,0.5600050000000002,0.24938666666666662,0.3674500000000004,0.4074150000000003,0.7378949999999999,0.27914999999999995,0.6851500000000001,0.42873000000000006,0.6046,0.35509000000000035,0.44006999999999985
FH_COVIDhub_baseline,1.5228733333333322,1.4910766666666646,1.2114966666666673,1.4429500000000002,0.0,1.466816666666665,1.5228733333333322,1.5345299999999973,1.5401933333333326,1.5380833333333348,1.5401933333333326,1.5415000000000003,1.571299999999998,1.5975033333333328,1.5444533333333308,1.556546666666665,1.51163,1.534773333333332,1.4819633333333302,1.5533933333333323,1.5365333333333315,1.3574333333333326,1.5240699999999996,1.492115,1.5873999999999988,1.519589999999998,1.6695400000000002,1.5369466666666651,1.152273333333332,1.5501800000000003,1.4668833333333324,1.5807433333333318,1.5022599999999975
FH_COVIDhub_ensemble,0.3332466666666666,0.3374100000000001,0.6950233333333338,0.0,1.466816666666665,0.0,0.3332466666666666,0.33416000000000023,0.3797600000000003,0.28043333333333376,0.3797600000000003,0.4358800000000001,0.3241533333333333,0.8211566666666661,0.7966166666666669,0.4063833333333333,0.47182500000000016,0.7461366666666666,0.26419666666666675,0.5297,0.28509000000000023,0.7286166666666668,0.6262899999999999,0.3387149999999999,0.3964666666666671,0.4523666666666668,0.6593833333333331,0.3961400000000003,0.7093933333333334,0.42873000000000006,0.6180099999999998,0.3581833333333337,0.42484000000000044
FH_COVIDhub_trained_ensemble,0.0,0.34767666666666663,0.7870266666666672,0.3027100000000001,1.5228733333333322,0.3332466666666666,0.0,0.4294266666666667,0.4642300000000007,0.38810333333333297,0.4642300000000007,0.17352,0.5719400000000001,0.7039333333333337,0.4861500000000003,0.25492,0.28386500000000003,0.4744100000000001,0.43325000000000075,0.33600000000000013,0.33426000000000006,0.6376299999999998,0.63006,0.4992050000000002,0.3311266666666668,0.5400333333333333,0.5932400000000001,0.6810766666666667,0.7637666666666668,0.6632400000000002,0.7034900000000002,0.39764666666666687,0.18619333333333332
FH_CU_nochange,0.4294266666666667,0.46730666666666715,0.8001866666666665,0.29612000000000016,1.5345299999999973,0.33416000000000023,0.4294266666666667,0.0,0.055236666666666615,0.05352999999999998,0.055236666666666615,0.5284600000000002,0.30603000000000036,0.8012799999999994,0.8282633333333328,0.4518733333333332,0.5785850000000002,0.7706033333333326,0.3513466666666668,0.4644099999999998,0.3923933333333338,0.7735599999999995,0.6362333333333331,0.303185,0.4039800000000004,0.4945733333333331,0.6818466666666669,0.3591200000000002,0.755676666666667,0.16319,0.6635599999999999,0.4545933333333332,0.5250500000000001
FH_CU_scenario_low,0.4642300000000007,0.5236066666666664,0.7939799999999996,0.33979499999999996,1.5401933333333326,0.3797600000000003,0.4642300000000007,0.055236666666666615,0.0,0.08860333333333341,0.0,0.7635400000000001,0.3185200000000001,0.7669899999999996,0.846126666666666,0.4801233333333332,0.6377750000000004,0.7888699999999995,0.37739666666666677,0.5100066666666668,0.459296666666667,0.7690533333333335,0.6277166666666668,0.31382000000000004,0.44849666666666677,0.5414566666666668,0.6421466666666666,0.3418733333333336,0.7541799999999999,0.19245999999999996,0.6743500000000002,0.5021833333333335,0.5553333333333339
FH_CU_scenario_mid,0.38810333333333297,0.4262100000000002,0.7759233333333332,0.26401499999999994,1.5380833333333348,0.28043333333333376,0.38810333333333297,0.05352999999999998,0.08860333333333341,0.0,0.08860333333333341,0.43517999999999996,0.29687666666666696,0.7854733333333332,0.8028533333333331,0.4149533333333337,0.5287200000000003,0.748313333333333,0.29341666666666666,0.45085,0.33765999999999996,0.7367899999999995,0.6185166666666668,0.3098749999999998,0.3773833333333336,0.4962466666666663,0.6705199999999991,0.358666666666667,0.7536866666666666,0.2084,0.6464366666666668,0.427656666666667,0.4782033333333328
FH_CU_select,0.4642300000000007,0.5236066666666664,0.7939799999999996,0.33979499999999996,1.5401933333333326,0.3797600000000003,0.4642300000000007,0.055236666666666615,0.0,0.08860333333333341,0.0,0.7635400000000001,0.3185200000000001,0.7669899999999996,0.846126666666666,0.4801233333333332,0.6377750000000004,0.7888699999999995,0.37739666666666677,0.5100066666666668,0.459296666666667,0.7690533333333335,0.6277166666666668,0.31382000000000004,0.44849666666666677,0.5414566666666668,0.6421466666666666,0.3418733333333336,0.7541799999999999,0.19245999999999996,0.6743500000000002,0.5021833333333335,0.5553333333333339
FH_Covid19Sim_Simulator,0.17352,0.267,0.8998399999999998,,1.5415000000000003,0.4358800000000001,0.17352,0.5284600000000002,0.7635400000000001,0.43517999999999996,0.7635400000000001,0.0,0.9823,0.9575000000000001,0.06096,0.29960000000000003,0.06451999999999998,0.07093999999999999,0.62396,0.07701999999999999,0.19838,0.5808199999999999,0.86532,0.9161800000000002,0.35402000000000006,0.24764000000000003,0.75804,1.32826,1.0498,,0.6020200000000001,0.3952200000000001,0.2913199999999999
FH_CovidAnalytics_DELPHI,0.5719400000000001,0.568996666666667,0.7973533333333334,0.26469000000000004,1.571299999999998,0.3241533333333333,0.5719400000000001,0.30603000000000036,0.3185200000000001,0.29687666666666696,0.3185200000000001,0.9823,0.0,0.8403633333333329,1.0221533333333335,0.5471366666666663,0.777004999999999,0.9262933333333331,0.3056766666666667,0.6361333333333329,0.44749000000000044,0.9243633333333331,0.6162433333333333,0.21336500000000014,0.4653066666666667,0.4527200000000004,0.6769233333333334,0.1501299999999999,0.7628666666666668,0.08531000000000001,0.6709799999999997,0.4352533333333334,0.6150699999999997
FH_Google_Harvard_CPF,0.7039333333333337,0.6838366666666661,0.8775299999999998,0.868325,1.5975033333333328,0.8211566666666661,0.7039333333333337,0.8012799999999994,0.7669899999999996,0.7854733333333332,0.7669899999999996,0.9575000000000001,0.8403633333333329,0.0,0.49202999999999975,0.6419999999999999,0.6762499999999997,0.5257466666666666,0.8430733333333331,0.6488966666666666,0.7104866666666663,0.6805600000000004,0.6746666666666666,0.62175,0.6710199999999998,0.9608066666666661,0.5682433333333331,0.8472499999999996,0.9327833333333325,0.9007500000000002,0.63768,0.7250366666666667,0.6875400000000004
FH_IEM_MED_CovidProject,0.4861500000000003,0.5140333333333333,0.8670133333333333,0.8477999999999998,1.5444533333333308,0.7966166666666669,0.4861500000000003,0.8282633333333328,0.846126666666666,0.8028533333333331,0.846126666666666,0.06096,1.0221533333333335,0.49202999999999975,0.0,0.4783466666666671,0.41025500000000004,0.22438333333333332,0.8572033333333335,0.4695766666666668,0.597463333333333,0.5637266666666669,0.6365900000000002,0.8205749999999997,0.5969333333333331,0.7419899999999996,0.6190266666666673,1.1036499999999996,0.9181633333333332,1.0929299999999997,0.6684866666666663,0.6812333333333327,0.4800866666666669
FH_JHUAPL_Bucky,0.25492,0.4013100000000001,0.8380800000000002,0.4210650000000003,1.556546666666665,0.4063833333333333,0.25492,0.4518733333333332,0.4801233333333332,0.4149533333333337,0.4801233333333332,0.29960000000000003,0.5471366666666663,0.6419999999999999,0.4783466666666671,0.0,0.41428500000000024,0.48770333333333327,0.4736600000000004,0.4266866666666669,0.370746666666667,0.7228433333333332,0.6261500000000001,0.5136400000000002,0.3393233333333336,0.5611200000000003,0.5389333333333337,0.6564233333333331,0.7452000000000005,0.6200700000000002,0.7194333333333333,0.440166666666667,0.3319933333333337
FH_JHU_CSSE_DECOM,0.28386500000000003,0.365085,0.8305750000000001,0.38287000000000027,1.51163,0.47182500000000016,0.28386500000000003,0.5785850000000002,0.6377750000000004,0.5287200000000003,0.6377750000000004,0.06451999999999998,0.777004999999999,0.6762499999999997,0.41025500000000004,0.41428500000000024,0.0,0.350475,0.5956150000000003,0.270255,0.3149250000000001,0.6453649999999997,0.6178600000000004,0.6592300000000002,0.41111499999999984,0.5681299999999999,0.6870450000000001,0.9268149999999996,0.8376599999999997,0.9104199999999996,0.6064250000000001,0.4492100000000001,0.30896000000000007
FH_JHU_IDD_CovidSP,0.4744100000000001,0.51467,0.8837133333333325,0.8067550000000001,1.534773333333332,0.7461366666666666,0.4744100000000001,0.7706033333333326,0.7888699999999995,0.748313333333333,0.7888699999999995,0.07093999999999999,0.9262933333333331,0.5257466666666666,0.22438333333333332,0.48770333333333327,0.350475,0.0,0.7755,0.4655633333333331,0.56244,0.6812699999999999,0.611053333333333,0.7563849999999996,0.5768533333333331,0.7243399999999997,0.6100600000000003,1.0223533333333323,0.8805366666666666,1.0085000000000002,0.7131500000000002,0.6411566666666663,0.4496700000000003
