,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_SigSci_TS,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
FH_CovidAnalytics_DELPHI,0.8400566666666668,1.0080000000000005,1.552216666666664,0.6411160000000001,0.6159199999999996,0.6443866666666668,0.5189566666666668,0.715026666666667,0.6083733333333338,0.5094,0.0,0.72393,0.8103200000000002,0.9354099999999997,0.4676520000000001,0.359496666666667,0.5171533333333331,1.0981933333333331,0.9596566666666658,0.6971966666666668,1.0673999999999992,1.0848699999999996,0.9549299999999996,0.3083200000000002,0.9738,0.8573233333333331,0.08643333333333338,1.3102799999999997,0.13375,0.62741,1.0675500000000002,0.3971000000000003,0.28739666666666674
FH_DDS_NBDS,0.5953300000000001,0.9608899999999998,1.52394,0.7092499999999999,0.6661100000000002,0.6760899999999999,0.7254200000000002,0.7410399999999998,0.7254200000000002,0.6972299999999998,0.72393,0.0,0.56251,0.5970899999999999,0.66109,1.24902,0.6424499999999999,0.9194399999999999,0.8161700000000001,0.7383099999999998,0.6821700000000004,0.6444099999999999,0.6054099999999997,0.6836699999999998,0.65235,0.7131400000000002,0.73523,1.0931000000000002,0.7861099999999996,0.7673899999999996,0.841710000000001,0.65231,0.7051999999999998
FH_Google_Harvard_CPF,0.6124766666666669,1.0081733333333325,1.5519699999999994,0.8585320000000002,0.7796066666666666,0.7735566666666666,0.7483233333333331,0.7792566666666665,0.7524500000000003,0.7867033333333335,0.8103200000000002,0.56251,0.0,0.8402466666666671,0.6844479999999995,1.057506666666666,0.8466733333333334,0.9041933333333327,0.6775433333333332,0.8337200000000001,0.5984100000000004,0.7959600000000006,0.811783333333334,0.78292,0.7752266666666662,0.5113966666666668,0.8072933333333338,1.220275,0.923613333333333,0.61637,0.6947399999999998,0.66492,0.8036766666666666
FH_IEM_MED_CovidProject,0.6720866666666664,0.8886866666666666,1.2693866666666662,0.5012360000000002,0.7076833333333336,0.6426000000000004,0.7538033333333334,0.7670766666666663,0.7033833333333331,0.8245233333333335,0.9354099999999997,0.5970899999999999,0.8402466666666671,0.0,0.8779119999999996,1.0552033333333337,0.6116766666666668,0.7518466666666663,0.7369166666666668,0.5853266666666661,0.7609566666666666,0.6700466666666666,0.6356466666666666,0.6967566666666667,0.5495133333333333,0.6866533333333332,0.8915833333333331,0.9149149999999996,0.9283133333333332,1.0597699999999997,0.8475066666666667,0.669236666666667,0.7588766666666666
FH_IUPUI_HkPrMobiDyR,0.7618479999999992,0.9853079999999999,1.6324719999999997,0.8429599999999997,0.7423479999999999,0.7387719999999998,0.7735800000000003,0.8164160000000005,0.8164040000000004,0.7445960000000003,0.4676520000000001,0.66109,0.6844479999999995,0.8779119999999996,0.0,0.7814920000000003,0.8146759999999997,1.0599960000000002,0.7868440000000002,0.6822240000000002,0.8504960000000001,0.9094760000000001,0.9132879999999999,0.5453720000000003,0.7425159999999996,0.626044,0.5411560000000003,1.2826799999999998,0.5363920000000004,0.6435499999999998,0.8253240000000002,0.536828,0.659788
FH_IowaStateLW_STEM,1.0817699999999997,0.8561999999999999,0.9930533333333336,0.7290200000000006,0.7989933333333331,0.8580799999999997,0.6963400000000004,0.8214766666666669,0.7726666666666667,0.720556666666666,0.359496666666667,1.24902,1.057506666666666,1.0552033333333337,0.7814920000000003,0.0,0.7117499999999997,1.0394366666666661,0.9917166666666674,0.8314266666666664,1.2305633333333323,1.1585033333333332,1.0150666666666661,0.474716666666667,1.121746666666665,1.1536900000000008,0.3825800000000003,0.9519599999999998,0.34509666666666716,1.1283800000000002,1.1729666666666654,0.6828133333333329,0.551709999999999
FH_JHUAPL_Bucky,0.6257533333333334,0.96932,1.4657099999999994,0.5416759999999999,0.6009133333333329,0.6092233333333333,0.5459266666666667,0.6224166666666667,0.582033333333333,0.5794733333333328,0.5171533333333331,0.6424499999999999,0.8466733333333334,0.6116766666666668,0.8146759999999997,0.7117499999999997,0.0,0.7281433333333334,0.7739899999999994,0.580106666666667,0.743443333333333,0.7962666666666668,0.6221266666666663,0.4944300000000004,0.7042466666666669,0.79129,0.5000600000000004,1.0362399999999996,0.6121366666666662,0.9658399999999999,0.9232300000000002,0.50062,0.4940933333333333
FH_JHU_CSSE_DECOM,0.6690033333333332,0.875133333333334,1.1623299999999985,0.8364359999999997,0.7952399999999997,0.8237266666666666,0.8088066666666669,0.7407366666666657,0.7840366666666658,0.9429199999999999,1.0981933333333331,0.9194399999999999,0.9041933333333327,0.7518466666666663,1.0599960000000002,1.0394366666666661,0.7281433333333334,0.0,0.6156633333333332,0.8528133333333333,0.6111266666666667,0.6113400000000001,0.5720133333333337,0.9388199999999997,0.7650933333333328,0.8324233333333333,1.063803333333333,0.9004350000000002,1.097296666666667,0.8792799999999998,0.6952933333333338,0.9366966666666675,0.9626299999999998
FH_JHU_IDD_CovidSP,0.5285200000000003,0.8265299999999999,1.3154766666666666,0.848076,0.7552333333333331,0.6716466666666666,0.8258433333333332,0.7495533333333333,0.7793766666666669,0.8619899999999999,0.9596566666666658,0.8161700000000001,0.6775433333333332,0.7369166666666668,0.7868440000000002,0.9917166666666674,0.7739899999999994,0.6156633333333332,0.0,0.7631166666666671,0.5841066666666667,0.6150533333333332,0.6023299999999998,0.8234066666666668,0.6271833333333338,0.48865999999999987,0.9549266666666661,0.9443150000000001,1.0495666666666663,0.87441,0.6543266666666667,0.7779333333333329,0.9019899999999992
FH_JHU_UNC_GAS_StatMechPool,0.6626966666666665,0.9210366666666661,1.3274333333333312,0.5709720000000003,0.7247066666666668,0.6703333333333331,0.7050299999999998,0.7503699999999998,0.7057599999999999,0.7552266666666663,0.6971966666666668,0.7383099999999998,0.8337200000000001,0.5853266666666661,0.6822240000000002,0.8314266666666664,0.580106666666667,0.8528133333333333,0.7631166666666671,0.0,0.8857733333333332,0.8133666666666665,0.7463300000000002,0.5356633333333337,0.6614633333333333,0.778776666666666,0.6716699999999994,0.9429750000000006,0.7097899999999998,0.9242300000000003,0.9425299999999999,0.5644533333333334,0.6663699999999998
FH_Karlen_pypm,0.5457666666666671,1.0113799999999997,1.5097800000000001,0.9280160000000002,0.6709166666666664,0.6598666666666658,0.7157333333333328,0.6012833333333332,0.6828666666666667,0.8517433333333332,1.0673999999999992,0.6821700000000004,0.5984100000000004,0.7609566666666666,0.8504960000000001,1.2305633333333323,0.743443333333333,0.6111266666666667,0.5841066666666667,0.8857733333333332,0.0,0.47553000000000006,0.5131566666666662,0.9823333333333327,0.6083833333333333,0.6041233333333341,1.0570266666666661,1.0526049999999998,1.193656666666667,0.8783900000000001,0.5208133333333335,0.8433166666666668,0.8468833333333335
FH_LANL_GrowthRate,0.7257033333333334,0.9414400000000003,1.3258900000000005,0.7720560000000004,0.6741933333333341,0.6542700000000004,0.7227666666666664,0.6199300000000003,0.6717366666666668,0.9050500000000004,1.0848699999999996,0.6444099999999999,0.7959600000000006,0.6700466666666666,0.9094760000000001,1.1585033333333332,0.7962666666666668,0.6113400000000001,0.6150533333333332,0.8133666666666665,0.47553000000000006,0.0,0.509943333333333,0.9087166666666663,0.6565233333333328,0.7005066666666663,1.0368366666666664,0.9204999999999994,1.1183166666666664,0.9236099999999995,0.6109233333333336,0.8801233333333335,0.8808833333333332
FH_LNQ_ens1,0.5773600000000002,0.909946666666667,1.3017733333333332,0.6557560000000001,0.6413199999999998,0.6437199999999996,0.6544366666666661,0.6057833333333332,0.6249466666666667,0.8218066666666664,0.9549299999999996,0.6054099999999997,0.811783333333334,0.6356466666666666,0.9132879999999999,1.0150666666666661,0.6221266666666663,0.5720133333333337,0.6023299999999998,0.7463300000000002,0.5131566666666662,0.509943333333333,0.0,0.8396533333333333,0.6701799999999994,0.67663,0.9160933333333323,0.9070899999999998,1.0009833333333336,1.04383,0.6998266666666662,0.8222833333333323,0.7609200000000003
FH_MIT_ISOLAT_Mixtures,0.7228666666666669,0.8482733333333332,1.2315233333333329,0.561696,0.6166699999999998,0.6499033333333329,0.5714366666666667,0.6886899999999999,0.6200666666666667,0.557493333333333,0.3083200000000002,0.6836699999999998,0.78292,0.6967566666666667,0.5453720000000003,0.474716666666667,0.4944300000000004,0.9388199999999997,0.8234066666666668,0.5356633333333337,0.9823333333333327,0.9087166666666663,0.8396533333333333,0.0,0.7691199999999999,0.7850233333333333,0.3077366666666666,1.010095,0.30891666666666656,0.6748800000000001,1.0288233333333332,0.4512766666666666,0.46586000000000005
FH_MOBS_GLEAM_COVID,0.5375433333333338,0.9006699999999991,1.475679999999999,0.7255959999999997,0.7084266666666668,0.6812900000000001,0.7856700000000001,0.7134433333333331,0.7565266666666662,0.7863133333333333,0.9738,0.65235,0.7752266666666662,0.5495133333333333,0.7425159999999996,1.121746666666665,0.7042466666666669,0.7650933333333328,0.6271833333333338,0.6614633333333333,0.6083833333333333,0.6565233333333328,0.6701799999999994,0.7691199999999999,0.0,0.5888366666666662,0.9621500000000007,1.0120549999999997,1.0608400000000004,1.0131100000000002,0.6564166666666669,0.7203533333333332,0.8220666666666667
FH_Microsoft_DeepSTIA,0.5602233333333336,0.9523100000000001,1.6072966666666677,0.7650039999999998,0.7840666666666662,0.6899899999999999,0.831523333333333,0.8168566666666663,0.7942133333333328,0.8264066666666665,0.8573233333333331,0.7131400000000002,0.5113966666666668,0.6866533333333332,0.626044,1.1536900000000008,0.79129,0.8324233333333333,0.48865999999999987,0.778776666666666,0.6041233333333341,0.7005066666666663,0.67663,0.7850233333333333,0.5888366666666662,0.0,0.8608433333333331,1.2421899999999997,1.0088000000000001,0.7649499999999998,0.5841166666666657,0.6032666666666671,0.852066666666667
FH_RobertWalraven_ESG,0.8407666666666663,0.9926566666666659,1.5104100000000005,0.5783800000000002,0.5922000000000001,0.6268999999999993,0.48903333333333326,0.6810533333333328,0.5637933333333334,0.49315666666666697,0.08643333333333338,0.73523,0.8072933333333338,0.8915833333333331,0.5411560000000003,0.3825800000000003,0.5000600000000004,1.063803333333333,0.9549266666666661,0.6716699999999994,1.0570266666666661,1.0368366666666664,0.9160933333333323,0.3077366666666666,0.9621500000000007,0.8608433333333331,0.0,1.2202399999999993,0.15541000000000002,0.6693600000000001,1.0869266666666657,0.39242333333333346,0.3023499999999999
FH_SigSci_TS,1.065815,0.9085850000000002,0.6169749999999999,0.8457649999999997,0.9288900000000004,0.9601999999999999,0.9649449999999995,0.9323599999999996,0.9338949999999991,1.05334,1.3102799999999997,1.0931000000000002,1.220275,0.9149149999999996,1.2826799999999998,0.9519599999999998,1.0362399999999996,0.9004350000000002,0.9443150000000001,0.9429750000000006,1.0526049999999998,0.9204999999999994,0.9070899999999998,1.010095,1.0120549999999997,1.2421899999999997,1.2202399999999993,0.0,1.2304500000000005,1.3373599999999999,1.0902050000000008,1.1759349999999997,1.075815
FH_TTU_squider,0.9202766666666667,0.9375400000000002,1.3353266666666663,0.6356240000000004,0.6960966666666666,0.7306033333333329,0.6150366666666667,0.7838666666666664,0.68377,0.5726666666666673,0.13375,0.7861099999999996,0.923613333333333,0.9283133333333332,0.5363920000000004,0.34509666666666716,0.6121366666666662,1.097296666666667,1.0495666666666663,0.7097899999999998,1.193656666666667,1.1183166666666664,1.0009833333333336,0.30891666666666656,1.0608400000000004,1.0088000000000001,0.15541000000000002,1.2304500000000005,0.0,0.6683700000000005,1.1524599999999996,0.5031966666666667,0.39497333333333356
FH_UCLA_SuEIR,0.7193299999999999,1.0180800000000003,1.5670699999999997,0.9223200000000003,0.86277,0.8531000000000004,0.9222599999999999,0.9586599999999998,0.9222599999999999,0.7168999999999999,0.62741,0.7673899999999996,0.61637,1.0597699999999997,0.6435499999999998,1.1283800000000002,0.9658399999999999,0.8792799999999998,0.87441,0.9242300000000003,0.8783900000000001,0.9236099999999995,1.04383,0.6748800000000001,1.0131100000000002,0.7649499999999998,0.6693600000000001,1.3373599999999999,0.6683700000000005,0.0,0.7627000000000003,0.6930700000000001,0.8701400000000001
FH_UMich_RidgeTfReg,0.7451499999999998,0.8952466666666674,1.3700166666666653,0.8418719999999998,0.8347100000000002,0.7552166666666668,0.8809200000000003,0.7977599999999992,0.8364633333333326,0.8702000000000002,1.0675500000000002,0.841710000000001,0.6947399999999998,0.8475066666666667,0.8253240000000002,1.1729666666666654,0.9232300000000002,0.6952933333333338,0.6543266666666667,0.9425299999999999,0.5208133333333335,0.6109233333333336,0.6998266666666662,1.0288233333333332,0.6564166666666669,0.5841166666666657,1.0869266666666657,1.0902050000000008,1.1524599999999996,0.7627000000000003,0.0,0.8999433333333332,0.9499700000000001
FH_UVA_Ensemble,0.638143333333334,0.9656766666666664,1.5864066666666685,0.5399559999999998,0.6040166666666668,0.6331999999999994,0.5871300000000003,0.6730533333333337,0.6081366666666669,0.6101700000000007,0.3971000000000003,0.65231,0.66492,0.669236666666667,0.536828,0.6828133333333329,0.50062,0.9366966666666675,0.7779333333333329,0.5644533333333334,0.8433166666666668,0.8801233333333335,0.8222833333333323,0.4512766666666666,0.7203533333333332,0.6032666666666671,0.39242333333333346,1.1759349999999997,0.5031966666666667,0.6930700000000001,0.8999433333333332,0.0,0.4921433333333333
USC_SI_kJalpha,0.7901733333333332,0.9723300000000002,1.5130299999999992,0.5383879999999994,0.43977666666666676,0.481243333333333,0.34262333333333317,0.49486666666666584,0.4012666666666666,0.5510266666666668,0.28739666666666674,0.7051999999999998,0.8036766666666666,0.7588766666666666,0.659788,0.551709999999999,0.4940933333333333,0.9626299999999998,0.9019899999999992,0.6663699999999998,0.8468833333333335,0.8808833333333332,0.7609200000000003,0.46586000000000005,0.8220666666666667,0.852066666666667,0.3023499999999999,1.075815,0.39497333333333356,0.8701400000000001,0.9499700000000001,0.4921433333333333,0.0
