,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_IUPUI_HkPrMobiDyR,FH_IowaStateLW_STEM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_Microsoft_DeepSTIA,FH_OneQuietNight_ML,FH_RobertWalraven_ESG,FH_SigSci_TS,FH_TTU_squider,FH_UCLA_SuEIR,FH_UCSB_ACTS,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha,ensemble_SIkJa_RF
FH_IEM_MED_CovidProject,0.8064349999999991,0.13112999999999997,0.6824000000000001,1.55075,0.05299200000000001,0.9386099999999996,0.4913440000000004,0.5337159999999999,0.45828400000000025,0.5823279999999991,0.5358679999999996,0.1019920000000001,0.1426320000000001,0.5549449999999997,0.3781720000000001,0.0,1.3715800000000002,0.52788,0.11009200000000001,0.964952,0.4292600000000003,0.08786800000000014,0.09053666666666677,0.5250400000000004,0.06227199999999999,0.18717999999999993,0.07171000000000002,0.29840800000000006,0.91398,0.14678333333333296,0.669555,0.15216999999999983,0.3909550000000003,0.66534,0.6586320000000003,0.23368000000000017,0.15277999999999986,0.3999933333333334
FH_IUPUI_HkPrMobiDyR,0.9144600000000002,1.35258,0.80842,1.5518799999999997,1.3660400000000001,0.9144600000000002,1.2626399999999998,1.22594,1.2687799999999998,1.2107999999999997,1.2107999999999997,1.3225600000000002,1.31226,0.5136999999999999,1.1382199999999998,1.3715800000000002,0.0,1.4053399999999998,1.3237599999999998,0.6796,0.9290199999999997,1.3269,1.3497400000000004,0.8474600000000001,1.3683999999999994,1.3225200000000001,1.2884399999999994,0.9011,0.41628,1.36212,1.3453600000000001,1.3759000000000001,0.8127000000000002,,0.41646,1.2960600000000002,1.34916,
FH_IowaStateLW_STEM,0.9667066666666673,0.510435,0.7795099999999999,0.9702066666666663,0.50855,1.1203600000000005,0.7611549999999998,0.7974300000000004,0.6856199999999996,0.8120750000000004,0.8120750000000004,0.4936199999999999,0.5426149999999996,0.7508599999999999,0.7196350000000001,0.52788,1.4053399999999998,0.0,0.5150400000000002,0.9407100000000002,0.7151350000000001,0.5615749999999998,0.5240549999999998,0.69215,0.4878550000000002,0.53958,0.5612333333333333,0.6013250000000002,1.0100449999999999,0.4975699999999997,0.73324,0.4909799999999999,0.7283933333333334,0.7899800000000002,0.7652899999999998,0.6440333333333331,0.4761050000000001,0.5141199999999999
FH_JHUAPL_Bucky,0.7562249999999997,0.09509200000000007,0.6829079999999998,1.5752600000000003,0.076996,0.8608449999999997,0.46850400000000064,0.5173080000000002,0.43256000000000033,0.5686919999999999,0.5244720000000004,0.1423,0.15004400000000012,0.5138499999999999,0.3708240000000002,0.11009200000000001,1.3237599999999998,0.5150400000000002,0.0,0.9376880000000001,0.43936800000000015,0.14137200000000016,0.10203199999999998,0.49355200000000005,0.08810800000000005,0.1387720000000001,0.11927500000000008,0.35162000000000015,0.8749480000000002,0.07049200000000004,0.70131,0.08673200000000003,0.38675500000000007,0.75586,0.6613760000000003,0.23376500000000014,0.0986320000000001,0.36516000000000004
FH_JHU_CSSE_DECOM,0.69285,0.9440839999999994,0.7239559999999994,1.3357750000000002,0.9471559999999998,0.7097199999999998,0.8306040000000001,0.7929400000000003,0.8389039999999995,0.7758120000000004,0.8080360000000001,0.9272079999999999,0.9312440000000004,0.7975250000000004,0.734896,0.964952,0.6796,0.9407100000000002,0.9376880000000001,0.0,0.8375600000000004,0.9819599999999994,0.9459279999999998,0.6852719999999994,0.9380520000000008,0.9302159999999997,0.9575849999999997,0.7934800000000007,0.5954560000000001,0.957596,0.8559650000000006,0.9548280000000006,0.8983799999999995,0.75776,0.6299360000000003,0.838285,0.9628,0.8589299999999995
FH_JHU_IDD_CovidSP,0.6694150000000004,0.40495600000000037,0.66688,1.5250549999999998,0.40462000000000037,0.7003600000000005,0.6302360000000001,0.6497040000000001,0.57108,0.6747719999999995,0.6315959999999999,0.40726000000000007,0.45805999999999986,0.591935,0.5008080000000001,0.4292600000000003,0.9290199999999997,0.7151350000000001,0.43936800000000015,0.8375600000000004,0.0,0.442936,0.40758399999999995,0.679324,0.4352120000000001,0.4270680000000003,0.3544800000000001,0.46297600000000005,0.7773279999999992,0.41710800000000037,0.8345550000000003,0.40887600000000024,0.4976000000000002,0.6425400000000002,0.6336999999999998,0.4987350000000001,0.4327840000000002,0.4697600000000002
FH_JHU_UNC_GAS_StatMechPool,0.7859400000000002,0.10254400000000015,0.7093759999999999,1.5509350000000015,0.08656400000000014,0.9191200000000005,0.4682400000000007,0.51552,0.4260400000000003,0.5623599999999997,0.5151119999999999,0.1490280000000002,0.16317199999999998,0.5847550000000002,0.3994160000000004,0.08786800000000014,1.3269,0.5615749999999998,0.14137200000000016,0.9819599999999994,0.442936,0.0,0.07173600000000001,0.5077520000000001,0.100752,0.12766400000000025,0.08329999999999999,0.2969760000000002,0.96474,0.0846320000000001,0.6723800000000001,0.10550800000000017,0.4286200000000002,0.5406400000000002,0.6743760000000002,0.27678000000000025,0.09792399999999996,0.3786
FH_Karlen_pypm,0.7987549999999995,0.11730333333333332,0.6767533333333331,1.5735349999999995,0.03807999999999999,0.9305099999999998,0.4784880000000004,0.5245080000000001,0.4328000000000003,0.5713519999999997,0.523908,0.08789600000000007,0.12469600000000007,0.5322199999999999,0.3750000000000002,0.09053666666666677,1.3497400000000004,0.5240549999999998,0.10203199999999998,0.9459279999999998,0.40758399999999995,0.07173600000000001,0.0,0.5124999999999996,0.054672000000000005,0.16996666666666654,0.060475,0.2807639999999999,0.9037299999999997,0.1029300000000001,0.6744850000000002,0.10245333333333359,0.3791850000000002,0.6087399999999998,0.6501120000000001,0.21776999999999988,0.1324766666666666,0.4539799999999999
FH_LANL_GrowthRate,0.626775,0.5129359999999998,0.6607279999999999,1.5965799999999999,0.495308,0.6986299999999998,0.4685320000000003,0.44120000000000015,0.5241720000000003,0.45225999999999994,0.471776,0.5081200000000002,0.517592,0.6686949999999997,0.5701480000000001,0.5250400000000004,0.8474600000000001,0.69215,0.49355200000000005,0.6852719999999994,0.679324,0.5077520000000001,0.5124999999999996,0.0,0.4424760000000002,0.4822600000000001,0.4778349999999999,0.5207200000000001,0.6627320000000005,0.4885919999999999,0.7018399999999998,0.508096,0.7307549999999998,0.66328,0.5912959999999999,0.532615,0.48963199999999985,0.6750499999999999
FH_LNQ_ens1,0.7907750000000004,0.04543999999999999,0.6877879999999997,1.5535000000000008,0.04319999999999999,0.9255750000000005,0.46021200000000007,0.5064080000000001,0.42671600000000043,0.5593280000000006,0.5211480000000005,0.09298400000000005,0.1393760000000001,0.5492850000000001,0.369732,0.06227199999999999,1.3683999999999994,0.4878550000000002,0.08810800000000005,0.9380520000000008,0.4352120000000001,0.100752,0.054672000000000005,0.4424760000000002,0.0,0.0878280000000002,0.07908999999999995,0.3034080000000001,0.9071279999999997,0.019655999999999965,0.66563,0.05587999999999994,0.3886500000000001,0.7590999999999998,0.6641880000000004,0.23053500000000013,0.05878399999999997,0.37483999999999995
FH_MIT_ISOLAT_Mixtures,0.7854799999999994,0.1768433333333333,0.6599366666666668,1.5540100000000001,0.07832000000000011,0.9171499999999999,0.4524200000000002,0.4943480000000004,0.4293640000000005,0.5334320000000005,0.5099000000000004,0.1376840000000001,0.170208,0.5418499999999998,0.3966920000000001,0.18717999999999993,1.3225200000000001,0.53958,0.1387720000000001,0.9302159999999997,0.4270680000000003,0.12766400000000025,0.16996666666666654,0.4822600000000001,0.0878280000000002,0.0,0.10529499999999999,0.30229600000000006,0.8596533333333336,0.1499599999999998,0.6888599999999999,0.16508999999999996,0.4260150000000001,0.6514399999999999,0.6777959999999998,0.25467499999999993,0.18226666666666658,0.43326000000000015
FH_MOBS_GLEAM_COVID,0.7480300000000001,0.07025500000000001,0.6875950000000004,1.559475000000001,0.06865500000000002,0.8799499999999999,0.4461350000000001,0.48541500000000015,0.42573,0.5428850000000005,0.48832500000000045,0.122625,0.12500999999999998,0.6548133333333335,0.3762650000000001,0.07171000000000002,1.2884399999999994,0.5612333333333333,0.11927500000000008,0.9575849999999997,0.3544800000000001,0.08329999999999999,0.060475,0.4778349999999999,0.07908999999999995,0.10529499999999999,0.0,0.2381800000000001,0.9464200000000003,0.061229999999999986,0.6875799999999996,0.05391499999999999,0.4297066666666668,,0.54264,0.19489333333333336,0.10175000000000002,0.3674200000000002
FH_Microsoft_DeepSTIA,0.6788650000000005,0.2826679999999999,0.6821079999999994,1.6205650000000005,0.28546399999999994,0.8095450000000005,0.5061679999999996,0.539008,0.47338400000000036,0.5672040000000002,0.5513399999999999,0.30726800000000004,0.3026160000000002,0.606925,0.4301360000000001,0.29840800000000006,0.9011,0.6013250000000002,0.35162000000000015,0.7934800000000007,0.46297600000000005,0.2969760000000002,0.2807639999999999,0.5207200000000001,0.3034080000000001,0.30229600000000006,0.2381800000000001,0.0,0.7643240000000001,0.29669200000000023,0.765975,0.3033359999999997,0.5627,0.41074,0.526088,0.37108500000000005,0.31092400000000014,0.5245
FH_OneQuietNight_ML,0.19633499999999995,0.90057,0.8017533333333338,1.58953,0.9029359999999994,0.25608499999999984,0.7924720000000003,0.7647799999999999,0.848472,0.748396,0.7754519999999999,0.8719439999999997,0.8674439999999995,0.6798900000000003,0.7141440000000003,0.91398,0.41628,1.0100449999999999,0.8749480000000002,0.5954560000000001,0.7773279999999992,0.96474,0.9037299999999997,0.6627320000000005,0.9071279999999997,0.8596533333333336,0.9464200000000003,0.7643240000000001,0.0,0.9050833333333325,0.8973949999999999,0.881003333333334,0.779225,1.0812,0.6345199999999996,0.7561349999999994,0.9050900000000002,0.7051800000000005
FH_RobertWalraven_ESG,0.7997950000000007,0.10086000000000021,0.66044,1.568940000000001,0.023915999999999975,0.931980000000001,0.4636600000000003,0.5133800000000007,0.4236000000000006,0.5656399999999997,0.5200039999999998,0.075972,0.12615600000000016,0.5235999999999998,0.36806800000000006,0.14678333333333296,1.36212,0.4975699999999997,0.07049200000000004,0.957596,0.41710800000000037,0.0846320000000001,0.1029300000000001,0.4885919999999999,0.019655999999999965,0.1499599999999998,0.061229999999999986,0.29669200000000023,0.9050833333333325,0.0,0.67148,0.042053333333333304,0.35394000000000014,0.7614600000000001,0.6680839999999998,0.20831999999999998,0.06063999999999993,0.40112666666666663
FH_SigSci_TS,0.7991900000000003,0.6903249999999999,0.8397050000000005,0.9743999999999998,0.67011,0.882035,0.62519,0.6232700000000002,0.6635900000000001,0.6493450000000004,0.6234150000000002,0.6490600000000003,0.6649850000000006,0.8138066666666667,0.7844899999999997,0.669555,1.3453600000000001,0.73324,0.70131,0.8559650000000006,0.8345550000000003,0.6723800000000001,0.6744850000000002,0.7018399999999998,0.66563,0.6888599999999999,0.6875799999999996,0.765975,0.8973949999999999,0.67148,0.0,0.6633799999999997,0.8116666666666668,,0.8237299999999995,0.7219866666666671,0.6515299999999995,0.8917599999999999
FH_TTU_squider,0.7824600000000005,0.10684000000000017,0.6640933333333331,1.555134999999999,0.03433599999999997,0.9141900000000007,0.4708520000000003,0.5211159999999999,0.42354800000000015,0.568248,0.52454,0.09443600000000014,0.1082520000000002,0.5096799999999999,0.3967720000000001,0.15216999999999983,1.3759000000000001,0.4909799999999999,0.08673200000000003,0.9548280000000006,0.40887600000000024,0.10550800000000017,0.10245333333333359,0.508096,0.05587999999999994,0.16508999999999996,0.05391499999999999,0.3033359999999997,0.881003333333334,0.042053333333333304,0.6633799999999997,0.0,0.3883950000000001,0.68836,0.6682880000000001,0.20788000000000006,0.06493666666666661,0.4164466666666668
FH_UCLA_SuEIR,0.7839999999999998,0.37873000000000007,0.7019500000000001,1.5484933333333335,0.377185,0.7839999999999998,0.697025,0.7273549999999998,0.63947,0.753015,0.69893,0.3904800000000001,0.4422400000000002,0.5341,0.5184650000000002,0.3909550000000003,0.8127000000000002,0.7283933333333334,0.38675500000000007,0.8983799999999995,0.4976000000000002,0.4286200000000002,0.3791850000000002,0.7307549999999998,0.3886500000000001,0.4260150000000001,0.4297066666666668,0.5627,0.779225,0.35394000000000014,0.8116666666666668,0.3883950000000001,0.0,0.8149800000000001,0.6903300000000003,0.45742666666666687,0.3883750000000001,0.4647999999999998
FH_UCSB_ACTS,,0.742,0.5503399999999999,,0.6985799999999999,,0.52858,0.53594,0.5023999999999997,0.5113200000000001,0.5113200000000001,0.7122999999999997,0.6109,0.61194,0.63972,0.66534,,0.7899800000000002,0.75586,0.75776,0.6425400000000002,0.5406400000000002,0.6087399999999998,0.66328,0.7590999999999998,0.6514399999999999,,0.41074,1.0812,0.7614600000000001,,0.68836,0.8149800000000001,0.0,0.72992,0.77166,0.73142,0.6651000000000002
FH_UMich_RidgeTfReg,0.6572350000000001,0.6733920000000001,0.6531799999999999,1.4454299999999989,0.6621519999999999,0.7316050000000005,0.7550200000000002,0.7255439999999997,0.7570760000000003,0.7321640000000001,0.715956,0.6739760000000001,0.6420280000000003,0.7796400000000001,0.6386519999999999,0.6586320000000003,0.41646,0.7652899999999998,0.6613760000000003,0.6299360000000003,0.6336999999999998,0.6743760000000002,0.6501120000000001,0.5912959999999999,0.6641880000000004,0.6777959999999998,0.54264,0.526088,0.6345199999999996,0.6680839999999998,0.8237299999999995,0.6682880000000001,0.6903300000000003,0.72992,0.0,0.6928550000000006,0.660124,0.74309
FH_UVA_Ensemble,0.67314,0.2166500000000001,0.6860150000000005,1.5976133333333338,0.19819500000000004,0.7884266666666665,0.40679500000000024,0.44034500000000015,0.3888650000000002,0.4724050000000002,0.4172350000000003,0.23817499999999991,0.2519900000000001,0.5303200000000002,0.434585,0.23368000000000017,1.2960600000000002,0.6440333333333331,0.23376500000000014,0.838285,0.4987350000000001,0.27678000000000025,0.21776999999999988,0.532615,0.23053500000000013,0.25467499999999993,0.19489333333333336,0.37108500000000005,0.7561349999999994,0.20831999999999998,0.7219866666666671,0.20788000000000006,0.45742666666666687,0.77166,0.6928550000000006,0.0,0.244235,0.4102499999999999
USC_SI_kJalpha,0.7843799999999997,0.11349666666666688,0.657003333333333,1.538374999999999,0.050603999999999975,0.9177299999999999,0.4813000000000003,0.5327,0.43512000000000034,0.5832999999999998,0.53564,0.10336800000000008,0.15332800000000005,0.5241500000000001,0.40378800000000015,0.15277999999999986,1.34916,0.4761050000000001,0.0986320000000001,0.9628,0.4327840000000002,0.09792399999999996,0.1324766666666666,0.48963199999999985,0.05878399999999997,0.18226666666666658,0.10175000000000002,0.31092400000000014,0.9050900000000002,0.06063999999999993,0.6515299999999995,0.06493666666666661,0.3883750000000001,0.73142,0.660124,0.244235,0.0,0.36987333333333333
ensemble_SIkJa_RF,0.8305999999999999,0.4619999999999998,0.6429866666666665,1.59366,0.3485399999999999,0.8305999999999999,0.6791799999999998,0.7127600000000003,0.62495,0.70772,0.6741500000000002,0.39126,0.4545600000000001,0.4030300000000001,0.45955999999999997,0.3999933333333334,,0.5141199999999999,0.36516000000000004,0.8589299999999995,0.4697600000000002,0.3786,0.4539799999999999,0.6750499999999999,0.37483999999999995,0.43326000000000015,0.3674200000000002,0.5245,0.7051800000000005,0.40112666666666663,0.8917599999999999,0.4164466666666668,0.4647999999999998,0.6651000000000002,0.74309,0.4102499999999999,0.36987333333333333,0.0
