,COVID_Hub_Trained_Ensemble,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_COVIDhub_trained_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_Google_Harvard_CPF,FH_IEM_MED_CovidProject,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_KITmetricslab_select_ensemble,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MIT_Cassandra,FH_MIT_ISOLAT_Mixtures,FH_MOBS_GLEAM_COVID,FH_MUNI_ARIMA,FH_Microsoft_DeepSTIA,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UMich_RidgeTfReg,FH_UVA_Ensemble,USC_SI_kJalpha
COVID_Hub_Trained_Ensemble,0.0,0.19633000000000012,0.8165560000000004,1.1065850000000006,0.13679333333333335,0.0,0.28612999999999994,0.3652150000000001,0.20973999999999993,0.2760299999999999,0.2760299999999999,0.2888233333333336,0.19706,0.9182700000000004,0.31542000000000026,0.16027600000000003,0.16280400000000003,0.21505666666666692,0.38545500000000005,0.21067000000000002,0.12102999999999994,0.5098433333333336,0.03307333333333331,0.7129319999999998,0.23466799999999996,0.1853633333333335,0.343436,0.8468233333333334,0.11086999999999998,0.32709000000000027,0.9488899999999998,1.0072320000000006,0.213132,0.13983666666666664
FH_BPagano_RtDriven,0.19633000000000012,0.0,0.8975799999999999,1.1905949999999996,0.18838666666666665,0.3556199999999999,0.40924000000000005,0.5024399999999999,0.320365,0.4369700000000001,0.4369700000000001,0.22620666666666664,0.19043599999999997,0.8724600000000002,0.3968400000000003,0.17628800000000006,0.2543440000000001,0.21168000000000003,0.44886000000000004,0.27385000000000015,0.18560333333333334,0.6669366666666663,0.11398666666666667,0.7313039999999998,0.2775399999999999,0.1796800000000001,0.43217200000000044,0.8919100000000011,0.14950666666666665,0.3399066666666669,0.9230499999999996,1.0563200000000001,0.22937599999999997,0.21599333333333348
FH_CEID_Walk,0.8165560000000004,0.8975799999999999,0.0,0.6990549999999999,0.76334,0.6877899999999997,0.8523499999999999,0.8575950000000002,0.820625,0.7765300000000002,0.7765300000000002,0.8555559999999997,0.9222199999999998,0.9041849999999999,0.7725600000000001,0.9303639999999995,0.7933480000000002,0.9419159999999996,0.9320500000000003,0.7864199999999997,0.9195400000000011,0.7464879999999999,0.8727666666666666,0.7830800000000002,0.7328099999999997,0.9605800000000001,0.7799480000000006,1.0542880000000003,0.8628920000000004,0.8888839999999995,0.891215,0.9509319999999996,0.9807199999999996,0.9234039999999998
FH_COVIDhub_baseline,1.1065850000000006,1.1905949999999996,0.6990549999999999,0.0,1.1182133333333322,0.96549,1.0277466666666668,1.0645933333333328,1.0077933333333335,0.873166666666667,0.873166666666667,1.206645,1.254515,1.1268666666666665,0.9754499999999997,1.2619299999999998,1.0298049999999992,1.2991150000000002,1.2648533333333336,1.16512,1.1996899999999997,0.916985,1.1994399999999998,1.022165,0.8933466666666664,1.326845000000001,0.993695,1.4813350000000003,1.1895950000000004,1.1080949999999998,1.234613333333333,1.0217649999999994,1.3480699999999992,1.2610749999999988
FH_COVIDhub_ensemble,0.13679333333333335,0.18838666666666665,0.76334,1.1182133333333322,0.0,0.1805,0.39281999999999995,0.47409333333333364,0.31325999999999987,0.4277133333333335,0.4277133333333335,0.17957333333333342,0.08588666666666664,0.9072199999999998,0.2086266666666668,0.08916666666666666,0.20576666666666663,0.11935333333333337,0.3391866666666667,0.16395000000000004,0.1967933333333334,0.6658066666666662,0.05311999999999999,0.4932066666666668,0.25534,0.06638666666666664,0.38425333333333317,0.9185333333333332,0.06674666666666668,0.15568666666666664,0.9919333333333337,1.1298866666666665,0.20006000000000007,0.22055333333333324
FH_COVIDhub_trained_ensemble,0.0,0.3556199999999999,0.6877899999999997,0.96549,0.1805,0.0,0.3806900000000001,0.44988000000000006,0.29866,0.36729999999999996,0.36729999999999996,0.34411,0.27231,0.9746300000000003,0.20131,0.2624199999999999,0.29073999999999994,0.3132800000000001,0.41655000000000014,0.21067000000000002,0.21776000000000004,0.5605199999999998,,0.7036600000000002,0.30204,0.26714000000000004,0.39632999999999996,0.9825499999999995,0.22470000000000007,0.35855000000000004,1.0424299999999997,1.0795199999999996,0.3717300000000001,0.23104000000000013
FH_CU_nochange,0.28612999999999994,0.40924000000000005,0.8523499999999999,1.0277466666666668,0.39281999999999995,0.3806900000000001,0.0,0.11153,0.1003,0.07643499999999998,0.07643499999999998,0.5071899999999999,0.404595,0.9122849999999997,0.355275,0.39919499999999986,0.3641100000000001,0.4231350000000003,0.5616650000000003,0.4762100000000001,0.26991500000000007,0.5868700000000002,0.23458000000000012,0.6492900000000003,0.36327333333333356,0.416015,0.458705,1.0480899999999997,0.37527,0.5034749999999999,0.9345500000000001,0.961315,0.40731500000000026,0.3614899999999999
FH_CU_scenario_high,0.3652150000000001,0.5024399999999999,0.8575950000000002,1.0645933333333328,0.47409333333333364,0.44988000000000006,0.11153,0.0,0.25226000000000015,0.16908500000000007,0.16908500000000007,0.5879149999999997,0.4770950000000002,0.8970100000000001,0.4434900000000001,0.46806000000000014,0.45675000000000004,0.49244499999999986,0.5730700000000002,0.56936,0.374485,0.5696800000000001,0.3183,0.6213200000000001,0.43236,0.4969249999999999,0.5182200000000003,0.9489650000000006,0.4715350000000001,0.5993550000000002,0.9066050000000007,0.93542,0.4633249999999999,0.4204050000000003
FH_CU_scenario_low,0.20973999999999993,0.320365,0.820625,1.0077933333333335,0.31325999999999987,0.29866,0.1003,0.25226000000000015,0.0,0.10157499999999993,0.10157499999999993,0.42339499999999997,0.31907499999999994,0.921515,0.28145,0.3241550000000001,0.28226,0.3390149999999999,0.5047800000000003,0.3673000000000001,0.22037999999999985,0.6424150000000001,0.15469999999999995,0.6771050000000003,0.3068066666666667,0.3272850000000001,0.40906000000000037,1.11538,0.27802000000000016,0.39357500000000006,0.9441100000000009,0.9804100000000001,0.33969,0.28947
FH_CU_scenario_mid,0.2760299999999999,0.4369700000000001,0.7765300000000002,0.873166666666667,0.4277133333333335,0.36729999999999996,0.07643499999999998,0.16908500000000007,0.10157499999999993,0.0,0.0,0.5388350000000002,0.4504400000000001,0.9117500000000003,0.3510200000000003,0.4472950000000003,0.3470749999999999,0.4830550000000002,0.5948399999999999,0.52383,0.30638499999999974,0.5440899999999999,0.21900999999999993,0.6668,0.34391999999999984,0.48469999999999985,0.444285,1.11464,0.39424000000000015,0.540985,0.9510950000000004,0.9506350000000002,0.4734250000000002,0.39984000000000003
FH_CU_select,0.2760299999999999,0.4369700000000001,0.7765300000000002,0.873166666666667,0.4277133333333335,0.36729999999999996,0.07643499999999998,0.16908500000000007,0.10157499999999993,0.0,0.0,0.5388350000000002,0.4504400000000001,0.9117500000000003,0.3510200000000003,0.4472950000000003,0.3470749999999999,0.4830550000000002,0.5948399999999999,0.52383,0.30638499999999974,0.5440899999999999,0.21900999999999993,0.6668,0.34391999999999984,0.48469999999999985,0.444285,1.11464,0.39424000000000015,0.540985,0.9510950000000004,0.9506350000000002,0.4734250000000002,0.39984000000000003
FH_Covid19Sim_Simulator,0.2888233333333336,0.22620666666666664,0.8555559999999997,1.206645,0.17957333333333342,0.34411,0.5071899999999999,0.5879149999999997,0.42339499999999997,0.5388350000000002,0.5388350000000002,0.0,0.20885999999999996,0.9290599999999999,0.450046666666667,0.21786000000000016,0.31462000000000023,0.26114666666666675,0.47859500000000027,0.25289,0.28432666666666684,0.7296866666666669,0.2498999999999999,0.720432,0.37341200000000024,0.22412333333333323,0.48737600000000014,0.9155366666666677,0.20708000000000004,0.39802666666666703,0.9658749999999995,1.0406399999999998,0.27658799999999983,0.2915433333333335
FH_CovidAnalytics_DELPHI,0.19706,0.19043599999999997,0.9222199999999998,1.254515,0.08588666666666664,0.27231,0.404595,0.4770950000000002,0.31907499999999994,0.4504400000000001,0.4504400000000001,0.20885999999999996,0.0,0.91411,0.3093079999999999,0.10844400000000001,0.23429200000000006,0.13624800000000004,0.36534,0.14216999999999996,0.1962880000000001,0.734076,0.14732000000000003,0.721028,0.27299500000000004,0.08540399999999998,0.40588,0.9469320000000008,0.10739200000000002,0.2582800000000001,0.9561950000000006,1.0324799999999998,0.17806400000000006,0.19397999999999996
FH_Google_Harvard_CPF,0.9182700000000004,0.8724600000000002,0.9041849999999999,1.1268666666666665,0.9072199999999998,0.9746300000000003,0.9122849999999997,0.8970100000000001,0.921515,0.9117500000000003,0.9117500000000003,0.9290599999999999,0.91411,0.0,0.9407549999999997,0.9361349999999997,0.92362,0.9126100000000003,0.9176300000000002,0.9434199999999998,0.92262,1.0352499999999998,0.8524700000000002,0.8299449999999996,0.8365733333333335,0.9141249999999999,0.9545949999999995,0.7207249999999995,0.9114000000000001,0.9898250000000001,0.5505550000000002,0.8582500000000004,0.9081450000000008,0.9555649999999999
FH_IEM_MED_CovidProject,0.31542000000000026,0.3968400000000003,0.7725600000000001,0.9754499999999997,0.2086266666666668,0.20131,0.355275,0.4434900000000001,0.28145,0.3510200000000003,0.3510200000000003,0.450046666666667,0.3093079999999999,0.9407549999999997,0.0,0.295856,0.3090560000000001,0.37576333333333356,0.4424299999999997,0.24015999999999998,0.37577000000000016,0.6031399999999999,0.3144333333333334,0.7345600000000001,0.37640800000000013,0.3734600000000003,0.37608800000000014,0.9547299999999994,0.31975000000000026,0.3743566666666667,0.9739349999999999,1.0569319999999998,0.36850000000000005,0.40497666666666693
FH_JHUAPL_Bucky,0.16027600000000003,0.17628800000000006,0.9303639999999995,1.2619299999999998,0.08916666666666666,0.2624199999999999,0.39919499999999986,0.46806000000000014,0.3241550000000001,0.4472950000000003,0.4472950000000003,0.21786000000000016,0.10844400000000001,0.9361349999999997,0.295856,0.0,0.19021199999999996,0.1178160000000001,0.36266000000000015,0.13623000000000002,0.167636,0.6918359999999993,0.10258,0.7176679999999995,0.24434000000000014,0.06991999999999997,0.3992800000000002,0.9337279999999996,0.078416,0.24977600000000005,0.9345499999999997,1.038544,0.16336799999999999,0.16834800000000005
FH_JHU_CSSE_DECOM,0.16280400000000003,0.2543440000000001,0.7933480000000002,1.0298049999999992,0.20576666666666663,0.29073999999999994,0.3641100000000001,0.45675000000000004,0.28226,0.3470749999999999,0.3470749999999999,0.31462000000000023,0.23429200000000006,0.92362,0.3090560000000001,0.19021199999999996,0.0,0.2549640000000001,0.45557000000000003,0.38921999999999973,0.22850800000000002,0.5860520000000001,0.07624000000000002,0.7333400000000004,0.28589499999999984,0.2164759999999999,0.3899439999999999,1.0302319999999998,0.15322800000000003,0.3082920000000001,0.9886200000000003,0.9839440000000003,0.2634199999999999,0.22490399999999985
FH_JHU_IDD_CovidSP,0.21505666666666692,0.21168000000000003,0.9419159999999996,1.2991150000000002,0.11935333333333337,0.3132800000000001,0.4231350000000003,0.49244499999999986,0.3390149999999999,0.4830550000000002,0.4830550000000002,0.26114666666666675,0.13624800000000004,0.9126100000000003,0.37576333333333356,0.1178160000000001,0.2549640000000001,0.0,0.3742950000000002,0.16659999999999997,0.19457333333333343,0.7319833333333328,0.14789999999999995,0.7202440000000003,0.2736520000000001,0.1317866666666668,0.39183200000000007,0.8734766666666669,0.1333900000000001,0.287636666666667,0.9489600000000005,1.0883040000000004,0.185524,0.20023000000000005
FH_JHU_UNC_GAS_StatMechPool,0.38545500000000005,0.44886000000000004,0.9320500000000003,1.2648533333333336,0.3391866666666667,0.41655000000000014,0.5616650000000003,0.5730700000000002,0.5047800000000003,0.5948399999999999,0.5948399999999999,0.47859500000000027,0.36534,0.9176300000000002,0.4424299999999997,0.36266000000000015,0.45557000000000003,0.3742950000000002,0.0,0.37980000000000025,0.39118,0.8435099999999999,0.3564700000000001,0.7526349999999996,0.44314666666666674,0.3401350000000001,0.5605050000000005,0.9186349999999993,0.3583550000000002,0.39465000000000017,0.9321949999999997,1.070825,0.379175,0.36371500000000023
FH_KITmetricslab_select_ensemble,0.21067000000000002,0.27385000000000015,0.7864199999999997,1.16512,0.16395000000000004,0.21067000000000002,0.4762100000000001,0.56936,0.3673000000000001,0.52383,0.52383,0.25289,0.14216999999999996,0.9434199999999998,0.24015999999999998,0.13623000000000002,0.38921999999999973,0.16659999999999997,0.37980000000000025,0.0,0.21728999999999993,0.7973100000000001,,0.6847099999999999,0.25307999999999997,0.12277,0.3855900000000002,0.93648,0.17006,0.23587999999999998,0.9635300000000002,1.1328199999999995,0.3523800000000001,0.24274000000000012
FH_Karlen_pypm,0.12102999999999994,0.18560333333333334,0.9195400000000011,1.1996899999999997,0.1967933333333334,0.21776000000000004,0.26991500000000007,0.374485,0.22037999999999985,0.30638499999999974,0.30638499999999974,0.28432666666666684,0.1962880000000001,0.92262,0.37577000000000016,0.167636,0.22850800000000002,0.19457333333333343,0.39118,0.21728999999999993,0.0,0.6425966666666666,0.08264666666666667,0.7307239999999999,0.23405600000000004,0.15847000000000003,0.3581320000000002,0.8869166666666662,0.11922000000000002,0.32573333333333326,0.9263950000000003,1.0243320000000005,0.20685600000000004,0.13573666666666664
FH_LANL_GrowthRate,0.5098433333333336,0.6669366666666663,0.7464879999999999,0.916985,0.6658066666666662,0.5605199999999998,0.5868700000000002,0.5696800000000001,0.6424150000000001,0.5440899999999999,0.5440899999999999,0.7296866666666669,0.734076,1.0352499999999998,0.6031399999999999,0.6918359999999993,0.5860520000000001,0.7319833333333328,0.8435099999999999,0.7973100000000001,0.6425966666666666,0.0,0.5722799999999999,0.748664,0.580524,0.7423933333333329,0.6468320000000003,0.7425400000000004,0.6344700000000006,0.804213333333333,0.9183499999999997,0.8678319999999998,0.7115159999999997,0.6401766666666665
