,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MSRA_DeepST,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UCSB_ACTS,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,UMich_RidgeTfReg,USC_SI_kJalpha,USC_SI_kJalpha_RF,ensemble_SIkJa_RF
FH_BPagano_RtDriven,0.0,0.8794700000000003,1.4446800000000004,0.57042,0.5056500000000004,0.4662050000000002,0.7004149999999997,0.48103999999999986,0.48103999999999986,0.6032850000000003,0.9170749999999999,0.45990000000000014,0.6309266666666667,0.9472699999999995,0.6232400000000003,0.63811,0.4187349999999997,0.7760799999999998,0.46572,0.48745499999999997,0.7715249999999994,0.46582000000000023,0.8443999999999998,0.9117899999999993,0.8553400000000002,0.9934149999999997,0.48047333333333303,0.5856400000000003,0.9074599999999998,,0.7910899999999998,0.5556100000000002,0.4558400000000002
FH_CEID_Walk,0.8794700000000003,0.0,1.0190366666666664,0.6857933333333335,1.0054666666666665,0.9958766666666666,0.9245899999999997,0.986996666666667,0.986996666666667,0.8826266666666663,0.8540600000000006,0.993833333333333,0.7963299999999996,0.7527100000000002,0.8160000000000003,0.8452033333333332,0.897508,0.9091800000000002,0.9440999999999997,0.9503633333333329,0.934256666666667,0.8706933333333332,0.8589733333333337,0.8449666666666671,0.8400300000000004,0.8585233333333329,0.9329266666666666,0.7973600000000001,0.9254000000000002,0.61488,0.8663133333333326,0.9115599999999998,0.9159599999999999
FH_COVIDhub_baseline,1.4446800000000004,1.0190366666666664,0.0,1.1829666666666672,1.504326666666664,1.5317900000000009,1.492223333333334,1.46442,1.46442,1.24127,1.3505466666666657,1.5619533333333313,1.4174799999999999,1.2184533333333334,1.4025600000000007,1.3038966666666654,1.4429199999999984,1.3384919999999982,1.433113333333334,1.4000233333333298,1.506996666666667,1.3846966666666671,1.4804,1.4659033333333331,1.2138999999999993,1.499066666666666,1.4196866666666668,1.3342799999999984,1.4525599999999994,1.14988,1.4271866666666662,1.5908599999999995,1.4581499999999996
FH_COVIDhub_ensemble,0.57042,0.6857933333333335,1.1829666666666672,0.0,0.7635933333333333,0.764486666666666,0.6663233333333334,0.7200999999999999,0.7200999999999999,0.6070933333333332,0.73296,0.7365099999999998,0.5736699999999999,0.7105366666666668,0.8276100000000002,0.5566033333333334,0.5442480000000002,0.7367760000000004,0.3427733333333333,0.6231766666666663,0.588559999999999,0.5107066666666662,0.9418666666666666,0.7254433333333338,0.7223533333333334,0.8840766666666665,0.3204333333333333,0.7401399999999995,0.6854599999999995,0.8230199999999998,0.774726666666667,0.37533999999999973,0.6882166666666664
FH_CU_nochange,0.5056500000000004,1.0054666666666665,1.504326666666664,0.7635933333333333,0.0,0.08340333333333337,0.5750866666666661,0.11116999999999991,0.11116999999999991,0.6673700000000002,1.0902399999999994,0.28515666666666684,0.6734450000000008,1.1168366666666665,0.5898466666666674,0.7595033333333339,0.3110120000000001,0.6917399999999994,0.29749999999999993,0.46351000000000026,0.9306333333333318,0.42564333333333354,0.8497666666666666,1.0964833333333328,0.9643566666666654,1.2045533333333336,0.3706066666666666,0.7229133333333334,0.7254499999999999,0.86218,0.7723766666666666,0.30095999999999984,0.3071433333333335
FH_CU_scenario_high,0.4662050000000002,0.9958766666666666,1.5317900000000009,0.764486666666666,0.08340333333333337,0.0,0.6276366666666665,0.06859333333333338,0.06859333333333338,0.6793266666666662,1.1399999999999992,0.20099333333333322,0.6739800000000002,1.1264499999999995,0.5548766666666666,0.739093333333334,0.21837600000000001,0.72508,0.21776000000000006,0.390773333333334,0.9516133333333331,0.4028466666666671,0.8520533333333329,1.1315600000000003,1.0045833333333332,1.25762,0.2879600000000001,0.6731066666666663,0.74483,0.819,0.8236566666666665,0.26253,0.2877500000000004
FH_CU_scenario_low,0.7004149999999997,0.9245899999999997,1.492223333333334,0.6663233333333334,0.5750866666666661,0.6276366666666665,0.0,0.5711,0.5711,0.736633333333333,0.7309233333333334,0.6594266666666662,0.6579650000000002,0.8038600000000006,0.8467866666666668,0.798926666666666,0.6187039999999999,0.6602319999999996,0.6619800000000001,0.7516666666666668,0.5374300000000005,0.5441066666666663,0.7010799999999999,0.5900633333333329,0.6797999999999995,0.742233333333333,0.6388399999999997,0.7161533333333329,0.4137899999999999,0.8983599999999999,0.5314800000000004,0.4025599999999999,0.611143333333333
FH_CU_scenario_mid,0.48103999999999986,0.986996666666667,1.46442,0.7200999999999999,0.11116999999999991,0.06859333333333338,0.5711,0.0,0.0,0.666493333333333,1.1305866666666657,0.21803333333333336,0.7011500000000003,1.1087266666666662,0.5560200000000001,0.7137933333333328,0.23297600000000027,0.7333800000000001,0.1814866666666667,0.3932600000000005,0.9463566666666648,0.3512533333333336,0.8638199999999995,1.0985999999999998,0.9829566666666657,1.2779533333333337,0.24937333333333314,0.6549166666666665,0.7359199999999997,0.8982800000000001,0.792043333333333,0.27141000000000026,0.30925333333333377
FH_CU_select,0.48103999999999986,0.986996666666667,1.46442,0.7200999999999999,0.11116999999999991,0.06859333333333338,0.5711,0.0,0.0,0.666493333333333,1.1305866666666657,0.21803333333333336,0.7011500000000003,1.1087266666666662,0.5560200000000001,0.7137933333333328,0.23297600000000027,0.7333800000000001,0.1814866666666667,0.3932600000000005,0.9463566666666648,0.3512533333333336,0.8638199999999995,1.0985999999999998,0.9829566666666657,1.2779533333333337,0.24937333333333314,0.6549166666666665,0.7359199999999997,0.8982800000000001,0.792043333333333,0.27141000000000026,0.30925333333333377
FH_Covid19Sim_Simulator,0.6032850000000003,0.8826266666666663,1.24127,0.6070933333333332,0.6673700000000002,0.6793266666666662,0.736633333333333,0.666493333333333,0.666493333333333,0.0,0.8790299999999996,0.7041233333333324,0.6349149999999999,0.8798433333333325,0.7649333333333334,0.7788966666666665,0.6372959999999995,0.7373200000000001,0.36830666666666656,0.6609333333333329,0.753913333333333,0.6113466666666661,0.7961066666666665,0.9093666666666667,0.7286266666666665,0.9657100000000004,0.42825333333333315,0.7965033333333335,0.7815399999999998,0.8542799999999999,0.7465900000000001,0.48019000000000006,0.5988133333333332
