,FH_BPagano_RtDriven,FH_CEID_Walk,FH_COVIDhub_baseline,FH_COVIDhub_ensemble,FH_CU_nochange,FH_CU_scenario_high,FH_CU_scenario_low,FH_CU_scenario_mid,FH_CU_select,FH_Covid19Sim_Simulator,FH_CovidAnalytics_DELPHI,FH_DDS_NBDS,FH_Google_Harvard_CPF,FH_IowaStateLW_STEM,FH_JCB_PRM,FH_JHUAPL_Bucky,FH_JHU_CSSE_DECOM,FH_JHU_IDD_CovidSP,FH_JHU_UNC_GAS_StatMechPool,FH_Karlen_pypm,FH_LANL_GrowthRate,FH_LNQ_ens1,FH_MSRA_DeepST,FH_RobertWalraven_ESG,FH_TTU_squider,FH_UCLA_SuEIR,FH_UCSB_ACTS,FH_UMich_RidgeTfReg,FH_USACE_ERDC_SEIR,UMich_RidgeTfReg,USC_SI_kJalpha,USC_SI_kJalpha_RF,ensemble_SIkJa_RF
FH_CovidAnalytics_DELPHI,0.9170749999999999,0.8540600000000006,1.3505466666666657,0.73296,1.0902399999999994,1.1399999999999992,0.7309233333333334,1.1305866666666657,1.1305866666666657,0.8790299999999996,0.0,1.1117966666666674,0.6626700000000001,0.5253599999999995,0.9517999999999996,0.7689033333333328,1.0400679999999995,0.9085000000000003,1.06998,1.029416666666667,0.5403733333333333,0.9530466666666668,0.6030866666666668,0.4424700000000003,0.5683966666666669,0.39406333333333343,1.0120866666666661,0.7994666666666668,0.7171,0.79078,0.66571,0.9661300000000003,1.061103333333332
FH_DDS_NBDS,0.45990000000000014,0.993833333333333,1.5619533333333313,0.7365099999999998,0.28515666666666684,0.20099333333333322,0.6594266666666662,0.21803333333333336,0.21803333333333336,0.7041233333333324,1.1117966666666674,0.0,0.7171800000000004,1.0953133333333325,0.5647300000000002,0.7205999999999987,0.16820000000000015,0.7254600000000003,0.1357733333333334,0.3326533333333337,0.8721833333333331,0.3197566666666672,0.8668866666666669,1.061479999999999,0.9858633333333315,1.2283366666666662,0.1745866666666668,0.6599533333333336,0.8222599999999994,0.77322,0.8191000000000002,0.20754999999999993,0.3394633333333338
FH_Google_Harvard_CPF,0.6309266666666667,0.7963299999999996,1.4174799999999999,0.5736699999999999,0.6734450000000008,0.6739800000000002,0.6579650000000002,0.7011500000000003,0.7011500000000003,0.6349149999999999,0.6626700000000001,0.7171800000000004,0.0,0.7853499999999998,0.8247449999999995,0.721375,0.5586933333333334,0.7435266666666669,0.6056866666666668,0.6373549999999999,0.6395799999999999,0.6723649999999997,0.6612199999999998,0.7232300000000003,0.6349550000000004,0.7717599999999991,0.5242533333333332,0.7067249999999998,0.7398799999999998,,0.7295550000000002,0.48963000000000007,0.6307700000000004
FH_IowaStateLW_STEM,0.9472699999999995,0.7527100000000002,1.2184533333333334,0.7105366666666668,1.1168366666666665,1.1264499999999995,0.8038600000000006,1.1087266666666662,1.1087266666666662,0.8798433333333325,0.5253599999999995,1.0953133333333325,0.7853499999999998,0.0,0.9477666666666661,0.6722700000000003,0.9845479999999996,0.935836,1.00214,1.012433333333334,0.5830233333333332,0.9505666666666661,0.5606333333333335,0.5081600000000002,0.7142999999999995,0.4066699999999997,0.9827400000000001,0.77369,0.85039,0.7590799999999999,0.809823333333333,0.9373299999999999,1.078623333333334
FH_JCB_PRM,0.6232400000000003,0.8160000000000003,1.4025600000000007,0.8276100000000002,0.5898466666666674,0.5548766666666666,0.8467866666666668,0.5560200000000001,0.5560200000000001,0.7649333333333334,0.9517999999999996,0.5647300000000002,0.8247449999999995,0.9477666666666661,0.0,0.7788533333333323,0.5437680000000001,0.7492280000000002,0.6628866666666666,0.6118433333333333,1.0326566666666668,0.5812500000000007,0.6353133333333335,1.0096333333333332,0.9701533333333333,1.0155633333333327,0.6443066666666666,0.77049,0.6899500000000002,0.9228799999999998,0.7083233333333333,0.7523900000000004,0.5357133333333334
FH_JHUAPL_Bucky,0.63811,0.8452033333333332,1.3038966666666654,0.5566033333333334,0.7595033333333339,0.739093333333334,0.798926666666666,0.7137933333333328,0.7137933333333328,0.7788966666666665,0.7689033333333328,0.7205999999999987,0.721375,0.6722700000000003,0.7788533333333323,0.0,0.5266880000000004,0.9165360000000002,0.4704066666666667,0.6738533333333337,0.6898833333333326,0.6127966666666662,0.7872466666666665,0.7713466666666664,0.8436566666666665,0.8352266666666667,0.5215933333333336,0.675126666666666,0.7949399999999999,0.7290799999999998,0.8511233333333332,0.5290699999999997,0.7454866666666662
FH_JHU_CSSE_DECOM,0.4187349999999997,0.897508,1.4429199999999984,0.5442480000000002,0.3110120000000001,0.21837600000000001,0.6187039999999999,0.23297600000000027,0.23297600000000027,0.6372959999999995,1.0400679999999995,0.16820000000000015,0.5586933333333334,0.9845479999999996,0.5437680000000001,0.5266880000000004,0.0,0.643135,0.13263333333333338,0.29916,0.7575719999999997,0.24965200000000018,0.8526866666666664,0.9645119999999995,0.8987639999999998,1.1946040000000002,0.1849733333333334,0.5854079999999998,0.8514200000000001,0.5809200000000001,0.8114640000000004,0.21323999999999996,0.25326000000000015
FH_JHU_IDD_CovidSP,0.7760799999999998,0.9091800000000002,1.3384919999999982,0.7367760000000004,0.6917399999999994,0.72508,0.6602319999999996,0.7333800000000001,0.7333800000000001,0.7373200000000001,0.9085000000000003,0.7254600000000003,0.7435266666666669,0.935836,0.7492280000000002,0.9165360000000002,0.643135,0.0,0.6548799999999999,0.774828,0.7729280000000004,0.6733279999999997,0.8467300000000002,0.823988,0.8219840000000002,0.8389319999999997,0.7271899999999998,0.8961279999999996,0.6901900000000002,0.8469599999999999,0.6365239999999999,0.6124599999999999,0.6905720000000003
FH_JHU_UNC_GAS_StatMechPool,0.46572,0.9440999999999997,1.433113333333334,0.3427733333333333,0.29749999999999993,0.21776000000000006,0.6619800000000001,0.1814866666666667,0.1814866666666667,0.36830666666666656,1.06998,0.1357733333333334,0.6056866666666668,1.00214,0.6628866666666666,0.4704066666666667,0.13263333333333338,0.6548799999999999,0.0,0.12247999999999995,0.5578466666666667,0.16725333333333336,0.8671800000000002,0.9820333333333334,0.8182200000000002,1.2839533333333326,0.13413999999999995,0.6239600000000001,0.92432,,0.8842866666666667,0.2508600000000001,0.21602000000000005
FH_Karlen_pypm,0.48745499999999997,0.9503633333333329,1.4000233333333298,0.6231766666666663,0.46351000000000026,0.390773333333334,0.7516666666666668,0.3932600000000005,0.3932600000000005,0.6609333333333329,1.029416666666667,0.3326533333333337,0.6373549999999999,1.012433333333334,0.6118433333333333,0.6738533333333337,0.29916,0.774828,0.12247999999999995,0.0,0.8308799999999995,0.44065000000000015,0.9037999999999999,0.9993133333333336,0.9094999999999996,1.1702833333333333,0.14114000000000015,0.7148033333333341,0.8506699999999999,0.9028400000000002,0.8390266666666665,0.26901000000000014,0.44963000000000053
FH_LANL_GrowthRate,0.7715249999999994,0.934256666666667,1.506996666666667,0.588559999999999,0.9306333333333318,0.9516133333333331,0.5374300000000005,0.9463566666666648,0.9463566666666648,0.753913333333333,0.5403733333333333,0.8721833333333331,0.6395799999999999,0.5830233333333332,1.0326566666666668,0.6898833333333326,0.7575719999999997,0.7729280000000004,0.5578466666666667,0.8308799999999995,0.0,0.7675766666666661,0.6542666666666667,0.32103000000000015,0.6111833333333332,0.4168466666666666,0.5293000000000002,0.7806766666666669,0.62271,0.93488,0.6654466666666669,0.2958200000000002,0.8525033333333325
FH_LNQ_ens1,0.46582000000000023,0.8706933333333332,1.3846966666666671,0.5107066666666662,0.42564333333333354,0.4028466666666671,0.5441066666666663,0.3512533333333336,0.3512533333333336,0.6113466666666661,0.9530466666666668,0.3197566666666672,0.6723649999999997,0.9505666666666661,0.5812500000000007,0.6127966666666662,0.24965200000000018,0.6733279999999997,0.16725333333333336,0.44065000000000015,0.7675766666666661,0.0,0.7924399999999999,0.8986166666666664,0.7893266666666673,1.112583333333334,0.2232800000000001,0.6537333333333333,0.67222,0.67688,0.6851099999999998,0.21686000000000008,0.3587366666666667
FH_MSRA_DeepST,0.8443999999999998,0.8589733333333337,1.4804,0.9418666666666666,0.8497666666666666,0.8520533333333329,0.7010799999999999,0.8638199999999995,0.8638199999999995,0.7961066666666665,0.6030866666666668,0.8668866666666669,0.6612199999999998,0.5606333333333335,0.6353133333333335,0.7872466666666665,0.8526866666666664,0.8467300000000002,0.8671800000000002,0.9037999999999999,0.6542666666666667,0.7924399999999999,0.0,0.583626666666667,0.6623933333333331,0.45908000000000015,0.9076499999999998,0.7367066666666668,,,0.5595999999999998,0.66449,0.7720733333333336
FH_RobertWalraven_ESG,0.9117899999999993,0.8449666666666671,1.4659033333333331,0.7254433333333338,1.0964833333333328,1.1315600000000003,0.5900633333333329,1.0985999999999998,1.0985999999999998,0.9093666666666667,0.4424700000000003,1.061479999999999,0.7232300000000003,0.5081600000000002,1.0096333333333332,0.7713466666666664,0.9645119999999995,0.823988,0.9820333333333334,0.9993133333333336,0.32103000000000015,0.8986166666666664,0.583626666666667,0.0,0.6152566666666667,0.27953999999999984,0.9309933333333333,0.7900566666666667,0.6422300000000003,0.91948,0.5925100000000001,0.7805600000000001,1.031946666666667
FH_TTU_squider,0.8553400000000002,0.8400300000000004,1.2138999999999993,0.7223533333333334,0.9643566666666654,1.0045833333333332,0.6797999999999995,0.9829566666666657,0.9829566666666657,0.7286266666666665,0.5683966666666669,0.9858633333333315,0.6349550000000004,0.7142999999999995,0.9701533333333333,0.8436566666666665,0.8987639999999998,0.8219840000000002,0.8182200000000002,0.9094999999999996,0.6111833333333332,0.7893266666666673,0.6623933333333331,0.6152566666666667,0.0,0.6528766666666668,0.7744866666666667,0.8747399999999993,0.7123099999999997,0.8836599999999999,0.6848533333333332,0.6883199999999995,0.9098799999999998
FH_UCLA_SuEIR,0.9934149999999997,0.8585233333333329,1.499066666666666,0.8840766666666665,1.2045533333333336,1.25762,0.742233333333333,1.2779533333333337,1.2779533333333337,0.9657100000000004,0.39406333333333343,1.2283366666666662,0.7717599999999991,0.4066699999999997,1.0155633333333327,0.8352266666666667,1.1946040000000002,0.8389319999999997,1.2839533333333326,1.1702833333333333,0.4168466666666666,1.112583333333334,0.45908000000000015,0.27953999999999984,0.6528766666666668,0.0,1.2456199999999995,0.8622400000000005,0.6564900000000001,0.8809600000000001,0.6104233333333331,1.1039400000000006,1.173473333333334
FH_UCSB_ACTS,0.48047333333333303,0.9329266666666666,1.4196866666666668,0.3204333333333333,0.3706066666666666,0.2879600000000001,0.6388399999999997,0.24937333333333314,0.24937333333333314,0.42825333333333315,1.0120866666666661,0.1745866666666668,0.5242533333333332,0.9827400000000001,0.6443066666666666,0.5215933333333336,0.1849733333333334,0.7271899999999998,0.13413999999999995,0.14114000000000015,0.5293000000000002,0.2232800000000001,0.9076499999999998,0.9309933333333333,0.7744866666666667,1.2456199999999995,0.0,0.6247466666666669,0.8925799999999999,,0.8341599999999991,0.2755699999999999,0.27583333333333343
FH_UMich_RidgeTfReg,0.5856400000000003,0.7973600000000001,1.3342799999999984,0.7401399999999995,0.7229133333333334,0.6731066666666663,0.7161533333333329,0.6549166666666665,0.6549166666666665,0.7965033333333335,0.7994666666666668,0.6599533333333336,0.7067249999999998,0.77369,0.77049,0.675126666666666,0.5854079999999998,0.8961279999999996,0.6239600000000001,0.7148033333333341,0.7806766666666669,0.6537333333333333,0.7367066666666668,0.7900566666666667,0.8747399999999993,0.8622400000000005,0.6247466666666669,0.0,0.8891399999999998,0.06107999999999998,0.8304599999999999,0.6451600000000001,0.7559333333333336
FH_USACE_ERDC_SEIR,0.9074599999999998,0.9254000000000002,1.4525599999999994,0.6854599999999995,0.7254499999999999,0.74483,0.4137899999999999,0.7359199999999997,0.7359199999999997,0.7815399999999998,0.7171,0.8222599999999994,0.7398799999999998,0.85039,0.6899500000000002,0.7949399999999999,0.8514200000000001,0.6901900000000002,0.92432,0.8506699999999999,0.62271,0.67222,,0.6422300000000003,0.7123099999999997,0.6564900000000001,0.8925799999999999,0.8891399999999998,0.0,,0.3139900000000001,,0.7526799999999997
UMich_RidgeTfReg,,0.61488,1.14988,0.8230199999999998,0.86218,0.819,0.8983599999999999,0.8982800000000001,0.8982800000000001,0.8542799999999999,0.79078,0.77322,,0.7590799999999999,0.9228799999999998,0.7290799999999998,0.5809200000000001,0.8469599999999999,,0.9028400000000002,0.93488,0.67688,,0.91948,0.8836599999999999,0.8809600000000001,,0.06107999999999998,,0.0,0.8986400000000004,,0.9600400000000002
USC_SI_kJalpha,0.7910899999999998,0.8663133333333326,1.4271866666666662,0.774726666666667,0.7723766666666666,0.8236566666666665,0.5314800000000004,0.792043333333333,0.792043333333333,0.7465900000000001,0.66571,0.8191000000000002,0.7295550000000002,0.809823333333333,0.7083233333333333,0.8511233333333332,0.8114640000000004,0.6365239999999999,0.8842866666666667,0.8390266666666665,0.6654466666666669,0.6851099999999998,0.5595999999999998,0.5925100000000001,0.6848533333333332,0.6104233333333331,0.8341599999999991,0.8304599999999999,0.3139900000000001,0.8986400000000004,0.0,0.7877099999999999,0.7526866666666665
USC_SI_kJalpha_RF,0.5556100000000002,0.9115599999999998,1.5908599999999995,0.37533999999999973,0.30095999999999984,0.26253,0.4025599999999999,0.27141000000000026,0.27141000000000026,0.48019000000000006,0.9661300000000003,0.20754999999999993,0.48963000000000007,0.9373299999999999,0.7523900000000004,0.5290699999999997,0.21323999999999996,0.6124599999999999,0.2508600000000001,0.26901000000000014,0.2958200000000002,0.21686000000000008,0.66449,0.7805600000000001,0.6883199999999995,1.1039400000000006,0.2755699999999999,0.6451600000000001,,,0.7877099999999999,0.0,0.23279
ensemble_SIkJa_RF,0.4558400000000002,0.9159599999999999,1.4581499999999996,0.6882166666666664,0.3071433333333335,0.2877500000000004,0.611143333333333,0.30925333333333377,0.30925333333333377,0.5988133333333332,1.061103333333332,0.3394633333333338,0.6307700000000004,1.078623333333334,0.5357133333333334,0.7454866666666662,0.25326000000000015,0.6905720000000003,0.21602000000000005,0.44963000000000053,0.8525033333333325,0.3587366666666667,0.7720733333333336,1.031946666666667,0.9098799999999998,1.173473333333334,0.27583333333333343,0.7559333333333336,0.7526799999999997,0.9600400000000002,0.7526866666666665,0.23279,0.0
