State,423,430,437,444
Alabama,3771.21,3060.34,2814.71,3001.93
Alaska,932.75,921.93,944.77,1034.49
American Samoa,0.02,0.09,0.0,0.02
Arizona,5930.07,7363.8,7364.87,8548.1
Arkansas,1924.37,1741.43,1938.84,2069.41
California,21495.25,17104.85,19120.82,18419.42
Colorado,5832.66,6593.76,6133.82,6814.58
Connecticut,3883.58,4347.16,4232.69,4156.4
Delaware,1611.6,1767.32,1591.65,1997.65
District of Columbia,1040.44,993.68,1611.66,2258.75
Florida,22718.23,22562.65,22540.27,19462.17
Georgia,10945.16,10377.57,11133.95,8580.57
Guam,14.72,10.55,8.66,5.79
Hawaii,495.61,496.22,600.31,691.68
Idaho,1709.34,1862.26,1907.52,3249.21
Illinois,11076.04,13183.31,15068.94,12514.65
Indiana,5092.3,5288.99,5575.31,7081.07
Iowa,3383.91,2738.5,2132.0,1824.21
Kansas,1661.12,1576.39,1923.71,1867.78
Kentucky,4945.7,5270.44,4057.78,4577.16
Louisiana,3565.09,2833.57,3145.08,3202.51
Maine,1096.85,1452.07,1592.8,1790.54
Maryland,5302.05,5346.5,7691.13,7974.91
Massachusetts,9565.93,10450.76,13998.38,11581.89
Michigan,9575.48,9608.24,12529.66,17735.72
Minnesota,6485.79,7192.64,9113.83,14804.35
Mississippi,3165.23,2751.45,2695.09,2947.87
Missouri,3415.75,2998.06,2996.47,3033.54
Montana,958.23,921.02,1002.64,1046.49
Nebraska,1762.92,1911.32,1837.08,1977.18
Nevada,2527.86,3194.96,2773.02,3060.22
New Hampshire,1828.77,1766.01,1848.74,1906.08
New Jersey,20379.49,19618.51,20968.7,22030.05
New Mexico,1757.39,1467.11,1737.01,1982.15
New York,39420.91,35831.34,31484.19,27632.86
North Carolina,8786.6,7860.49,6202.36,6502.23
North Dakota,591.57,485.81,566.69,610.93
Northern Mariana Islands,2.25,2.78,3.21,2.66
Ohio,9820.7,10806.26,13551.68,11394.77
Oklahoma,3311.74,2860.35,3036.91,3332.42
Oregon,1899.37,1764.88,1845.78,2955.51
Pennsylvania,13043.98,10676.03,17175.06,13417.58
Puerto Rico,1420.6,1345.21,1612.72,1584.72
Rhode Island,2320.07,1830.1,1782.42,2298.86
South Carolina,6037.15,5302.92,4678.58,3863.28
South Dakota,1035.13,939.77,1130.09,980.13
Tennessee,6123.45,6340.35,5848.93,6531.39
Texas,23576.6,19490.44,20266.64,17653.56
Utah,2935.91,2652.71,3098.36,2022.69
Vermont,776.53,735.0,871.71,812.76
Virgin Islands,52.2,27.22,16.17,11.14
Virginia,7715.63,6214.05,6056.59,5866.94
Washington,4521.64,3889.13,5501.93,6555.17
West Virginia,1759.05,1701.72,1821.82,2092.31
Wisconsin,3483.89,3014.36,3163.14,3446.56
Wyoming,417.54,458.61,488.77,483.63
