State,451,458,465,472
Alabama,2235.52,2575.12,2960.81,2824.21
Alaska,1332.74,1973.79,2387.15,2296.91
American Samoa,0.0,0.02,0.0,0.0
Arizona,4667.04,1314.35,5420.95,5526.98
Arkansas,1094.13,1146.63,1119.09,1208.99
California,22244.05,25791.61,29492.57,27610.15
Colorado,11900.54,16389.07,14610.73,17084.0
Connecticut,7889.58,7951.81,5203.65,6087.63
Delaware,2333.87,2600.14,2844.93,3470.51
District of Columbia,901.37,1018.1,960.79,972.36
Florida,45073.74,47168.02,45255.28,33028.32
Georgia,9986.56,9586.24,8746.38,8125.7
Guam,36.11,27.39,32.9,50.64
Hawaii,916.88,898.72,942.97,990.36
Idaho,2338.93,2475.69,2507.19,2802.97
Illinois,28663.06,31430.01,24341.62,21339.21
Indiana,9194.24,9553.75,10423.03,8160.69
Iowa,4489.67,3994.25,3889.21,3858.34
Kansas,1380.81,1462.89,1661.8,1953.95
Kentucky,4379.7,4037.16,3157.28,2719.59
Louisiana,2388.75,3160.46,3313.9,3936.12
Maine,2549.5,3064.12,3683.01,4130.11
Maryland,10700.75,11389.94,10692.33,9161.45
Massachusetts,16535.55,15754.36,17049.69,13622.53
Michigan,49956.12,48621.89,46448.23,32878.39
Minnesota,16516.41,22414.61,19659.75,22519.02
Mississippi,1149.06,1209.87,1304.1,1401.69
Missouri,4523.57,5399.33,5298.9,5195.6
Montana,1023.51,1027.03,951.0,850.04
Nebraska,3029.5,3640.96,4579.56,4189.01
Nevada,2747.99,2789.53,3421.78,3031.38
New Hampshire,2968.39,3894.13,3642.72,3146.58
New Jersey,29794.13,30323.47,25417.95,25358.44
New Mexico,1179.5,1221.72,1274.19,1005.86
New York,51790.9,46892.6,41355.94,30564.29
North Carolina,11055.41,12876.01,15324.69,14493.08
North Dakota,1199.88,1216.25,1310.45,1384.82
Northern Mariana Islands,4.02,5.09,8.78,6.34
Ohio,16324.9,18072.44,17650.35,14111.12
Oklahoma,3123.08,2469.43,2920.16,2852.71
Oregon,4198.31,4977.49,6117.13,1400.93
Pennsylvania,30240.46,33620.76,28755.66,21448.88
Puerto Rico,5488.72,7807.6,9195.07,6474.91
Rhode Island,2767.83,2712.12,3187.63,2843.02
South Carolina,7785.26,8084.07,8514.7,8898.22
South Dakota,1390.33,1471.12,1586.85,1730.86
Tennessee,7389.47,9596.83,8132.18,10818.74
Texas,22189.31,24371.56,24241.78,27407.5
Utah,2912.85,2773.04,3229.74,2673.21
Vermont,1237.75,1135.62,1237.14,1364.25
Virgin Islands,38.42,85.13,25.68,49.92
Virginia,12030.07,13316.82,14114.92,12270.19
Washington,8871.51,9682.12,9955.35,9072.65
West Virginia,2834.13,2736.32,2993.39,2453.83
Wisconsin,7576.65,9600.17,11410.76,11771.9
Wyoming,461.71,549.97,777.2,607.44
