State,612,619,626,633
Alabama,18170.0,16462.0,13101.0,12475.0
Alaska,7657.0,8363.0,8414.0,8634.0
American Samoa,7.5,8.375,10.0,3.125
Arizona,16462.0,14762.0,12433.0,16179.0
Arkansas,10055.0,9939.0,8445.0,5423.0
California,62842.0,57742.0,53349.0,40840.0
Colorado,14412.0,21938.0,7488.0,15160.0
Connecticut,7657.0,6323.0,9554.0,3589.0
Delaware,5185.0,2994.0,2107.0,2980.0
District of Columbia,1153.0,1721.0,1354.0,1126.0
Florida,50560.0,63788.0,35152.0,18221.0
Georgia,31399.0,35152.0,23020.0,13644.0
Guam,1153.0,1354.0,988.0,696.0
Hawaii,2713.0,2994.0,4228.0,1373.0
Idaho,12297.0,8634.0,8707.0,8445.0
Illinois,25636.0,20364.0,28530.0,19744.0
Indiana,28289.0,22668.0,19744.0,13644.0
Iowa,12305.0,11876.0,11876.0,10908.0
Kansas,10055.0,11078.0,6392.0,6241.0
Kentucky,17104.0,28289.0,23020.0,19744.0
Louisiana,13101.0,7594.0,7382.0,5412.0
Maine,5997.0,3889.0,2674.0,12305.0
Maryland,9591.0,10550.0,11429.0,9911.0
Massachusetts,14412.0,21938.0,14477.0,12790.0
Michigan,24684.0,21772.0,26058.0,31674.0
Minnesota,18036.0,17238.0,14926.0,10826.0
Mississippi,11334.0,7594.0,8445.0,4744.0
Missouri,15722.0,15042.0,14477.0,15160.0
Montana,8014.0,5760.0,5833.0,11006.0
Nebraska,3589.0,7319.0,8414.0,8634.0
Nevada,8554.0,9939.0,7306.0,8414.0
New Hampshire,2917.0,2994.0,3303.0,4533.0
New Jersey,16253.0,15472.0,12433.0,12433.0
New Mexico,3589.0,4427.0,7319.0,5128.0
New York,37939.0,34934.0,26797.0,34934.0
North Carolina,57742.0,36143.0,26797.0,20554.0
North Dakota,3739.0,2994.0,3333.0,3303.0
Northern Mariana Islands,7.5,8.375,10.0,7.0
Ohio,67915.0,36143.0,48097.0,20554.0
Oklahoma,14412.0,16254.0,7488.0,17608.0
Oregon,13016.0,10055.0,7488.0,15569.0
Pennsylvania,34701.0,30321.0,48580.0,25484.0
Puerto Rico,2398.0,2070.0,1354.0,1126.0
Rhode Island,2454.0,2041.0,3171.0,3134.0
South Carolina,28386.0,31674.0,23020.0,13644.0
South Dakota,2917.0,2994.0,2107.0,2600.0
Tennessee,54266.0,26797.0,35152.0,25184.0
Texas,100249.0,75998.0,53349.0,37299.0
Utah,15117.0,9823.0,15117.0,9886.0
Vermont,1138.0,1721.0,2690.0,1354.0
Virgin Islands,310.0,224.0,208.0,139.0
Virginia,23660.0,30321.0,19744.0,19744.0
Washington,22242.0,15750.0,23020.0,19744.0
West Virginia,14412.0,21938.0,11789.0,15160.0
Wisconsin,21442.0,23008.0,21938.0,18203.0
Wyoming,5006.0,3871.0,1522.0,5128.0
